giris_tarih,hisse,grup,kat,pos52,giris,poz_tl,cikis_tarih,cikis,sebep,getiri_%,tl_kar,max_gordugu_%
2026-05-06,IHYAY,dip,9.0,0.106,1.83,100000.0,2026-05-06,1.8666,hedef,1.97,1967.0,2.19
2026-05-12,ERBOS,kirilim,17.0,0.911,217.9,101967.0,2026-05-12,222.258,hedef,1.97,2006.0,2.34
2026-05-14,ALCAR,dip,32.9,0.183,771.5,103973.0,2026-05-18,748.355,stop,-3.03,-3153.0,1.88
2026-05-20,EKSUN,kirilim,9.8,0.903,7.4,50410.0,2026-05-20,7.548,hedef,1.97,992.0,2.03
2026-05-20,LKMNH,dip,17.0,0.169,15.2,50410.0,2026-05-20,15.504,hedef,1.97,992.0,3.09
2026-05-21,BAKAB,kirilim,9.4,1.008,52.2,51401.0,2026-05-21,50.634,stop,-3.03,-1559.0,0.0
2026-05-21,BIGTK,dip,56.0,0.018,211.5,51401.0,2026-05-21,215.73,hedef,1.97,1011.0,2.08
2026-05-22,KOPOL,dip,44.1,0.131,5.03,51127.0,2026-05-22,5.1306,hedef,1.97,1006.0,9.54
2026-05-22,VERUS,kirilim,10.4,0.967,573.0,51127.0,2026-05-22,584.46,hedef,1.97,1006.0,4.71
2026-05-25,DURDO,kirilim,23.5,0.907,5.0,104266.0,2026-05-25,5.1,hedef,1.97,2051.0,2.4
2026-06-02,DERHL,dip,8.1,0.047,15.42,106317.0,2026-06-02,15.7284,hedef,1.97,2091.0,2.66
2026-06-05,CMBTN,dip,19.5,0.095,1595.0,54204.0,2026-06-05,1626.9,hedef,1.97,1066.0,2.63
2026-06-05,EMKEL,dip,9.8,0.071,25.96,54204.0,2026-06-05,25.1812,stop,-3.03,-1644.0,0.15
2026-06-08,AKFYE,kirilim,20.5,1.057,26.0,35943.0,2026-06-08,26.52,hedef,1.97,707.0,6.46
2026-06-08,POLTK,dip,9.1,0.067,5270.0,35943.0,2026-06-08,5111.9,stop,-3.03,-1090.0,0.05
2026-06-08,SEKUR,kirilim,14.9,0.863,8.06,35943.0,2026-06-08,7.8182,stop,-3.03,-1090.0,0.5
