giris_tarih,hisse,grup,kat,pos52,giris,poz_tl,cikis_tarih,cikis,sebep,getiri_%,tl_kar,max_gordugu_%
2026-05-06,IHYAY,dip,9.0,0.106,1.83,100000.0,2026-05-18,1.7751,stop,-3.03,-3033.0,4.37
2026-05-20,EKSUN,kirilim,9.8,0.903,7.4,48484.0,2026-05-20,7.77,hedef,4.97,2408.0,5.81
2026-05-20,LKMNH,dip,17.0,0.169,15.2,48484.0,2026-05-20,15.96,hedef,4.97,2408.0,5.0
2026-05-21,BAKAB,kirilim,9.4,1.008,52.2,16964.0,2026-05-21,50.634,stop,-3.03,-515.0,0.0
2026-05-21,BIGTK,dip,56.0,0.018,211.5,16964.0,2026-05-21,222.075,hedef,4.97,843.0,5.96
2026-05-21,DAPGM,dip,6.2,0.124,9.77,16964.0,2026-05-21,9.4769,stop,-3.03,-515.0,3.38
2026-05-21,GUNDG,kirilim,5.1,1.103,1097.0,16964.0,2026-05-21,1064.09,stop,-3.03,-515.0,0.0
2026-05-21,VERUS,kirilim,5.7,0.979,571.5,16964.0,2026-06-02,600.075,hedef,4.97,843.0,6.91
2026-05-21,VRGYO,dip,5.4,0.056,2.21,16964.0,2026-05-21,2.1437,stop,-3.03,-515.0,0.45
2026-05-22,ALVES,dip,8.0,0.106,2.6,13934.0,2026-05-22,2.73,hedef,4.97,692.0,5.0
2026-05-22,KOPOL,dip,44.1,0.131,5.03,13934.0,2026-05-22,5.2815,hedef,4.97,692.0,9.54
2026-05-22,NTHOL,dip,5.6,-0.047,35.12,13934.0,2026-05-22,36.876,hedef,4.97,692.0,5.01
2026-05-22,VERTU,dip,6.6,0.181,35.02,13934.0,2026-05-22,36.771,hedef,4.97,692.0,5.6
2026-05-22,VERUS,kirilim,10.4,0.967,573.0,13934.0,2026-06-02,601.65,hedef,4.97,692.0,6.63
2026-05-22,ZRGYO,dip,6.9,-0.064,16.78,13934.0,2026-05-22,17.619,hedef,4.97,692.0,6.67
2026-05-25,CEMTS,dip,6.9,0.18,10.35,36565.0,2026-06-02,10.8675,hedef,4.97,1816.0,5.02
2026-05-25,DURDO,kirilim,23.5,0.907,5.0,36565.0,2026-05-25,5.25,hedef,4.97,1816.0,5.0
2026-06-01,HRKET,kirilim,6.3,1.1,96.5,38381.0,2026-06-02,93.605,stop,-3.03,-1164.0,4.15
2026-06-03,CGCAM,kirilim,6.6,0.899,46.42,54016.0,2026-06-03,48.741,hedef,4.97,2683.0,6.07
2026-06-03,KARTN,kirilim,7.7,0.981,130.3,54016.0,2026-06-04,136.815,hedef,4.97,2683.0,9.75
2026-06-04,TUREX,dip,5.1,0.155,9.2,56699.0,2026-06-04,9.66,hedef,4.97,2816.0,5.33
2026-06-05,CMBTN,dip,19.5,0.095,1595.0,58107.0,2026-06-08,1588.0,acik_kaldi,-0.47,-274.0,2.63
2026-06-05,EMKEL,dip,9.8,0.071,25.96,58107.0,2026-06-05,25.1812,stop,-3.03,-1762.0,0.15
2026-06-08,AKFYE,kirilim,20.5,1.057,26.0,14086.0,2026-06-08,27.3,hedef,4.97,700.0,6.46
2026-06-08,DERHL,dip,7.5,0.033,14.2,14086.0,2026-06-08,13.774,stop,-3.03,-427.0,0.28
2026-06-08,POLTK,dip,9.1,0.067,5270.0,14086.0,2026-06-08,5111.9,stop,-3.03,-427.0,0.05
2026-06-08,SEKUR,kirilim,14.9,0.863,8.06,14086.0,2026-06-08,7.8182,stop,-3.03,-427.0,0.5
