tarih,kat,grup,pos52,acilis,acilis_ciro_TL,secili,hisse
2026-06-12,16.3,orta,0.31,3.15,6212672,False,OSTIM
2026-06-12,10.5,orta,0.53,102.0,3588360,False,BRKVY
2026-06-12,8.4,orta,0.63,2.71,5045364,False,VKGYO
2026-06-12,7.9,orta,0.61,17.54,15543474,False,EDATA
2026-06-12,6.6,tepe(eski),0.84,18.2,19984619,False,FZLGY
2026-06-12,6.5,orta,0.62,4.47,2593324,False,ICUGS
2026-06-12,5.2,orta,0.25,17.5,3041692,False,ZRGYO
2026-06-12,5.1,orta,0.58,245.0,15361500,False,SDTTR
