tarih,hisse,rapor_giris,tv_kaynak,yf_kaynak,tv_open,tv_high,tv_low,tv_close,tv_prev_close,yf_open,yf_high,yf_low,yf_close,yf_prev_close,yf_1h_open,open_fark_%,giris_tv_fark_%,giris_yf_fark_%,sorun,durum
2026-01-15,AKYHO,2.64,cache_saatlik,yfinance,2.64,2.69,2.63,2.67,2.63,2.64,2.69,2.63,2.67,2.63,2.64,0.0,0.0,0.0,OK,OK
2026-01-15,ATAKP,57.9,cache_saatlik,yfinance,57.9,61.65,56.0,58.45,57.75,57.9,61.65,56.0,58.45,57.75,57.9,0.0,0.0,0.0,OK,OK
2026-01-15,BORLS,2.62,cache_saatlik,yfinance,2.62,2.97,2.62,2.92,2.82,2.62,2.97,2.62,2.92,2.82,2.62,0.0,0.0,0.0,OK,OK
2026-01-15,ELITE,29.0,cache_saatlik,yfinance,29.0,29.74,28.68,29.6,28.62,29.0,29.74,28.68,29.6,28.62,29.0,0.0,0.0,0.0,OK,OK
2026-01-15,ONCSM,299.5,cache_saatlik,yfinance,299.5,312.25,290.75,302.25,289.5,299.5,312.25,290.75,302.25,289.5,299.5,0.0,0.0,0.0,OK,OK
2026-01-16,BESLR,13.34,cache_saatlik,yfinance,13.34,13.76,13.1,13.75,13.21,13.34,13.76,13.1,13.75,13.21,13.34,0.0,0.0,0.0,OK,OK
2026-01-16,SEGMN,28.0,cache_saatlik,yfinance,28.0,28.94,27.0,28.94,26.32,28.0,28.94,27.0,28.94,26.32,28.0,0.0,0.0,0.0,OK,OK
2026-01-16,TEZOL,12.17,cache_saatlik,yfinance,12.17,12.39,12.09,12.16,12.04,12.17,12.39,12.09,12.16,12.04,12.17,0.0,0.0,0.0,OK,OK
2026-01-16,YYLGD,11.65,cache_saatlik,yfinance,11.65,12.7,11.43,12.31,11.6,11.65,12.7,11.43,12.31,11.6,11.65,0.0,0.0,0.0,OK,OK
2026-01-19,DGNMO,5.05,cache_saatlik,yfinance,5.05,5.07,4.98,5.01,4.96,5.05,5.07,4.98,5.01,4.96,5.05,0.0,0.0,0.0,OK,OK
2026-01-19,GRNYO,18.32,cache_saatlik,yfinance,18.32,18.5,17.11,17.11,18.32,18.32,18.5,17.11,17.11,18.32,18.32,0.0,0.0,0.0,OK,OK
2026-01-19,ONCSM,329.0,cache_saatlik,yfinance,329.0,342.0,324.5,342.0,311.0,329.0,342.0,324.5,342.0,311.0,329.0,0.0,0.0,0.0,OK,OK
2026-01-19,TEZOL,12.16,cache_saatlik,yfinance,12.16,12.26,12.06,12.12,12.16,12.16,12.26,12.06,12.12,12.16,12.16,0.0,0.0,0.0,OK,OK
2026-01-20,IHAAS,44.0,cache_saatlik,yfinance,44.0,49.1,44.0,49.1,44.64,44.0,49.1,44.0,49.1,44.64,44.0,0.0,0.0,0.0,OK,OK
2026-01-20,LINK,6.5304225,cache_saatlik,yfinance,6.5304,6.5609,5.7097,5.756,6.2865,6.5305,6.561,5.7098,5.7561,6.2866,6.5305,0.002,0.0,0.001,OK,OK
2026-01-20,RUBNS,33.9,cache_saatlik,yfinance,33.9,35.96,33.8,34.88,33.92,33.9,35.96,33.8,34.88,33.92,33.9,0.0,0.0,0.0,OK,OK
2026-01-20,YBTAS,20.0,cache_saatlik,yfinance,20.0,20.66,20.0,20.1,20.74,20.0,20.66,20.0,20.1,20.74,20.0,0.0,0.0,0.0,OK,OK
2026-01-20,YKSLN,3.15,cache_saatlik,yfinance,3.15,3.21,3.08,3.11,3.15,3.15,3.21,3.08,3.11,3.15,3.15,0.0,0.0,0.0,OK,OK
2026-01-21,GATEG,310.0,cache_saatlik,yfinance,310.0,310.0,294.0,294.0,283.5,310.0,310.0,294.0,294.0,283.5,,0.0,0.0,0.0,OK,OK
2026-01-21,TURGG,27.16,cache_saatlik,yfinance,27.16,29.04,26.76,29.0,27.12,27.16,29.04,26.76,29.0,27.12,27.16,0.0,0.0,0.0,OK,OK
2026-01-21,VSNMD,104.0,cache_saatlik,yfinance,104.0,106.7,91.2,91.2,101.3,104.0,106.7,91.2,91.2,101.3,104.0,0.0,0.0,0.0,OK,OK
2026-01-22,ESEN,5.7,cache_saatlik,yfinance,5.7,5.7,5.15,5.15,5.72,5.7,5.7,5.15,5.15,5.72,5.7,0.0,0.0,0.0,OK,OK
2026-01-23,CEMAS,4.29,cache_saatlik,yfinance,4.29,4.54,4.1,4.4,4.3,4.29,4.54,4.1,4.4,4.3,4.29,0.0,0.0,0.0,OK,OK
2026-01-23,DERHL,14.42,cache_saatlik,yfinance,14.42,15.03,13.42,14.5,14.0,14.42,15.03,13.42,14.5,14.0,14.42,0.0,0.0,0.0,OK,OK
2026-01-23,GOZDE,24.7,cache_saatlik,yfinance,24.7,25.16,24.34,25.16,24.7,24.7,25.16,24.34,25.16,24.7,24.7,0.0,0.0,0.0,OK,OK
2026-01-23,IHYAY,2.01,cache_saatlik,yfinance,2.01,2.09,1.98,2.02,2.01,2.01,2.09,1.98,2.02,2.01,2.01,0.0,0.0,0.0,OK,OK
2026-01-26,BIZIM,31.0,cache_saatlik,yfinance,31.0,32.68,30.94,32.34,30.5,31.0,32.68,30.94,32.34,30.5,31.0,0.0,0.0,0.0,OK,OK
2026-01-26,CATES,41.02,cache_saatlik,yfinance,41.02,43.58,40.42,41.82,41.0,41.02,43.58,40.42,41.82,41.0,41.02,0.0,0.0,0.0,OK,OK
2026-01-26,DERHL,14.4,cache_saatlik,yfinance,14.4,14.92,13.96,14.01,14.5,14.4,14.92,13.96,14.01,14.5,14.4,0.0,0.0,0.0,OK,OK
2026-01-26,KERVN,1.91,cache_saatlik,yfinance,1.91,2.11,1.91,2.1,2.12,1.91,2.11,1.91,2.1,2.12,1.91,0.0,0.0,0.0,OK,OK
2026-01-26,KLKIM,41.26,cache_saatlik,yfinance,41.26,41.72,40.62,40.64,41.26,41.26,41.72,40.62,40.64,41.26,41.26,0.0,0.0,0.0,OK,OK
2026-01-26,KRDMA,27.0,cache_saatlik,yfinance,27.0,28.16,26.92,28.02,27.62,27.0,28.16,26.92,28.02,27.62,27.0,0.0,0.0,0.0,OK,OK
2026-01-26,TRILC,2.83978258,cache_saatlik,yfinance,2.8398,3.0426,2.8273,2.9365,2.7774,2.8398,3.0426,2.8273,2.9365,2.7774,2.8398,0.0,0.001,0.001,OK,OK
2026-01-26,TUREX,7.8,cache_saatlik,yfinance,7.8,7.89,7.62,7.69,7.79,7.8,7.89,7.62,7.69,7.79,7.8,0.0,0.0,0.0,OK,OK
2026-01-27,BAKAB,45.48,cache_saatlik,yfinance,45.48,48.28,43.78,44.06,45.48,45.48,48.28,43.78,44.06,45.48,45.48,0.0,0.0,0.0,OK,OK
2026-01-27,SANFM,7.97,cache_saatlik,yfinance,7.97,8.07,7.45,7.64,7.86,7.97,8.07,7.45,7.64,7.86,7.97,0.0,0.0,0.0,OK,OK
2026-01-28,ALVES,4.15,cache_saatlik,yfinance,4.15,4.26,4.13,4.26,3.88,4.15,4.26,4.13,4.26,3.88,4.15,0.0,0.0,0.0,OK,OK
2026-01-28,ATLAS,6.78,cache_saatlik,yfinance,6.78,7.34,6.78,7.34,6.68,6.78,7.34,6.78,7.34,6.68,6.78,0.0,0.0,0.0,OK,OK
2026-01-28,ESCAR,25.0,cache_saatlik,yfinance,25.0,26.44,24.82,26.2,25.08,25.0,26.44,24.82,26.2,25.08,25.0,0.0,0.0,0.0,OK,OK
2026-01-28,TUREX,8.28,cache_saatlik,yfinance,8.28,8.28,7.89,7.93,8.03,8.28,8.28,7.89,7.93,8.03,8.28,0.0,0.0,0.0,OK,OK
2026-01-29,BIGEN,9.62,cache_saatlik,yfinance,9.62,9.83,9.39,9.39,9.71,9.62,9.83,9.39,9.39,9.71,9.62,0.0,0.0,0.0,OK,OK
2026-01-29,ERBOS,215.0,cache_saatlik,yfinance,215.0,219.6,211.2,212.9,209.8,215.0,219.6,211.2,212.9,209.8,215.0,0.0,0.0,0.0,OK,OK
2026-01-29,ISFIN,21.0,cache_saatlik,yfinance,21.0,21.62,20.2,21.26,19.66,21.0,21.62,20.2,21.26,19.66,21.0,0.0,0.0,0.0,OK,OK
