tarih,hisse,rapor_giris,tv_kaynak,yf_kaynak,tv_open,tv_high,tv_low,tv_close,tv_prev_close,yf_open,yf_high,yf_low,yf_close,yf_prev_close,yf_1h_open,open_fark_%,giris_tv_fark_%,giris_yf_fark_%,sorun,durum
2026-01-30,GATEG,372.0,cache_saatlik,yfinance,372.0,372.0,344.75,344.75,345.0,372.0,372.0,344.75,344.75,345.0,,0.0,0.0,0.0,OK,OK
2026-01-30,GENIL,8.6599134,cache_saatlik,yfinance,8.6599,8.9399,7.8866,8.0333,8.5199,8.66,8.94,7.8867,8.0333,8.52,8.66,0.001,0.0,0.001,OK,OK
2026-02-02,AKFYE,18.75,cache_saatlik,yfinance,18.75,20.56,18.6,20.56,18.7,18.75,20.56,18.6,20.56,18.7,18.75,0.0,0.0,0.0,OK,OK
2026-02-02,BYDNR,34.02,cache_saatlik,yfinance,34.02,35.72,32.3,34.8,33.56,34.02,35.72,32.3,34.8,33.56,34.02,0.0,0.0,0.0,OK,OK
2026-02-02,GENIL,8.3865828,cache_saatlik,yfinance,8.3866,8.4332,8.0733,8.2599,8.0333,8.3867,8.4333,8.0733,8.26,8.0333,8.3867,0.001,0.0,0.001,OK,OK
2026-02-02,HUNER,3.2,cache_saatlik,yfinance,3.2,3.33,3.19,3.3,3.26,3.2,3.33,3.19,3.3,3.26,3.2,0.0,0.0,0.0,OK,OK
2026-02-02,TEZOL,12.79,cache_saatlik,yfinance,12.79,12.9,12.59,12.84,12.8,12.79,12.9,12.59,12.84,12.8,12.79,0.0,0.0,0.0,OK,OK
2026-02-03,DERHL,15.72,cache_saatlik,yfinance,15.72,17.25,15.45,17.25,15.69,15.72,17.25,15.45,17.25,15.69,15.72,0.0,0.0,0.0,OK,OK
2026-02-03,TRCAS,48.32,cache_saatlik,yfinance,48.32,49.88,47.78,49.88,48.18,48.32,49.88,47.78,49.88,48.18,48.32,0.0,0.0,0.0,OK,OK
2026-02-04,ACSEL,101.5,cache_saatlik,yfinance,101.5,106.9,101.5,104.9,103.2,101.5,106.9,101.5,104.9,103.2,101.5,0.0,0.0,0.0,OK,OK
2026-02-04,CMBTN,1899.0,cache_saatlik,yfinance,1899.0,1920.0,1894.0,1899.0,1899.0,1899.0,1920.0,1894.0,1899.0,1899.0,1899.0,0.0,0.0,0.0,OK,OK
2026-02-04,DERHL,17.3,cache_saatlik,yfinance,17.3,18.37,15.53,15.57,17.25,17.3,18.37,15.53,15.57,17.25,17.3,0.0,0.0,0.0,OK,OK
2026-02-04,ESCAR,27.0,cache_saatlik,yfinance,27.0,27.26,26.64,26.74,27.0,27.0,27.26,26.64,26.74,27.0,27.0,0.0,0.0,0.0,OK,OK
2026-02-04,RAYSG,232.0,cache_saatlik,yfinance,232.0,232.0,224.8,225.4,225.6,232.0,232.0,224.8,225.4,225.6,232.0,0.0,0.0,0.0,OK,OK
2026-02-05,DYOBY,14.2,cache_saatlik,yfinance,14.2,14.99,14.12,14.3,14.08,14.2,14.99,14.12,14.3,14.08,14.2,0.0,0.0,0.0,OK,OK
2026-02-06,LINK,5.753601,cache_saatlik,yfinance,5.7536,5.9634,5.6536,5.8438,5.8512,5.7537,5.9634,5.6537,5.8439,5.8512,5.7537,0.002,0.0,0.002,OK,OK
2026-02-09,ARENA,28.0,cache_saatlik,yfinance,28.0,28.48,27.86,28.08,28.62,28.0,28.48,27.86,28.08,28.62,28.0,0.0,0.0,0.0,OK,OK
2026-02-09,BANVT,168.7,cache_saatlik,yfinance,168.7,177.5,168.5,176.9,169.0,168.7,177.5,168.5,176.9,169.0,168.7,0.0,0.0,0.0,OK,OK
2026-02-09,EBEBK,62.45,cache_saatlik,yfinance,62.45,63.75,62.0,62.35,60.7,62.45,63.75,62.0,62.35,60.7,62.45,0.0,0.0,0.0,OK,OK
2026-02-09,EMKEL,22.58,cache_saatlik,yfinance,22.58,23.3,21.46,21.94,22.04,22.58,23.3,21.46,21.94,22.04,22.58,0.0,0.0,0.0,OK,OK
2026-02-09,MERCN,18.0,cache_saatlik,yfinance,18.0,18.44,17.71,18.44,17.55,18.0,18.44,17.71,18.44,17.55,18.0,0.0,0.0,0.0,OK,OK
2026-02-09,SUWEN,8.75,cache_saatlik,yfinance,8.75,8.82,8.56,8.68,8.51,8.75,8.82,8.56,8.68,8.51,8.75,0.0,0.0,0.0,OK,OK
2026-02-09,TEKTU,9.33,cache_saatlik,yfinance,9.33,9.94,9.18,9.38,9.15,9.33,9.94,9.18,9.38,9.15,9.33,0.0,0.0,0.0,OK,OK
2026-02-10,CMBTN,1971.0,cache_saatlik,yfinance,1971.0,2063.0,1962.0,1980.0,1971.0,1971.0,2063.0,1962.0,1980.0,1971.0,1971.0,0.0,0.0,0.0,OK,OK
2026-02-10,MERCN,18.59,cache_saatlik,yfinance,18.59,20.28,18.57,19.99,18.44,18.59,20.28,18.57,19.99,18.44,18.59,0.0,0.0,0.0,OK,OK
2026-02-10,TTRAK,580.5,cache_saatlik,yfinance,580.5,585.0,561.0,561.0,607.5,580.5,585.0,561.0,561.0,607.5,580.5,0.0,0.0,0.0,OK,OK
2026-02-11,DYOBY,15.39,cache_saatlik,yfinance,15.39,15.92,15.05,15.05,15.39,15.39,15.92,15.05,15.05,15.39,15.39,0.0,0.0,0.0,OK,OK
2026-02-11,GZNMI,54.45,cache_saatlik,yfinance,54.45,57.6,50.85,51.05,53.85,54.45,57.6,50.85,51.05,53.85,54.45,0.0,0.0,0.0,OK,OK
2026-02-11,MARKA,39.64,cache_saatlik,yfinance,39.64,39.82,36.92,38.0,37.16,39.64,39.82,36.92,38.0,37.16,39.64,0.0,0.0,0.0,OK,OK
2026-02-11,PKENT,169.9,cache_saatlik,yfinance,169.9,178.5,161.5,161.7,166.6,169.9,178.5,161.5,161.7,166.6,169.9,0.0,0.0,0.0,OK,OK
2026-02-12,ODINE,345.75,cache_saatlik,yfinance,345.75,376.0,345.75,376.0,345.0,345.75,376.0,345.75,376.0,345.0,345.75,0.0,0.0,0.0,OK,OK
2026-02-12,VSNMD,94.0,cache_saatlik,yfinance,94.0,97.9,92.6,92.9,92.1,94.0,97.9,92.6,92.9,92.1,94.0,0.0,0.0,0.0,OK,OK
2026-02-13,GEREL,27.44,cache_saatlik,yfinance,27.44,28.2,24.98,27.5,26.12,27.44,28.2,24.98,27.5,26.12,27.44,0.0,0.0,0.0,OK,OK
2026-02-13,GZNMI,57.75,cache_saatlik,yfinance,57.75,61.75,57.35,61.75,56.15,57.75,61.75,57.35,61.75,56.15,57.75,0.0,0.0,0.0,OK,OK
2026-02-13,QUAGR,3.09,cache_saatlik,yfinance,3.09,3.39,3.08,3.39,3.09,3.09,3.39,3.08,3.39,3.09,3.09,0.0,0.0,0.0,OK,OK
2026-02-13,YAPRK,14.3571285,cache_saatlik,yfinance,14.3571,15.4167,14.2857,15.4167,14.0238,14.3571,15.4167,14.2857,15.4167,14.0238,14.3571,0.0,0.0,0.0,OK,OK
2026-02-16,AKFIS,25.6,cache_saatlik,yfinance,25.6,27.94,25.4,27.94,25.4,25.6,27.94,25.4,27.94,25.4,25.6,0.0,0.0,0.0,OK,OK
2026-02-16,ALBRK,10.25,cache_saatlik,yfinance,10.25,10.54,10.11,10.28,9.83,10.25,10.54,10.11,10.28,9.83,10.25,0.0,0.0,0.0,OK,OK
2026-02-16,ASUZU,67.0,cache_saatlik,yfinance,67.0,70.95,67.0,68.8,66.0,67.0,70.95,67.0,68.8,66.0,67.0,0.0,0.0,0.0,OK,OK
2026-02-16,BIENY,27.2,cache_saatlik,yfinance,27.2,28.18,26.42,26.42,27.3,27.2,28.18,26.42,26.42,27.3,27.2,0.0,0.0,0.0,OK,OK
2026-02-16,CEOEM,23.1,cache_saatlik,yfinance,23.1,24.2,23.1,24.02,23.06,23.1,24.2,23.1,24.02,23.06,23.1,0.0,0.0,0.0,OK,OK
2026-02-16,EKGYO,26.5,cache_saatlik,yfinance,26.5,27.12,25.82,26.04,25.58,26.5,27.12,25.82,26.04,25.58,26.5,0.0,0.0,0.0,OK,OK
2026-02-16,GZNMI,65.05,cache_saatlik,yfinance,65.05,67.9,61.8,67.9,61.75,65.05,67.9,61.8,67.9,61.75,65.05,0.0,0.0,0.0,OK,OK
2026-02-16,HLGYO,5.0,cache_saatlik,yfinance,5.0,5.21,4.95,5.08,4.82,5.0,5.21,4.95,5.08,4.82,2.048,0.0,0.0,0.0,OK,OK
2026-02-16,IHLAS,1.86973426,cache_saatlik,yfinance,1.8697,1.9232,1.8087,1.8545,1.7705,2.45,2.52,2.37,2.43,2.32,2.45,26.868,0.002,26.866,"OPEN,HIGH,LOW,CLOSE,PREV_CLOSE,RAPOR!=YF",UYUMSUZ
2026-02-16,IHYAY,1.97,cache_saatlik,yfinance,1.97,2.02,1.97,1.99,1.94,1.97,2.02,1.97,1.99,1.94,1.97,0.0,0.0,0.0,OK,OK
2026-02-16,OZKGY,16.1,cache_saatlik,yfinance,16.1,16.37,15.92,16.24,15.91,16.1,16.37,15.92,16.24,15.91,16.1,0.0,0.0,0.0,OK,OK
2026-02-16,QUAGR,3.46,cache_saatlik,yfinance,3.46,3.62,3.25,3.31,3.39,3.46,3.62,3.25,3.31,3.39,3.46,0.0,0.0,0.0,OK,OK
2026-02-16,SANFM,7.39,cache_saatlik,yfinance,7.39,7.53,7.29,7.44,7.22,7.39,7.53,7.29,7.44,7.22,7.39,0.0,0.0,0.0,OK,OK
2026-02-16,YAPRK,15.761889,cache_saatlik,yfinance,15.7619,16.5595,14.9762,15.2381,15.4167,15.7619,16.5595,14.9762,15.2381,15.4167,15.7619,0.0,0.0,0.0,OK,OK
2026-02-17,BORLS,3.08,cache_saatlik,yfinance,3.08,3.24,2.92,2.95,3.02,3.08,3.24,2.92,2.95,3.02,3.08,0.0,0.0,0.0,OK,OK
2026-02-17,HATEK,17.1,cache_saatlik,yfinance,17.1,18.5,16.29,17.45,17.1,17.1,18.5,16.29,17.45,17.1,17.1,0.0,0.0,0.0,OK,OK
2026-02-17,KAYSE,5.56,cache_saatlik,yfinance,5.56,5.97,5.48,5.5,5.54,5.56,5.97,5.48,5.5,5.54,5.56,0.0,0.0,0.0,OK,OK
2026-02-18,A1CAP,18.1,cache_saatlik,yfinance,18.1,18.65,17.2,17.38,18.05,18.1,18.65,17.2,17.38,18.05,18.1,0.0,0.0,0.0,OK,OK
2026-02-18,AKFGY,3.11,cache_saatlik,yfinance,3.11,3.19,3.02,3.03,3.04,3.11,3.19,3.02,3.03,3.04,3.11,0.0,0.0,0.0,OK,OK
2026-02-18,KBORU,18.6,cache_saatlik,yfinance,18.6,21.48,18.47,21.18,19.54,18.6,21.48,18.47,21.18,19.54,18.6,0.0,0.0,0.0,OK,OK
2026-02-18,ORGE,73.8,cache_saatlik,yfinance,73.8,76.45,71.3,74.3,75.0,73.8,76.45,71.3,74.3,75.0,73.8,0.0,0.0,0.0,OK,OK
2026-02-18,OYYAT,64.25,cache_saatlik,yfinance,64.25,66.0,62.0,62.0,62.45,64.25,66.0,62.0,62.0,62.45,64.25,0.0,0.0,0.0,OK,OK
2026-02-18,TATGD,16.8,cache_saatlik,yfinance,16.8,17.46,16.4,17.46,15.88,16.8,17.46,16.4,17.46,15.88,16.8,0.0,0.0,0.0,OK,OK
2026-02-19,AYGAZ,247.0,cache_saatlik,yfinance,247.0,252.25,247.0,250.5,248.1,247.0,252.25,247.0,250.5,248.1,247.0,0.0,0.0,0.0,OK,OK
2026-02-19,NIBAS,5.7,cache_saatlik,yfinance,5.7,6.0,5.46,6.0,5.46,5.7,6.0,5.46,6.0,5.46,5.7,0.0,0.0,0.0,OK,OK
2026-02-19,VSNMD,93.0,cache_saatlik,yfinance,93.0,95.85,89.75,90.2,92.65,93.0,95.85,89.75,90.2,92.65,93.0,0.0,0.0,0.0,OK,OK
2026-02-20,EBEBK,61.6,cache_saatlik,yfinance,61.6,65.65,61.6,63.65,61.3,61.6,65.65,61.6,63.65,61.3,61.6,0.0,0.0,0.0,OK,OK
2026-02-20,PAMEL,86.0,cache_saatlik,yfinance,86.0,91.0,85.2,86.35,87.7,86.0,91.0,85.2,86.35,87.7,86.0,0.0,0.0,0.0,OK,OK
2026-02-24,A1CAP,18.99,cache_saatlik,yfinance,18.99,18.99,17.15,17.4,17.8,18.99,18.99,17.15,17.4,17.8,18.99,0.0,0.0,0.0,OK,OK
2026-02-24,FENER,3.22,cache_saatlik,yfinance,3.22,3.25,3.13,3.13,3.46,3.22,3.25,3.13,3.13,3.46,3.22,0.0,0.0,0.0,OK,OK
2026-02-24,HATEK,16.98,cache_saatlik,yfinance,16.98,17.93,16.7,16.93,17.32,16.98,17.93,16.7,16.93,17.32,16.98,0.0,0.0,0.0,OK,OK
2026-02-24,VAKKO,82.25,cache_saatlik,yfinance,82.25,83.9,79.0,83.15,79.5,82.25,83.9,79.0,83.15,79.5,82.25,0.0,0.0,0.0,OK,OK
2026-02-25,ASUZU,74.3,cache_saatlik,yfinance,74.3,74.3,68.5,69.7,69.55,74.3,74.3,68.5,69.7,69.55,74.3,0.0,0.0,0.0,OK,OK
2026-02-25,IHAAS,70.0,cache_saatlik,yfinance,70.0,80.0,70.0,80.0,73.8,70.0,80.0,70.0,80.0,73.8,70.0,0.0,0.0,0.0,OK,OK
2026-02-25,POLTK,6000.0,cache_saatlik,yfinance,6000.0,6380.0,6000.0,6092.5,6012.5,6000.0,6380.0,6000.0,6092.5,6012.5,6000.0,0.0,0.0,0.0,OK,OK
2026-02-25,TKNSA,21.84,cache_saatlik,yfinance,21.84,21.84,20.9,21.14,23.04,21.84,21.84,20.9,21.14,23.04,21.84,0.0,0.0,0.0,OK,OK
2026-02-26,DERHL,16.46,cache_saatlik,yfinance,16.46,17.24,14.71,14.71,16.03,16.46,17.24,14.71,14.71,16.03,16.46,0.0,0.0,0.0,OK,OK
2026-02-26,RAYSG,238.2,cache_saatlik,yfinance,238.2,243.9,226.3,226.5,235.2,238.2,243.9,226.3,226.5,235.2,238.2,0.0,0.0,0.0,OK,OK
2026-02-26,SUMAS,261.5,cache_saatlik,yfinance,261.5,277.75,261.5,274.75,275.25,261.5,277.75,261.5,274.75,275.25,261.5,0.0,0.0,0.0,OK,OK
2026-02-26,YAPRK,16.27379325,cache_saatlik,yfinance,16.2738,17.3333,14.5357,14.7143,15.8809,16.2738,17.3333,14.5357,14.7143,15.881,16.2738,0.0,0.0,0.0,OK,OK
2026-02-27,PATEK,18.6,cache_saatlik,yfinance,18.6,19.7,18.6,19.29,18.18,18.6,19.7,18.6,19.29,18.18,18.6,0.0,0.0,0.0,OK,OK
2026-03-02,ALCAR,750.0,cache_saatlik,yfinance,750.0,799.5,750.0,775.5,830.0,750.0,799.5,750.0,775.5,830.0,750.0,0.0,0.0,0.0,OK,OK
2026-03-02,ANGEN,9.8,cache_saatlik,yfinance,9.8,10.37,9.8,10.19,10.88,9.8,10.37,9.8,10.19,10.88,9.8,0.0,0.0,0.0,OK,OK
2026-03-02,AVHOL,33.8,cache_saatlik,yfinance,33.8,35.86,33.8,35.8,37.4,33.8,35.86,33.8,35.8,37.4,33.8,0.0,0.0,0.0,OK,OK
2026-03-02,BEGYO,3.96,cache_saatlik,yfinance,3.96,4.19,3.96,4.09,4.4,3.96,4.19,3.96,4.09,4.4,3.96,0.0,0.0,0.0,OK,OK
2026-03-02,BIENY,20.82,cache_saatlik,yfinance,20.82,22.26,20.82,21.84,23.12,20.82,22.26,20.82,21.84,23.12,20.82,0.0,0.0,0.0,OK,OK
2026-03-02,BIOEN,14.67,cache_saatlik,yfinance,14.67,15.74,14.67,15.42,16.3,14.67,15.74,14.67,15.42,16.3,14.67,0.0,0.0,0.0,OK,OK
2026-03-02,BORLS,2.84,cache_saatlik,yfinance,2.84,3.14,2.8,3.03,2.99,2.84,3.14,2.8,3.03,2.99,2.84,0.0,0.0,0.0,OK,OK
2026-03-02,CEOEM,18.7,cache_saatlik,yfinance,18.7,21.34,18.7,20.8,20.6,18.7,21.34,18.7,20.8,20.6,18.7,0.0,0.0,0.0,OK,OK
2026-03-02,DGGYO,27.14,cache_saatlik,yfinance,27.14,29.46,27.14,29.0,30.14,27.14,29.46,27.14,29.0,30.14,27.14,0.0,0.0,0.0,OK,OK
2026-03-02,DNISI,19.17,cache_saatlik,yfinance,19.17,20.3,19.17,19.97,21.3,19.17,20.3,19.17,19.97,21.3,19.17,0.0,0.0,0.0,OK,OK
2026-03-02,DOFER,29.16,cache_saatlik,yfinance,29.16,32.2,29.16,30.9,32.38,29.16,32.2,29.16,30.9,32.38,29.16,0.0,0.0,0.0,OK,OK
2026-03-02,EGEEN,6000.0,cache_saatlik,yfinance,6000.0,6290.0,5920.0,6240.0,6572.5,6000.0,6290.0,5920.0,6240.0,6572.5,6000.0,0.0,0.0,0.0,OK,OK
2026-03-02,EGSER,2.81,cache_saatlik,yfinance,2.81,2.98,2.81,2.91,3.07,2.81,2.98,2.81,2.91,3.07,2.81,0.0,0.0,0.0,OK,OK
2026-03-02,EKSUN,4.9,cache_saatlik,yfinance,4.9,5.22,4.88,5.14,5.38,4.9,5.22,4.88,5.14,5.38,4.9,0.0,0.0,0.0,OK,OK
2026-03-02,ESCAR,24.5,cache_saatlik,yfinance,24.5,27.56,24.5,27.32,26.52,24.5,27.56,24.5,27.32,26.52,24.5,0.0,0.0,0.0,OK,OK
2026-03-02,FMIZP,285.0,cache_saatlik,yfinance,285.0,288.5,271.0,285.25,300.0,285.0,288.5,271.0,285.25,300.0,285.0,0.0,0.0,0.0,OK,OK
2026-03-02,GIPTA,50.8,cache_saatlik,yfinance,50.8,54.6,50.8,54.1,56.4,50.8,54.6,50.8,54.1,56.4,50.8,0.0,0.0,0.0,OK,OK
2026-03-02,IHEVA,2.07,cache_saatlik,yfinance,2.07,2.19,2.07,2.17,2.29,2.07,2.19,2.07,2.17,2.29,2.07,0.0,0.0,0.0,OK,OK
2026-03-02,INGRM,354.75,cache_saatlik,yfinance,354.75,380.0,354.75,373.5,394.0,354.75,380.0,354.75,373.5,394.0,354.75,0.0,0.0,0.0,OK,OK
2026-03-02,INVEO,7.2,cache_saatlik,yfinance,7.2,7.6,7.2,7.26,8.0,7.2,7.6,7.2,7.26,8.0,7.2,0.0,0.0,0.0,OK,OK
2026-03-02,INVES,208.6,cache_saatlik,yfinance,208.6,254.5,208.6,254.5,231.5,208.6,254.5,208.6,254.5,231.5,208.6,0.0,0.0,0.0,OK,OK
2026-03-02,KFEIN,8.11,cache_saatlik,yfinance,8.11,9.03,8.11,8.57,9.01,8.11,9.03,8.11,8.57,9.01,8.11,0.0,0.0,0.0,OK,OK
2026-03-02,KMPUR,13.31,cache_saatlik,yfinance,13.31,14.12,13.31,13.68,14.65,13.31,14.12,13.31,13.68,14.65,13.31,0.0,0.0,0.0,OK,OK
2026-03-02,KOTON,14.35,cache_saatlik,yfinance,14.35,15.22,14.3,15.1,15.71,14.35,15.22,14.3,15.1,15.71,14.35,0.0,0.0,0.0,OK,OK
2026-03-02,KRDMB,34.5,cache_saatlik,yfinance,34.5,36.74,32.84,36.4,35.96,34.5,36.74,32.84,36.4,35.96,34.5,0.0,0.0,0.0,OK,OK
2026-03-02,KRTEK,25.5,cache_saatlik,yfinance,25.5,26.3,25.22,25.92,27.5,25.5,26.3,25.22,25.92,27.5,25.5,0.0,0.0,0.0,OK,OK
2026-03-02,LYDYE,13100.0,cache_saatlik,yfinance,13100.0,15400.0,13000.0,15400.0,14000.0,13100.0,15400.0,13000.0,15400.0,14000.0,13100.0,0.0,0.0,0.0,OK,OK
2026-03-02,MARBL,11.3,cache_saatlik,yfinance,11.3,11.83,11.3,11.65,12.33,11.3,11.83,11.3,11.65,12.33,11.3,0.0,0.0,0.0,OK,OK
2026-03-02,MERCN,15.34,cache_saatlik,yfinance,15.34,16.03,15.22,16.01,16.67,15.34,16.03,15.22,16.01,16.67,15.34,0.0,0.0,0.0,OK,OK
2026-03-02,NATEN,7.26,cache_saatlik,yfinance,7.26,7.65,7.26,7.57,8.0,7.26,7.65,7.26,7.57,8.0,7.26,0.0,0.0,0.0,OK,OK
2026-03-02,ORGE,65.05,cache_saatlik,yfinance,65.05,68.55,65.0,67.75,70.3,65.05,68.55,65.0,67.75,70.3,65.05,0.0,0.0,0.0,OK,OK
2026-03-02,OTTO,284.0,cache_saatlik,yfinance,284.0,302.5,277.75,302.5,308.5,284.0,302.5,277.75,302.5,308.5,284.0,0.0,0.0,0.0,OK,OK
2026-03-02,PAMEL,77.75,cache_saatlik,yfinance,77.75,81.95,76.1,78.0,82.85,77.75,81.95,76.1,78.0,82.85,77.75,0.0,0.0,0.0,OK,OK
2026-03-02,PARSN,80.0,cache_saatlik,yfinance,80.0,84.6,80.0,82.55,87.1,80.0,84.6,80.0,82.55,87.1,80.0,0.0,0.0,0.0,OK,OK
2026-03-02,PATEK,18.9,cache_saatlik,yfinance,18.9,20.76,18.7,19.77,19.29,18.9,20.76,18.7,19.77,19.29,18.9,0.0,0.0,0.0,OK,OK
2026-03-02,PENTA,12.65,cache_saatlik,yfinance,12.65,13.35,12.65,13.13,14.05,12.65,13.35,12.65,13.13,14.05,12.65,0.0,0.0,0.0,OK,OK
2026-03-02,PLTUR,20.08,cache_saatlik,yfinance,20.08,21.36,20.08,21.0,22.26,20.08,21.36,20.08,21.0,22.26,20.08,0.0,0.0,0.0,OK,OK
2026-03-02,RAYSG,198.5,cache_saatlik,yfinance,198.5,209.0,198.4,206.8,220.3,198.5,209.0,198.4,206.8,220.3,198.5,0.0,0.0,0.0,OK,OK
2026-03-02,SAMAT,5.2,cache_saatlik,yfinance,5.2,5.46,5.19,5.31,5.76,5.2,5.46,5.19,5.31,5.76,5.2,0.0,0.0,0.0,OK,OK
2026-03-02,SANFM,7.01,cache_saatlik,yfinance,7.01,7.46,7.01,7.28,7.76,7.01,7.46,7.01,7.28,7.76,7.01,0.0,0.0,0.0,OK,OK
2026-03-02,SKYMD,11.27,cache_saatlik,yfinance,11.27,12.3,11.27,12.3,12.52,11.27,12.3,11.27,12.3,12.52,11.27,0.0,0.0,0.0,OK,OK
2026-03-02,SMRVA,10.245986,cache_saatlik,yfinance,10.246,10.8851,10.246,10.8851,11.3669,10.2463,10.8855,10.2463,10.8855,11.3673,10.2463,0.003,0.0,0.003,OK,OK
2026-03-02,SUNTK,33.14,cache_saatlik,yfinance,33.14,35.74,33.14,35.08,36.82,33.14,35.74,33.14,35.08,36.82,33.14,0.0,0.0,0.0,OK,OK
2026-03-02,TATEN,8.16,cache_saatlik,yfinance,8.16,8.77,8.16,8.77,9.04,8.16,8.77,8.16,8.77,9.04,8.16,0.0,0.0,0.0,OK,OK
2026-03-02,TRILC,2.25310222,cache_saatlik,yfinance,2.2531,2.3857,2.2531,2.342,2.5028,2.2531,2.3857,2.2531,2.342,2.5027,2.2531,0.0,0.0,0.0,OK,OK
2026-03-02,TUREX,6.49,cache_saatlik,yfinance,6.49,6.87,6.49,6.77,7.2,6.49,6.87,6.49,6.77,7.2,6.49,0.0,0.0,0.0,OK,OK
2026-03-02,VERTU,35.26,cache_saatlik,yfinance,35.26,41.66,34.64,38.82,38.46,35.26,41.66,34.64,38.82,38.46,35.26,0.0,0.0,0.0,OK,OK
2026-03-02,VESBE,7.4,cache_saatlik,yfinance,7.4,7.67,7.26,7.41,8.05,7.4,7.67,7.26,7.41,8.05,7.4,0.0,0.0,0.0,OK,OK
2026-03-02,VRGYO,2.08,cache_saatlik,yfinance,2.08,2.22,2.08,2.18,2.31,2.08,2.22,2.08,2.18,2.31,2.08,0.0,0.0,0.0,OK,OK
2026-03-02,YAYLA,23.02,cache_saatlik,yfinance,23.02,24.28,22.8,23.6,25.22,23.02,24.28,22.8,23.6,25.22,23.02,0.0,0.0,0.0,OK,OK
2026-03-03,ADEL,29.58,cache_saatlik,yfinance,29.58,33.92,29.58,32.8,32.24,29.58,33.92,29.58,32.8,32.24,29.58,0.0,0.0,0.0,OK,OK
2026-03-03,BANVT,154.9,cache_saatlik,yfinance,154.9,162.0,153.5,157.5,162.3,154.9,162.0,153.5,157.5,162.3,154.9,0.0,0.0,0.0,OK,OK
2026-03-03,DESPC,42.32,cache_saatlik,yfinance,42.32,43.72,41.28,41.28,45.86,42.32,43.72,41.28,41.28,45.86,42.32,0.0,0.0,0.0,OK,OK
2026-03-03,INVES,257.5,cache_saatlik,yfinance,257.5,279.75,254.0,279.75,254.5,257.5,279.75,254.0,279.75,254.5,257.5,0.0,0.0,0.0,OK,OK
2026-03-03,NTGAZ,13.0,cache_saatlik,yfinance,13.0,13.67,12.45,13.0,12.47,13.0,13.67,12.45,13.0,12.47,13.0,0.0,0.0,0.0,OK,OK
2026-03-03,SDTTR,282.0,cache_saatlik,yfinance,282.0,290.0,252.25,261.0,265.25,282.0,290.0,252.25,261.0,265.25,282.0,0.0,0.0,0.0,OK,OK
2026-03-04,AVTUR,21.2,cache_saatlik,yfinance,21.2,22.7,19.54,22.62,20.7,21.2,22.7,19.54,22.62,20.7,21.2,0.0,0.0,0.0,OK,OK
2026-03-04,INVES,285.0,cache_saatlik,yfinance,285.0,304.5,280.5,300.0,279.75,285.0,304.5,280.5,300.0,279.75,285.0,0.0,0.0,0.0,OK,OK
2026-03-05,BIENY,24.06,cache_saatlik,yfinance,24.06,26.06,24.06,24.72,23.7,24.06,26.06,24.06,24.72,23.7,24.06,0.0,0.0,0.0,OK,OK
2026-03-05,BORLS,3.53,cache_saatlik,yfinance,3.53,3.6,3.24,3.32,3.32,3.53,3.6,3.24,3.32,3.32,3.53,0.0,0.0,0.0,OK,OK
2026-03-05,GZNMI,60.55,cache_saatlik,yfinance,60.55,61.45,58.7,61.45,55.9,60.55,61.45,58.7,61.45,55.9,60.55,0.0,0.0,0.0,OK,OK
2026-03-05,INVES,303.0,cache_saatlik,yfinance,303.0,325.0,295.0,320.0,300.0,303.0,325.0,295.0,320.0,300.0,303.0,0.0,0.0,0.0,OK,OK
2026-03-05,KRDMB,36.6,cache_saatlik,yfinance,36.6,39.0,36.6,38.92,37.06,36.6,39.0,36.6,38.92,37.06,36.6,0.0,0.0,0.0,OK,OK
2026-03-05,PKENT,163.0,cache_saatlik,yfinance,163.0,171.1,155.6,156.0,157.1,163.0,171.1,155.6,156.0,157.1,163.0,0.0,0.0,0.0,OK,OK
2026-03-05,QUAGR,2.99,cache_saatlik,yfinance,2.99,3.2,2.98,3.2,2.91,2.99,3.2,2.98,3.2,2.91,2.99,0.0,0.0,0.0,OK,OK
2026-03-06,BIOEN,16.55,cache_saatlik,yfinance,16.55,16.99,16.45,16.99,16.7,16.55,16.99,16.45,16.99,16.7,16.55,0.0,0.0,0.0,OK,OK
2026-03-06,QUAGR,3.2,cache_saatlik,yfinance,3.2,3.24,2.88,2.88,3.2,3.2,3.24,2.88,2.88,3.2,3.2,0.0,0.0,0.0,OK,OK
2026-03-09,AZTEK,4.06,cache_saatlik,yfinance,4.06,4.29,4.06,4.23,4.32,4.06,4.29,4.06,4.23,4.32,4.06,0.0,0.0,0.0,OK,OK
2026-03-09,ESCAR,26.5,cache_saatlik,yfinance,26.5,27.86,26.5,27.46,27.6,26.5,27.86,26.5,27.46,27.6,26.5,0.0,0.0,0.0,OK,OK
2026-03-09,HATEK,13.35,cache_saatlik,yfinance,13.35,14.12,13.35,14.0,14.36,13.35,14.12,13.35,14.0,14.36,13.35,0.0,0.0,0.0,OK,OK
2026-03-09,KOTON,14.31,cache_saatlik,yfinance,14.31,14.52,14.06,14.4,14.6,14.31,14.52,14.06,14.4,14.6,14.31,0.0,0.0,0.0,OK,OK
2026-03-09,KRDMB,38.5,cache_saatlik,yfinance,38.5,39.84,37.5,39.14,39.0,38.5,39.84,37.5,39.14,39.0,38.5,0.0,0.0,0.0,OK,OK
