tarih,hisse,tip,grup,kat,pos52,acilis,gun_yuksek_%,en_yuksek_%,barem,stop,bar_sayisi
2026-06-04,USAK,kontrol,dip,0.28,0.047,1.59,1.26,1.26,+1%,False,462
2026-05-22,VAKFN,kontrol,dip,0.45,0.162,1.59,6.92,6.92,+5%+,False,473
2026-05-18,VBTYZ,kontrol,taze_kirilim,0.44,0.885,24.74,8.81,8.81,+5%+,False,367
2026-06-02,VBTYZ,kontrol,taze_kirilim,1.96,1.043,29.7,6.26,6.26,+5%+,False,482
2026-05-22,VERUS,sinyal,taze_kirilim,10.41,0.967,573.0,4.71,4.71,+4%,False,267
2026-06-02,VERUS,kontrol,taze_kirilim,1.29,0.947,577.0,5.89,5.89,+5%+,False,248
2026-05-18,VESBE,kontrol,dip,0.69,0.037,7.15,0.0,0.0,stop/<1%,False,472
2026-05-22,VESBE,kontrol,dip,1.88,-0.008,6.52,3.68,3.68,+3%,False,476
2026-05-25,VESBE,kontrol,dip,0.67,0.03,6.75,1.19,1.19,+1%,False,456
2026-06-05,VESBE,kontrol,dip,0.54,0.035,6.79,0.0,0.0,stop/<1%,False,459
2026-05-15,VRGYO,kontrol,dip,2.97,0.111,2.34,1.28,1.28,+1%,False,442
2026-05-18,VRGYO,kontrol,dip,1.09,0.09,2.29,0.44,0.44,stop/<1%,False,415
2026-05-20,VRGYO,kontrol,dip,1.03,0.081,2.27,0.44,0.44,stop/<1%,True,471
2026-05-22,VRGYO,kontrol,dip,2.83,0.004,2.09,3.35,3.35,+3%,False,477
2026-05-25,VRGYO,kontrol,dip,0.65,0.034,2.15,2.33,2.33,+2%,False,432
2026-06-01,VRGYO,kontrol,dip,0.28,0.06,2.21,3.62,3.62,+3%,False,446
2026-06-03,VRGYO,kontrol,dip,0.25,0.085,2.27,0.0,0.0,stop/<1%,True,412
2026-05-22,VSNMD,kontrol,dip,1.59,0.005,75.5,6.23,6.23,+5%+,False,475
2026-06-01,VSNMD,kontrol,dip,0.16,0.012,81.45,9.21,9.21,+5%+,False,464
2026-06-02,VSNMD,kontrol,dip,0.59,0.023,89.85,8.79,8.79,+5%+,False,483
2026-06-03,VSNMD,kontrol,dip,2.93,0.034,98.8,4.25,4.25,+4%,True,484
2026-06-04,VSNMD,kontrol,dip,0.39,0.03,95.4,3.72,3.72,+3%,True,474
2026-05-22,YAYLA,kontrol,dip,0.57,0.12,23.5,14.72,14.72,+5%+,False,410
2026-05-18,YEOTK,kontrol,taze_kirilim,0.76,0.955,106.3,5.46,0.0,stop/<1%,True,474
2026-05-20,YEOTK,kontrol,taze_kirilim,0.91,1.003,112.3,5.97,1.69,+1%,True,484
2026-05-25,YEOTK,kontrol,taze_kirilim,1.24,0.977,117.0,5.64,5.64,+5%+,False,484
2026-06-03,YEOTK,kontrol,taze_kirilim,0.23,1.002,123.8,0.16,0.16,stop/<1%,True,475
2026-05-22,YIGIT,kontrol,dip,1.13,0.156,22.72,4.93,4.93,+4%,False,480
2026-06-02,YUNSA,kontrol,taze_kirilim,0.29,0.903,10.57,5.96,5.96,+5%+,False,480
2026-06-01,ZRGYO,kontrol,dip,1.55,0.001,16.4,0.43,0.43,stop/<1%,True,464
2026-06-02,ZRGYO,kontrol,dip,0.63,0.081,15.68,4.78,4.78,+4%,False,475
2026-06-03,ZRGYO,kontrol,dip,1.92,0.151,16.45,8.81,8.81,+5%+,False,475
2026-06-05,ZRGYO,kontrol,dip,1.04,0.197,16.96,1.53,1.53,+1%,False,433
