tarih,kat,grup,pos52,acilis,acilis_ciro_TL,secili,hisse
2026-06-08,20.5,KIRILIM,1.06,26.0,27508884,True,AKFYE
2026-06-08,14.9,tepe(eski),0.86,8.06,1179427,False,SEKUR
2026-06-08,9.1,DIP,0.07,5270.0,2134350,True,POLTK
2026-06-08,7.5,DIP,0.03,14.2,4387984,False,DERHL
2026-06-08,7.3,orta,0.28,58.95,876291,False,MMCAS
2026-06-08,5.8,orta,0.36,1599.0,903435,False,MRSHL
2026-06-08,5.0,orta,0.54,4.05,1016967,False,ORCAY
