tarih,kat,grup,pos52,acilis,acilis_ciro_TL,secili,hisse
2026-06-10,49.7,orta,0.42,6.43,15432032,False,DAGI
2026-06-10,48.7,tepe(eski),0.87,44.5,4824957,False,DERIM
2026-06-10,17.7,KIRILIM,0.88,38.92,9323169,True,AYEN
2026-06-10,12.0,tepe(eski),1.08,6.79,26067244,False,GSDHO
2026-06-10,9.7,orta,0.35,11.12,14291802,False,A1CAP
2026-06-10,9.6,orta,0.37,15020.0,6398520,False,LYDYE
2026-06-10,6.5,DIP,0.14,22.34,2095581,False,DIRIT
2026-06-10,5.8,orta,0.75,16.01,16984864,False,GSDDE
