tarih,kat,ilk_ret,getiri_net,sonuc,hisse
2025-09-08,9.525414203389678,-0.016905721089953363,-0.037000000000000026,stop,YBTAS
2026-04-24,10.464223381859464,0.08552631578947367,-0.007,kapanis,YESIL
2026-04-27,13.73836103812994,0.005847953216374213,0.043000000000000045,hedef,YESIL
2026-04-06,16.712582384297296,-0.007547169811320753,0.043000000000000045,hedef,YIGIT
2026-04-08,8.98447796488169,0.012618296529968376,-0.02257632398753883,kapanis,YKSLN
2026-05-12,13.510160728343477,0.007537688442210921,-0.037000000000000026,stop,YKSLN
2026-05-11,18.904026943682535,0.011969532100108982,-0.0048494623655913555,kapanis,YUNSA
2026-01-22,9.176696355579704,0.015228426395939021,-0.037000000000000026,stop,YYAPI
2026-05-11,16.553118519174433,0.05752212389380529,-0.03700000000000014,stop,ZEDUR
2026-05-13,10.181790114361428,-0.013043478260869601,-0.037000000000000026,stop,ZERGY
2026-05-21,10.384087313305328,0.060913705583756306,-0.036999999999999915,stop,ZGYO
2026-06-01,10.574551492040133,-0.05060975609756091,-0.037000000000000026,stop,ZRGYO
2026-06-04,8.772916310278301,0.012716763005780285,-0.037000000000000026,stop,ZRGYO
