tarih,kat,ilk_ret,getiri_net,sonuc,hisse
2026-04-15,18.291568846508518,-0.0041899441340782495,-0.036999999999999915,stop,ARENA
2026-04-22,9.863319427275933,0.009389671361502261,-0.03700000000000014,stop,ARENA
2026-04-20,8.406460895062276,0.08379204892966352,-0.037000000000000026,stop,ARFYE
2026-04-03,8.62736085607027,0.04276615104640569,-0.037000000000000026,stop,ARMGD
2026-05-18,117.74006256319514,0.0127768313458263,0.043000000000000045,hedef,ARMGD
2026-06-04,11.446705726409634,-0.02129402129402147,-0.03700000000000014,stop,ARTMS
2026-04-06,16.573449554544016,0.008797653958944274,-0.037000000000000026,stop,ARZUM
2026-04-30,17.805224993030063,0.0,-0.007,kapanis,ASGYO
2026-05-04,15.94463471639714,0.02395672333848542,-0.037000000000000026,stop,ASGYO
2025-03-13,9.068892099460118,0.026657997399219813,-0.036999999999999915,stop,ATEKS
2025-03-27,18.33254776533962,0.07865937072503426,0.043000000000000045,hedef,ATEKS
2025-12-18,10.073071038750484,0.0,-0.007,kapanis,ATEKS
2025-12-19,9.16787710470967,0.023760330578512345,-0.007,kapanis,ATEKS
2026-06-05,24.52979766026971,0.005714285714285783,-0.037000000000000026,stop,AVGYO
2026-06-05,20.533312869575,0.032818532818532864,-0.037000000000000026,stop,AVHOL
2026-05-08,18.915313765544923,0.0015220700152207556,0.043000000000000045,hedef,AYCES
2026-06-04,9.22164415800068,0.0059880239520957446,0.043000000000000045,hedef,AYCES
2026-03-31,10.99980564468295,0.047028086218158016,-0.037000000000000026,stop,AYDEM
2026-03-31,10.218511865015481,0.045454545454545414,-0.03700000000000014,stop,AYEN
2024-05-07,8.559669185818922,-0.032362459552152445,-0.036999999999999915,stop,AYES
2026-04-14,8.995522856010357,0.009661835748792313,-0.037000000000000026,stop,AZTEK
2026-04-16,17.49368247096804,0.006315789473684275,0.043000000000000045,hedef,AZTEK
2026-05-12,9.935236407494298,-0.0034883720930232176,0.043000000000000045,hedef,BAGFS
2026-04-30,8.253630240746197,-0.01692307692307693,-0.037000000000000026,stop,BAHKM
2026-05-11,8.697840351659552,0.019642857142857295,-0.029183304144775317,kapanis,BANVT
2026-05-04,15.500690327296352,-0.046213592233009804,-0.00944299674267101,kapanis,BASGZ
2026-05-04,8.007476792440288,0.00588235294117645,-0.037000000000000026,stop,BAYRK
2026-05-25,10.684742249816955,0.01880341880341896,-0.037000000000000026,stop,BAYRK
2026-04-02,33.26055762409746,0.030303030303030276,-0.037000000000000026,stop,BEGYO
2026-04-30,9.691528288465868,0.015342465753424683,-0.037000000000000026,stop,BEYAZ
