giris_tarih,hisse,grup,kat,pos52,giris,poz_tl,cikis_tarih,cikis,sebep,getiri_%,tl_kar,max_gordugu_%
2026-05-06,IHYAY,dip,9.0,0.106,1.83,100000.0,2026-05-08,1.8849,hedef,2.97,2967.0,3.28
2026-05-12,ERBOS,kirilim,17.0,0.911,217.9,102967.0,2026-05-12,224.437,hedef,2.97,3055.0,3.72
2026-05-14,ALCAR,dip,32.9,0.183,771.5,106022.0,2026-05-18,748.355,stop,-3.03,-3216.0,1.88
2026-05-20,EKSUN,kirilim,9.8,0.903,7.4,51403.0,2026-05-20,7.622,hedef,2.97,1525.0,3.92
2026-05-20,LKMNH,dip,17.0,0.169,15.2,51403.0,2026-05-20,15.656,hedef,2.97,1525.0,3.09
2026-05-21,BAKAB,kirilim,9.4,1.008,52.2,52928.0,2026-05-21,50.634,stop,-3.03,-1605.0,0.0
2026-05-21,BIGTK,dip,56.0,0.018,211.5,52928.0,2026-05-21,217.845,hedef,2.97,1570.0,3.03
2026-05-22,ALVES,dip,8.0,0.106,2.6,35274.0,2026-05-22,2.678,hedef,2.97,1047.0,4.62
2026-05-22,KOPOL,dip,44.1,0.131,5.03,35274.0,2026-05-22,5.1809,hedef,2.97,1047.0,9.54
2026-05-22,VERUS,kirilim,10.4,0.967,573.0,35274.0,2026-05-22,590.19,hedef,2.97,1047.0,4.71
2026-05-25,DURDO,kirilim,23.5,0.907,5.0,108961.0,2026-05-25,5.15,hedef,2.97,3233.0,3.6
2026-06-02,DERHL,dip,8.1,0.047,15.42,112194.0,2026-06-02,15.8826,hedef,2.97,3329.0,3.76
2026-06-05,CMBTN,dip,19.5,0.095,1595.0,57762.0,2026-06-08,1588.0,acik_kaldi,-0.47,-273.0,2.63
2026-06-05,EMKEL,dip,9.8,0.071,25.96,57762.0,2026-06-05,25.1812,stop,-3.03,-1752.0,0.15
2026-06-08,AKFYE,kirilim,20.5,1.057,26.0,18670.0,2026-06-08,26.78,hedef,2.97,554.0,6.46
2026-06-08,POLTK,dip,9.1,0.067,5270.0,18670.0,2026-06-08,5111.9,stop,-3.03,-566.0,0.05
2026-06-08,SEKUR,kirilim,14.9,0.863,8.06,18670.0,2026-06-08,7.8182,stop,-3.03,-566.0,0.5
