tarih,hisse,kat,baseline_tl,kum_ciro_tl,tetik_bar,tetik_saat,giris,mfe_gun_kalan_%,mae_gun_kalan_%,kapanis_gun_%,mfe_5g_%,mae_5g_%,mfe_t1,mae_t1,kapanis_t1,mfe_t2,mae_t2,kapanis_t2,mfe_t3,mae_t3,kapanis_t3,mfe_t5,mae_t5,kapanis_t5
2025-03-04,A1CAP,5.23,20768666.0,108700460.0,1,2025-03-04 10:00,4.64,2.37,-3.66,-2.37,11.21,-3.66,5.17,-3.02,-2.37,2.8,-3.02,2.59,7.33,2.8,6.68,11.21,6.68,10.13
2025-05-15,A1CAP,10.94,44721098.0,489168103.0,1,2025-05-15 10:00,6.62,4.38,-4.83,-3.32,27.34,-4.83,6.34,-3.17,6.34,16.92,7.25,16.92,27.34,11.33,11.33,12.54,2.11,3.78
2025-05-21,A1CAP,5.18,127144031.0,659140561.0,2,2025-05-21 11:00,7.87,7.12,-6.35,-6.35,7.12,-21.35,-1.78,-12.2,-11.56,-5.34,-14.1,-12.71,-8.77,-15.5,-15.37,-17.66,-21.35,-17.92
2024-10-22,A1YEN,4.56,35421240.0,161464049.0,3,2024-10-22 12:00,2.4145,2.89,-3.19,-2.43,2.89,-5.39,1.44,-5.09,-5.09,-3.11,-4.71,-4.25,-3.87,-5.39,-4.18,1.59,-2.51,-0.15
2026-01-13,A1YEN,4.94,39508348.0,195322250.0,1,2026-01-13 10:00,3.1295,2.52,-2.05,0.23,2.52,-9.55,-0.35,-8.67,-7.85,-3.1,-9.55,-8.32,-6.03,-8.44,-7.44,-5.74,-9.49,-9.43
2024-09-06,ACSEL,6.23,17767816.0,110645852.0,1,2024-09-06 10:00,126.4,2.85,-7.12,2.85,13.13,-7.12,13.13,0.79,2.14,10.52,-3.56,2.85,8.23,-1.19,0.08,-1.11,-4.27,-2.29
2024-09-09,ACSEL,4.18,25950156.0,108503560.0,1,2024-09-09 10:00,141.6,0.99,-10.03,-8.83,0.99,-16.45,-1.34,-13.91,-8.19,-3.39,-11.79,-10.66,-7.34,-16.45,-13.14,-11.44,-14.9,-14.76
2024-12-10,ACSEL,6.28,17117770.0,107522244.0,1,2024-12-10 10:00,135.8,1.1,-7.14,-3.9,5.15,-8.39,1.62,-8.39,-6.11,-2.14,-7.66,-7.44,0.96,-7.36,-2.06,2.36,-3.46,-2.21
2025-03-10,ACSEL,4.39,10837926.0,47608826.0,3,2025-03-10 12:00,117.4,0.0,-0.6,0.0,3.66,-6.05,3.66,-4.43,-3.41,-2.56,-6.05,-3.92,-2.39,-4.43,-3.07,1.19,-3.75,-1.96
2025-07-18,ACSEL,5.32,16466389.0,87594008.0,1,2025-07-18 10:00,117.5,5.19,-3.32,-3.15,5.19,-7.4,0.26,-3.91,-3.15,-0.34,-4.0,-3.49,-2.89,-5.36,-5.11,-6.04,-7.4,-7.32
2026-01-05,ACSEL,4.27,13754323.0,58699628.0,2,2026-01-05 11:00,105.5,2.27,-2.84,-2.56,3.7,-5.12,3.7,-2.56,-1.42,1.42,-3.98,-3.98,-2.46,-5.12,-3.6,-1.61,-3.98,-3.7
2026-05-05,ACSEL,6.63,39619422.0,262788856.0,3,2026-05-05 12:00,140.2,4.07,-5.28,-4.07,9.84,-7.28,-0.78,-7.28,-4.56,3.07,-4.42,-0.93,2.28,-3.42,-1.0,9.84,-3.14,9.84
2025-03-12,ADEL,4.96,94149227.0,466771453.0,2,2025-03-12 11:00,40.86,6.85,-7.73,-7.73,6.85,-25.6,-7.73,-16.94,-16.94,-12.78,-16.79,-15.12,-12.14,-18.11,-17.57,-18.99,-25.6,-25.6
2025-08-06,ADEL,4.39,92675712.0,407228930.0,1,2025-08-06 10:00,39.34,6.15,-8.44,-8.34,6.15,-8.69,0.36,-8.44,-0.86,1.37,-5.34,-3.97,0.66,-5.39,-3.76,-3.61,-8.08,-7.12
2026-04-01,ADEL,5.92,82222553.0,486921023.0,2,2026-04-01 11:00,43.02,1.26,-3.53,-3.53,17.27,-7.02,4.74,-2.32,2.7,12.92,-0.05,12.92,17.27,7.53,8.6,1.49,-7.02,-3.35
2024-09-27,ADESE,4.74,61920963.0,293667401.0,1,2024-09-27 10:00,0.43,0.47,-2.79,0.47,6.05,-11.63,6.05,-2.33,-1.86,1.86,-7.44,-6.51,-6.98,-11.63,-11.16,-8.84,-11.16,-8.84
2025-04-30,ADESE,4.08,87035611.0,355093930.0,3,2025-04-30 12:00,0.452,12.39,-0.44,7.08,34.51,-0.44,17.7,6.19,17.7,26.55,16.37,22.12,26.55,15.93,17.7,34.51,16.37,18.14
2026-02-25,ADGYO,4.48,95379272.0,427507730.0,0,2026-02-25 09:00,55.05,3.91,-8.54,-6.54,4.45,-9.9,-2.0,-9.39,-3.0,4.45,-3.63,-2.0,-2.18,-9.9,-3.54,-3.91,-7.36,-5.45
2025-09-26,AGESA,4.32,44442147.0,191849002.0,2,2025-09-26 11:00,177.9,3.43,-0.34,2.81,5.9,-1.85,5.9,-1.07,-0.84,3.43,-1.85,3.43,3.71,0.45,2.42,4.83,0.9,3.37
2024-11-07,AGYO,7.14,10750302.0,76754630.0,3,2024-11-07 12:00,7.87,0.13,-4.57,0.13,14.36,-4.57,9.66,1.78,7.12,14.36,2.29,10.04,13.85,6.23,7.37,8.01,3.56,4.32
2024-11-08,AGYO,4.48,15578330.0,69841838.0,2,2024-11-08 11:00,8.54,1.05,-1.99,-1.29,5.39,-5.74,5.39,-5.74,1.41,4.92,-2.11,-1.05,0.59,-5.04,-5.04,-0.35,-4.68,-3.4
2026-03-04,AHSGY,4.58,45460000.0,208412074.0,2,2026-03-04 11:00,22.06,11.24,-4.44,1.09,11.24,-12.69,4.26,-4.9,-4.9,-1.27,-11.6,-10.06,-6.17,-12.69,-12.06,-7.52,-11.88,-10.74
2026-05-06,AHSGY,4.05,73165080.0,296184143.0,3,2026-05-06 12:00,22.6,1.33,-5.49,-4.78,13.72,-7.08,-1.06,-5.04,-4.69,0.88,-7.08,-0.62,5.66,1.15,3.72,10.62,-2.04,-2.04
2025-02-17,AKCNS,5.38,130944766.0,703987343.0,3,2025-02-17 12:00,188.4,2.92,0.0,0.0,2.92,-10.3,-1.49,-5.04,-2.55,-2.18,-6.05,-4.46,-3.34,-4.67,-4.56,-5.36,-7.96,-6.05
2026-01-29,AKCNS,6.13,105954576.0,649038360.0,1,2026-01-29 10:00,194.7,5.29,-2.67,-2.26,5.29,-5.96,1.75,-5.96,-0.26,2.82,-3.8,-0.1,3.54,-3.34,-1.39,1.34,-2.52,0.0
2024-08-14,AKENR,4.23,191166251.0,808861907.0,2,2024-08-14 11:00,14.09,3.97,-3.48,-2.06,9.65,-10.57,-1.28,-10.57,-7.88,1.28,-8.8,-5.89,3.48,-8.52,3.48,4.61,-2.77,-2.34
2024-12-31,AKENR,4.77,123252413.0,588000007.0,1,2024-12-31 10:00,13.66,6.15,-3.51,-3.51,8.35,-10.47,1.61,-7.69,-7.32,-4.03,-10.47,-7.76,1.46,-7.69,1.46,5.64,0.73,2.49
2025-05-06,AKENR,7.07,58621573.0,414264338.0,1,2025-05-06 10:00,11.5,2.35,-3.3,2.35,21.65,-8.87,11.3,-6.0,-5.65,3.74,-8.87,3.74,14.09,4.87,14.09,18.87,9.91,11.74
2025-05-07,AKENR,4.12,91113752.0,375503559.0,2,2025-05-07 11:00,12.62,0.63,-14.34,-14.03,10.86,-16.96,-5.47,-16.96,-5.47,3.96,-4.44,3.96,10.86,0.55,5.78,1.74,-3.01,-3.01
2025-11-05,AKENR,4.15,109347309.0,454220689.0,2,2025-11-05 11:00,11.84,2.36,-5.07,-4.98,2.36,-17.06,-3.04,-6.17,-4.56,-5.83,-10.98,-10.98,-9.97,-13.6,-13.18,-14.19,-15.71,-15.2
2026-05-11,AKENR,4.55,112103285.0,510486721.0,3,2026-05-11 12:00,12.55,1.04,-3.51,-2.71,19.36,-4.38,7.01,-4.38,7.01,17.69,8.53,10.36,18.73,6.77,14.58,11.16,0.32,0.32
2026-05-13,AKENR,4.6,161094829.0,740864496.0,1,2026-05-13 10:00,14.36,2.86,-5.15,-3.55,4.32,-24.03,3.76,-6.69,0.14,4.32,-5.08,-5.08,-2.86,-12.33,-12.33,-14.42,-24.03,-23.12
2025-05-27,AKFIS,4.49,140207030.0,629990403.0,1,2025-05-27 10:00,22.36,8.23,-3.58,-2.15,15.92,-6.62,6.8,-2.95,0.54,1.97,-4.47,-4.11,5.46,-6.62,5.46,9.03,1.7,1.88
2026-02-16,AKFIS,5.25,81261671.0,426755846.0,2,2026-02-16 11:00,27.86,0.29,-4.24,0.29,31.87,-4.24,10.27,2.3,10.27,21.25,8.76,21.25,31.87,11.84,26.35,10.77,2.37,2.37
2026-02-19,AKFIS,4.46,180966594.0,807778268.0,3,2026-02-19 12:00,35.2,4.37,-3.69,0.0,4.37,-32.33,-0.06,-10.0,-10.0,-12.33,-18.98,-18.98,-17.39,-26.99,-25.97,-24.6,-30.51,-27.33
2026-02-02,AKFYE,5.16,73526316.0,379547631.0,3,2026-02-02 12:00,20.08,2.39,-3.44,2.39,8.76,-6.37,7.07,-0.9,4.68,8.76,4.18,5.58,5.98,1.39,2.09,-3.59,-5.58,-4.33
2026-03-24,AKMGY,4.04,5737707.0,23168111.0,3,2026-03-24 12:00,257.0,4.09,-5.49,3.99,14.2,-5.49,13.72,-1.17,10.51,13.72,3.89,11.67,11.58,5.45,7.2,14.2,3.11,10.89
2026-04-07,AKMGY,4.15,20850637.0,86497366.0,3,2026-04-07 12:00,331.5,1.28,-10.71,-8.3,3.02,-10.71,-3.54,-9.58,-7.16,-3.09,-8.3,-8.14,-5.28,-8.9,-6.33,3.02,-3.09,-2.11
2025-02-26,AKSUE,4.16,3652693.0,15179210.0,3,2025-02-26 12:00,11.53,6.85,-0.17,6.59,10.58,-0.17,8.5,1.47,7.98,9.19,4.25,8.85,10.23,5.2,9.19,10.58,5.29,9.28
2025-12-22,AKSUE,5.61,5318845.0,29837566.0,1,2025-12-22 10:00,20.58,0.0,-6.85,0.0,16.62,-11.32,3.01,-8.26,-8.26,0.87,-11.32,0.87,10.88,2.04,10.88,9.33,2.04,5.44
2025-12-25,AKSUE,4.43,10471368.0,46392686.0,1,2025-12-25 10:00,22.82,0.0,-7.98,0.0,15.25,-8.85,5.17,-5.78,-0.96,-1.4,-7.98,-4.91,4.56,-8.85,4.56,15.25,2.54,6.4
2026-02-26,AKSUE,4.11,35969663.0,147995032.0,2,2026-02-26 11:00,25.5,1.41,-5.88,-3.84,11.76,-5.88,1.1,-5.1,0.31,8.71,-5.1,3.69,5.57,-2.9,4.08,10.98,0.0,4.86
2024-10-30,ALCTL,5.21,53807312.0,280544074.0,2,2024-10-30 11:00,126.4,0.71,-4.35,-3.16,0.71,-10.21,-0.63,-5.7,-5.14,-1.66,-7.75,-6.41,-4.75,-10.13,-9.81,-5.62,-8.62,-7.75
2025-08-12,ALCTL,4.24,42105515.0,178532250.0,2,2025-08-12 11:00,114.4,2.01,0.0,0.0,2.01,-7.78,-2.97,-6.29,-5.59,-4.81,-7.78,-7.78,-5.68,-7.52,-6.73,-2.36,-3.93,-3.76
2025-11-03,ALCTL,13.92,38721928.0,538988607.0,1,2025-11-03 10:00,127.0,7.01,-3.86,-2.6,7.09,-7.56,7.09,-5.67,7.09,6.22,-1.26,-1.26,1.1,-2.91,-0.39,-4.65,-7.56,-5.91
2025-12-10,ALKA,4.0,58533020.0,234156681.0,3,2025-12-10 12:00,10.34,2.03,-4.26,-3.97,29.98,-8.03,-2.9,-8.03,-8.03,0.29,-7.54,-2.13,7.64,-2.51,7.64,29.98,15.09,26.4
2025-09-29,ALKIM,4.76,94195442.0,448570257.0,1,2025-09-29 10:00,23.88,6.11,-9.38,-8.88,6.11,-14.66,-7.54,-12.06,-11.39,-8.38,-14.66,-9.13,-0.08,-9.38,-0.08,-7.04,-12.9,-12.73
2025-02-12,ALKLC,4.21,209072171.0,880728586.0,3,2025-02-12 12:00,31.4,5.8,-6.05,-4.9,5.8,-6.05,1.02,-5.16,-0.57,2.48,-4.9,-4.01,-1.97,-4.71,-3.06,-1.27,-4.71,-4.39
2025-08-07,ALKLC,5.0,145011831.0,724521525.0,1,2025-08-07 10:00,77.8,1.22,-3.47,1.03,9.9,-17.16,9.9,-2.31,5.4,7.01,0.0,0.0,2.06,-9.96,-9.96,-8.55,-15.42,-11.18
2026-01-29,ALVES,4.41,406222739.0,1792140477.0,2,2026-01-29 11:00,4.45,5.17,-2.02,5.17,5.17,-14.61,1.12,-5.17,-5.17,-7.42,-14.61,-14.61,-6.07,-12.13,-6.07,-6.74,-13.48,-11.91
2024-07-25,ANELE,6.07,13353653.0,81085500.0,1,2024-07-25 10:00,14.58,8.64,-3.98,8.64,19.48,-3.98,19.48,8.64,10.91,10.84,2.67,3.64,12.62,2.88,9.6,16.6,9.6,13.92
2024-07-26,ANELE,6.14,21361666.0,131264610.0,1,2024-07-26 10:00,16.1,8.2,-1.61,0.43,8.2,-7.02,0.37,-7.02,-6.15,1.99,-6.83,-0.75,8.07,-4.78,0.62,6.71,0.68,1.68
2024-09-30,ANELE,5.23,18312588.0,95707403.0,2,2024-09-30 11:00,14.57,1.37,-3.43,1.37,1.37,-13.59,1.3,-8.72,-8.65,-8.85,-13.59,-12.83,-7.89,-12.83,-11.46,-3.02,-11.94,-6.59
2024-12-17,ANELE,4.14,22784960.0,94374105.0,3,2024-12-17 12:00,16.99,0.06,-7.0,-6.95,0.06,-12.3,-4.59,-11.42,-10.12,-5.3,-11.12,-9.95,-4.0,-9.42,-6.42,-7.24,-12.3,-9.95
2025-07-29,ANELE,7.14,23647082.0,168914685.0,1,2025-07-29 10:00,21.32,6.38,-1.5,0.28,6.38,-8.07,0.0,-8.07,-6.66,-0.56,-7.13,-6.0,3.38,-6.8,-3.94,-0.19,-4.69,-4.41
2026-01-12,ANELE,4.83,18122519.0,87570076.0,2,2026-01-12 11:00,18.64,1.93,-6.12,-5.58,1.93,-11.96,-5.53,-10.25,-9.07,-7.73,-11.48,-11.11,-6.65,-11.96,-8.21,-7.3,-10.03,-10.03
2026-04-01,ANELE,7.9,14075599.0,111206409.0,1,2026-04-01 10:00,15.02,6.39,-3.6,5.93,32.69,-3.6,16.38,3.86,10.32,19.77,8.72,16.84,28.5,14.98,24.3,29.63,16.51,19.17
2026-04-02,ANELE,4.04,20990804.0,84761126.0,3,2026-04-02 12:00,16.77,1.61,-2.92,-1.19,18.84,-2.92,7.27,-2.62,4.65,15.09,2.98,11.33,18.84,3.7,5.55,17.41,2.33,17.41
2024-08-15,ANGEN,6.3,42152231.0,265393525.0,3,2024-08-15 12:00,13.78,7.33,0.0,7.33,37.88,0.0,18.0,2.39,18.0,29.75,16.4,29.75,37.88,16.84,16.84,15.6,1.31,15.6
2024-08-19,ANGEN,4.23,95862312.0,405451479.0,2,2024-08-19 11:00,17.64,1.36,-3.34,1.36,7.71,-20.86,7.71,-8.73,-8.73,-7.71,-17.86,-17.86,-9.69,-20.86,-9.69,1.3,-11.96,-11.96
2024-08-20,ANGEN,4.51,129626272.0,584371852.0,3,2024-08-20 12:00,16.59,6.03,-2.95,-2.95,7.72,-15.85,-1.87,-12.66,-12.66,-3.98,-15.85,-3.98,5.61,-4.16,2.05,-1.33,-10.79,-10.19
2025-01-07,ANGEN,5.56,77320180.0,429583204.0,2,2025-01-07 11:00,14.16,6.29,-1.77,3.88,16.17,-4.66,12.22,0.56,3.81,4.66,-0.78,-0.49,1.55,-4.66,-3.95,16.17,1.55,2.12
2025-01-08,ANGEN,5.5,117284511.0,644960746.0,3,2025-01-08 12:00,15.73,1.02,-6.55,-6.55,4.58,-14.18,-5.79,-10.68,-10.43,-8.58,-14.18,-13.54,-4.9,-11.95,-4.9,-5.4,-12.27,-10.68
2025-09-30,ANGEN,4.16,69856116.0,290417053.0,3,2025-09-30 12:00,12.7,3.46,-4.72,-4.17,12.76,-4.8,-2.05,-4.8,-3.94,5.35,-3.07,0.16,8.98,-0.87,8.98,5.91,-1.26,1.65
2026-01-26,ANGEN,4.43,17992022.0,79633195.0,1,2026-01-26 10:00,11.96,3.43,-3.01,0.25,3.43,-5.35,1.51,-1.67,-1.42,-1.42,-3.85,-3.51,-1.51,-4.01,-2.42,-2.34,-5.35,-3.6
2026-05-07,ANGEN,4.22,20194718.0,85136411.0,3,2026-05-07 12:00,12.16,1.15,-2.14,0.0,31.58,-2.14,9.95,2.8,9.95,20.89,11.84,20.89,31.58,8.8,8.96,26.64,14.39,14.8
2026-05-08,ANGEN,4.69,26131263.0,122623437.0,1,2026-05-08 10:00,13.37,0.0,-6.51,0.0,19.67,-6.51,9.95,1.72,9.95,19.67,-1.05,-0.9,8.98,-4.19,8.98,4.79,-4.86,-3.89
2026-05-11,ANGEN,7.04,31967582.0,225100264.0,1,2026-05-11 10:00,14.3,2.8,-4.9,2.8,11.89,-13.78,11.89,-7.48,-7.34,1.89,-10.42,1.89,7.69,-2.73,-2.38,-3.22,-13.78,-13.64
2026-05-12,ANGEN,5.7,56386009.0,321239390.0,1,2026-05-12 10:00,15.16,5.54,-12.73,-12.6,5.54,-23.09,-3.89,-15.5,-3.89,1.58,-8.25,-7.92,-7.59,-16.09,-15.24,-15.57,-23.09,-22.49
2025-11-07,ARASE,4.94,19785853.0,97761773.0,2,2025-11-07 11:00,61.15,3.92,-0.98,3.11,5.97,-8.42,5.97,-1.06,-0.25,1.06,-7.44,-2.7,-0.49,-6.21,-4.25,-5.89,-8.42,-7.03
2024-07-02,ARENA,4.09,28863567.0,118096673.0,3,2024-07-02 12:00,45.96,3.26,-3.13,3.26,8.49,-4.61,4.13,-3.39,-3.18,5.13,-4.61,2.74,3.35,-1.04,0.35,8.36,4.0,7.35
2024-12-11,ARENA,4.06,36436527.0,147912339.0,1,2024-12-11 10:00,32.54,1.48,-8.6,-6.15,1.48,-11.25,-1.23,-8.24,-7.81,-3.81,-8.36,-7.81,-6.64,-11.25,-7.5,-0.86,-11.19,-3.07
2026-05-18,ARMGD,5.17,90872338.0,469584831.0,1,2026-05-18 10:00,129.2,9.67,-9.75,-2.79,9.67,-14.32,6.89,-12.46,-9.83,-2.86,-14.32,-12.93,-4.26,-13.85,-4.26,2.86,-0.85,1.63
2025-08-27,ARSAN,4.07,40532468.0,164975880.0,3,2025-08-27 12:00,3.19,3.13,-2.82,0.31,3.13,-13.17,1.57,-5.96,-5.02,-4.08,-9.4,-8.46,-3.45,-8.78,-8.46,-9.09,-11.29,-9.72
2025-12-05,ARSAN,4.07,42877065.0,174473000.0,3,2025-12-05 12:00,3.23,0.62,-2.48,0.62,7.74,-3.41,6.19,-3.41,-2.17,0.93,-3.41,-1.24,7.74,-2.48,2.79,0.93,-3.41,-2.48
2024-11-14,ARTMS,4.15,45052295.0,186876244.0,2,2024-11-14 11:00,36.26,4.19,0.0,0.0,4.19,-12.02,0.94,-5.35,-3.03,-1.77,-5.13,-4.8,-4.47,-11.2,-9.71,-9.65,-12.02,-11.2
2025-03-04,ARTMS,4.1,36191808.0,148354155.0,3,2025-03-04 12:00,32.66,5.76,-0.12,2.94,7.72,-11.7,7.72,-7.35,-7.35,-6.12,-11.7,-9.37,-8.14,-11.39,-10.17,-4.41,-7.53,-7.41
2025-10-07,ARTMS,4.42,61559493.0,271797031.0,2,2025-10-07 11:00,44.6,0.9,-5.96,-5.16,16.48,-12.02,-0.4,-6.28,-4.3,-3.72,-12.02,-9.87,-0.85,-11.21,-0.85,16.48,4.71,7.17
2025-09-12,ARZUM,4.4,74439975.0,327353394.0,3,2025-09-12 12:00,3.21,0.0,-1.25,0.0,4.98,-8.1,4.98,-8.1,-3.12,-0.31,-6.23,-5.3,-4.05,-7.17,-6.85,0.31,-6.54,-4.98
2025-09-15,ARZUM,4.33,93258756.0,404015833.0,3,2025-09-15 12:00,3.24,1.23,-4.63,-4.01,1.23,-8.02,-1.23,-7.1,-6.17,-4.94,-8.02,-7.72,1.23,-7.41,-2.78,-3.7,-6.48,-5.56
2025-10-13,ARZUM,4.25,143500404.0,609907761.0,3,2025-10-13 12:00,3.38,3.55,-3.25,-3.25,3.55,-15.38,1.78,-8.28,-8.28,-2.37,-10.06,-8.88,-7.69,-13.02,-13.02,-9.76,-12.43,-10.95
2026-01-30,ARZUM,4.03,30898598.0,124436593.0,2,2026-01-30 11:00,2.57,1.56,-2.33,-1.17,6.61,-7.0,2.33,-4.67,-2.33,-2.33,-7.0,-4.67,1.17,-6.61,-3.5,6.61,-0.39,0.39
2026-04-06,ARZUM,4.75,78855610.0,374291744.0,1,2026-04-06 10:00,3.28,8.84,-4.27,0.3,9.15,-4.27,3.66,-3.96,-3.35,1.83,-3.35,0.3,8.84,-0.61,4.27,3.66,-2.44,-0.3
2026-04-17,ARZUM,4.32,167835782.0,724645783.0,3,2026-04-17 12:00,2.92,2.4,-0.68,-0.68,2.4,-8.9,0.34,-8.9,-3.77,-2.4,-6.16,-5.14,-3.42,-6.51,-6.16,-3.42,-7.19,-5.14
2026-05-04,ASGYO,6.29,36590781.0,230066223.0,1,2026-05-04 10:00,13.15,3.35,-2.89,-2.89,3.35,-7.68,-2.36,-6.24,-6.01,-5.1,-7.68,-7.38,-4.03,-7.3,-5.25,-1.83,-5.86,-3.19
2025-07-22,ASUZU,5.17,42255088.0,218630858.0,1,2025-07-22 10:00,65.8,1.22,-4.26,-3.5,1.44,-5.7,-0.84,-4.64,-3.12,1.44,-3.88,0.0,0.3,-3.27,-3.04,-2.96,-5.7,-5.55
2024-10-31,ATAGY,4.01,13597775.0,54564686.0,2,2024-10-31 11:00,12.87,0.23,-5.83,-1.17,6.37,-5.91,4.66,-5.91,-0.93,1.63,-4.82,-0.93,6.37,-5.83,-1.4,-1.86,-5.21,-5.13
2024-12-06,ATAGY,6.17,23045460.0,142221731.0,2,2024-12-06 11:00,12.4,0.65,-5.48,-4.6,0.65,-9.76,-3.71,-7.1,-5.73,-3.87,-6.85,-6.85,-5.97,-9.68,-9.52,-5.81,-8.87,-6.53
2025-05-09,ATAGY,4.26,3367621.0,14335556.0,2,2025-05-09 11:00,11.81,1.1,-5.59,-2.54,5.33,-7.11,-0.68,-7.11,-1.35,-1.35,-6.86,-2.12,-1.35,-5.59,-1.69,5.33,-0.42,2.62
2025-11-19,ATAGY,4.37,3524328.0,15393184.0,1,2025-11-19 10:00,15.47,0.13,-8.21,0.13,4.07,-14.03,4.07,-4.07,-3.81,-3.81,-9.5,-9.5,-8.53,-12.73,-11.76,-12.41,-14.03,-14.03
2025-12-29,ATAGY,4.04,4274821.0,17250927.0,3,2025-12-29 12:00,17.48,0.4,-2.63,0.4,5.72,-17.62,5.72,-9.5,-4.81,-3.89,-11.96,-11.44,-9.21,-14.24,-13.33,-14.82,-17.62,-16.48
2026-01-15,ATAKP,4.28,43970963.0,188273426.0,3,2026-01-15 12:00,60.65,1.32,-4.12,-3.63,3.54,-4.37,2.47,-4.37,-2.23,1.15,-2.89,-2.56,2.14,-4.37,-1.32,3.54,-3.87,3.3
2024-11-01,ATATP,6.49,38425142.0,249398566.0,2,2024-11-01 11:00,92.15,6.24,-3.04,-2.33,6.24,-12.21,-2.55,-8.79,-8.19,-7.6,-12.21,-12.1,-6.08,-10.58,-10.36,0.38,-4.5,-2.6
2025-08-19,ATATP,6.34,76129018.0,482771333.0,1,2025-08-19 10:00,117.6,0.51,-4.51,-1.96,21.6,-4.51,7.82,-1.7,7.82,16.58,8.5,11.05,13.95,5.87,7.14,21.6,8.67,18.96
2024-10-23,ATEKS,6.18,6592975.0,40776449.0,3,2024-10-23 12:00,158.8,1.32,-1.2,1.32,6.74,-2.33,6.74,-1.57,-1.13,5.73,-2.33,1.01,3.9,-0.69,-0.69,4.66,-0.5,2.77
2024-10-24,ATEKS,4.38,8925573.0,39072910.0,3,2024-10-24 12:00,159.3,2.89,-1.88,-1.44,5.4,-2.64,5.4,-2.64,0.69,3.58,-1.0,-1.0,1.95,-1.63,0.13,2.89,-1.38,-0.19
2025-12-18,ATEKS,6.79,570467.0,3874390.0,1,2025-12-18 12:00,90.1,0.0,0.0,0.0,60.82,0.0,9.99,7.44,9.99,20.98,19.87,20.98,33.07,31.96,33.07,60.82,60.82,60.82
2025-12-19,ATEKS,9.41,724803.0,6821118.0,1,2025-12-19 12:00,99.1,0.0,0.0,0.0,60.75,0.0,9.99,8.98,9.99,20.99,19.98,20.99,33.0,33.0,33.0,60.75,60.75,60.75
2025-12-22,ATEKS,4.44,1097744.0,4872289.0,2,2025-12-22 13:00,109.0,0.0,0.0,0.0,58.53,0.0,10.0,9.08,10.0,20.92,20.92,20.92,32.94,32.94,32.94,58.53,58.53,58.53
2025-12-23,ATEKS,4.15,1313258.0,5445913.0,1,2025-12-23 12:00,119.9,0.0,0.0,0.0,44.12,0.0,9.92,9.92,9.92,20.85,20.85,20.85,32.86,32.86,32.86,29.77,29.77,29.77
2025-12-26,ATEKS,4.7,1892684.0,8891807.0,1,2025-12-26 12:00,159.3,0.0,0.0,0.0,8.47,-19.59,8.47,8.47,8.47,-2.32,-2.32,-2.32,-12.05,-12.05,-12.05,-19.21,-19.21,-19.21
2026-01-06,ATEKS,4.13,2983118.0,12327832.0,0,2026-01-06 09:00,128.1,11.63,0.0,11.63,11.63,-19.52,0.47,0.47,0.47,-2.5,-9.52,-9.52,-7.88,-12.49,-10.62,-11.48,-19.36,-11.48
2025-12-18,ATLAS,4.06,3704404.0,15034813.0,2,2025-12-18 11:00,6.49,3.54,-4.47,2.62,3.54,-10.32,1.23,-4.16,-1.69,2.0,-7.55,-3.7,-4.62,-10.32,-7.7,-6.32,-8.78,-8.17
2026-01-30,ATLAS,5.06,6538209.0,33059722.0,2,2026-01-30 11:00,8.87,0.0,-4.28,0.0,23.22,-4.28,9.92,-2.82,9.58,17.7,-0.68,14.88,23.22,5.3,13.08,6.88,-2.48,2.25
2026-02-02,ATLAS,4.26,8310254.0,35435047.0,2,2026-02-02 11:00,9.05,7.73,-4.75,7.4,20.77,-6.08,15.36,-2.65,12.6,20.77,3.2,10.83,9.94,4.09,5.64,10.17,-6.08,10.17
2024-07-24,ATSYH,4.08,2071782.0,8453697.0,1,2024-07-24 12:00,59.0,0.0,0.0,0.0,22.71,0.0,10.0,10.0,10.0,16.61,10.0,10.0,3.39,1.53,1.53,22.71,22.71,22.71
2024-07-26,ATSYH,4.35,3054646.0,13299484.0,1,2024-07-26 13:00,65.0,0.0,-0.15,-0.15,34.69,-7.85,-6.15,-7.85,-7.85,1.31,1.31,1.31,11.38,11.38,11.38,34.69,33.85,33.85
2024-08-02,ATSYH,5.26,5002394.0,26301421.0,0,2024-08-02 09:00,87.55,0.0,-0.63,-0.63,19.25,-4.68,-0.69,-1.37,-1.37,8.45,6.17,8.45,19.25,5.88,5.88,16.85,16.39,16.85
2024-08-06,ATSYH,4.25,8806561.0,37458639.0,3,2024-08-06 17:00,94.95,0.0,0.0,0.0,19.33,-12.11,9.95,-2.37,-2.37,-2.05,-12.11,-2.05,7.74,7.32,7.74,19.33,10.58,19.33
2025-02-10,ATSYH,4.04,1658070.0,6700449.0,3,2025-02-10 17:00,50.6,0.0,0.0,0.0,16.6,0.0,9.98,4.45,9.98,16.5,10.47,13.64,6.72,2.27,6.72,16.6,10.38,12.65
2025-02-11,ATSYH,4.81,1933899.0,9304239.0,3,2025-02-11 17:00,55.65,0.0,0.0,0.0,6.02,-7.01,5.93,0.45,3.32,-2.96,-7.01,-2.96,-0.09,-3.68,-0.09,6.02,3.77,6.02
2025-04-04,ATSYH,4.87,1955228.0,9513036.0,3,2025-04-04 17:00,52.9,0.0,0.0,0.0,3.97,-12.78,3.97,0.0,0.0,0.0,-2.08,-2.08,-3.59,-10.32,-9.57,-9.26,-12.78,-12.78
