tarih,kat,aralik_pos,sonuc,getiri_net,gun,hisse
2025-05-08,36.680605948793634,0.917,stop,-0.037,1,BAGFS
2025-06-05,19.223727625777443,0.612,hedef,0.11170773854244931,2,BAGFS
2025-07-03,31.585247259673686,0.811,stop,-0.037,0,BAGFS
2025-10-08,20.52053687824762,0.764,stop,-0.037,0,BAGFS
2025-10-28,52.6867536101534,0.737,stop,-0.037,1,BAGFS
2025-11-27,18.426719269978467,0.393,stop,-0.037,18,BAGFS
2026-02-27,20.500599709614292,0.655,stop,-0.0685103532277711,1,BAGFS
2026-03-19,53.537745278956756,0.907,stop,-0.037,1,BAGFS
2026-04-27,22.565702834239907,0.807,stop,-0.037,0,BAGFS
2026-05-12,51.876449090266036,0.702,stop,-0.037,1,BAGFS
2025-03-19,8.27388549813186,0.087,stop,-0.037,0,BAHKM
2025-06-05,26.954230808967868,0.063,stop,-0.0689136960600375,4,BAHKM
2025-07-16,23.602008456659618,0.208,stop,-0.037,0,BAHKM
2025-08-18,11.763828023214497,0.531,stop,-0.037,0,BAHKM
2025-10-16,38.619724261792825,0.365,stop,-0.037,0,BAHKM
2025-10-28,16.386122553308624,0.342,stop,-0.037,2,BAHKM
2025-11-20,19.129182362065144,0.269,hedef,0.093,1,BAHKM
2025-12-11,22.57310802976592,0.252,stop,-0.09676076555023916,1,BAHKM
2026-03-19,69.07898556912305,1.008,stop,-0.037,1,BAHKM
2026-04-30,49.66891633770534,0.805,stop,-0.037,0,BAHKM
2026-05-26,38.48059381148274,0.627,hedef,0.093,3,BAHKM
2024-10-18,26.687697160883282,0.065,hedef,0.093,2,BAKAB
2024-10-23,13.267207053469852,0.339,hedef,0.093,1,BAKAB
2024-10-24,26.441410408968498,0.498,stop,-0.037,0,BAKAB
2025-01-27,22.05213764337852,0.411,stop,-0.037,0,BAKAB
2025-04-11,39.687393815834184,0.341,hedef,0.11912612612612616,1,BAKAB
2025-04-14,23.37147188334657,0.547,stop,-0.037,1,BAKAB
2025-04-15,10.80246643155981,0.695,stop,-0.037,0,BAKAB
2025-05-12,58.991150442477874,0.475,stop,-0.037,0,BAKAB
2025-07-09,44.822685703006776,0.522,stop,-0.037,0,BAKAB
2025-09-19,9.424616410940626,0.738,stop,-0.037,0,BAKAB
2025-10-28,15.103994110068104,0.523,hedef,0.093,3,BAKAB
2025-11-18,12.393110347527294,0.782,stop,-0.037,0,BAKAB
2026-01-27,14.741660201706749,0.937,stop,-0.037,0,BAKAB
2026-02-24,18.060215698022766,0.803,stop,-0.037,0,BAKAB
2026-03-02,11.362264606470305,0.403,hedef,0.093,8,BAKAB
2026-03-19,16.650226058364158,0.531,stop,-0.037,1,BAKAB
2026-05-12,20.21451802643416,0.929,stop,-0.037,0,BAKAB
2026-05-13,11.369741734753244,0.964,stop,-0.037,0,BAKAB
2024-07-04,36.43340147821984,0.593,stop,-0.037,0,BARMA
2024-09-03,16.80841346153846,0.783,stop,-0.037,4,BARMA
2025-03-18,18.388942869847334,0.641,stop,-0.037,0,BARMA
2025-06-05,17.86666284091072,0.323,stop,-0.053498277841561574,4,BARMA
2025-09-03,34.25570494634267,0.991,stop,-0.037,0,BARMA
2025-10-28,23.429013192348936,0.581,hedef,0.093,13,BARMA
2025-11-18,11.870365050485704,1.053,hedef,0.093,1,BARMA
2025-11-19,10.259777597519278,1.017,stop,-0.037,0,BARMA
2026-01-19,26.413546267032256,0.895,hedef,0.093,4,BARMA
2026-03-02,14.009074474495765,0.708,hedef,0.093,0,BARMA
2026-03-19,48.43532328519145,0.994,stop,-0.037,0,BARMA
2026-04-08,38.26575451912514,0.974,hedef,0.093,3,BARMA
2026-05-07,12.029187859446163,0.966,stop,-0.037,2,BARMA
2026-05-26,15.95232471826709,0.971,acik,,6,BARMA
2024-08-01,11.777084515031197,0.57,stop,-0.037,0,BASGZ
2024-09-23,58.647891627622734,0.483,stop,-0.037,0,BASGZ
2025-02-21,9.065052950075643,0.435,stop,-0.037,3,BASGZ
2025-05-02,26.665067370357043,0.938,stop,-0.037,0,BASGZ
2025-05-05,17.685248910300526,1.062,stop,-0.037,0,BASGZ
2025-06-05,64.00413025039643,0.874,stop,-0.037,4,BASGZ
2025-07-07,107.54588379398226,0.887,stop,-0.037,1,BASGZ
2025-07-16,22.55561842978352,0.971,stop,-0.037,2,BASGZ
2025-08-12,9.9551348419859,0.693,stop,-0.037,19,BASGZ
2025-10-28,55.26934119069205,0.946,hedef,0.093,5,BASGZ
2025-12-30,367.368573009648,0.878,stop,-0.037,8,BASGZ
2026-03-19,36.415255595320765,0.95,stop,-0.037,0,BASGZ
2026-05-04,22.036587642337132,0.924,stop,-0.037,0,BASGZ
2024-07-02,9.886050285523641,-0.106,stop,-0.10660159359035959,1,BAYRK
2024-08-07,10.185163434772756,0.103,stop,-0.037,0,BAYRK
2024-09-05,10.354572872298373,0.072,stop,-0.037,0,BAYRK
2024-10-18,10.368192085668818,0.041,hedef,0.13177118708160196,1,BAYRK
2024-10-21,15.165240306082287,0.085,stop,-0.037,0,BAYRK
2024-11-14,39.573453052654756,0.052,stop,-0.037,0,BAYRK
2025-01-08,70.8404494382002,0.057,stop,-0.037,0,BAYRK
