tarih,hisse,kat,kat_kova,en_yuksek_%,barem,stop
2023-09-05,KSTUR,5.41,5-8x,0.0,stop/<1%,False
2023-09-08,KSTUR,3.26,3-5x,0.18,stop/<1%,False
2023-10-11,KSTUR,3.33,3-5x,0.0,stop/<1%,False
2023-10-12,KSTUR,3.93,3-5x,0.0,stop/<1%,True
2023-10-17,KSTUR,3.01,3-5x,0.0,stop/<1%,False
2023-10-18,KSTUR,6.99,5-8x,0.0,stop/<1%,False
2023-10-19,KSTUR,3.38,3-5x,1.09,+1%,False
2023-12-26,KSTUR,3.32,3-5x,17.49,+5%+,False
2024-02-01,KSTUR,4.52,3-5x,2.63,+2%,False
2024-02-02,KSTUR,6.03,5-8x,0.0,stop/<1%,False
2024-02-14,KSTUR,10.04,8x+,0.0,stop/<1%,True
2024-02-21,KSTUR,6.61,5-8x,0.0,stop/<1%,False
2024-02-22,KSTUR,4.39,3-5x,10.0,+5%+,False
2024-05-16,KSTUR,5.99,5-8x,0.0,stop/<1%,False
2024-07-10,KSTUR,6.27,5-8x,4.37,+4%,False
2024-11-19,KSTUR,5.78,5-8x,0.0,stop/<1%,False
2025-01-22,KSTUR,3.83,3-5x,6.29,+5%+,False
2025-02-11,KSTUR,3.9,3-5x,0.88,stop/<1%,False
2025-02-20,KSTUR,4.08,3-5x,0.0,stop/<1%,True
2025-02-24,KSTUR,4.47,3-5x,10.01,+5%+,False
2025-03-04,KSTUR,4.08,3-5x,1.14,+1%,False
2025-03-05,KSTUR,4.58,3-5x,0.0,stop/<1%,True
2025-06-26,KSTUR,3.82,3-5x,3.26,+3%,False
2025-06-27,KSTUR,5.7,5-8x,6.57,+5%+,False
2025-07-30,KSTUR,4.14,3-5x,13.3,+5%+,False
2025-07-31,KSTUR,3.73,3-5x,0.73,stop/<1%,False
2025-09-08,KSTUR,3.39,3-5x,0.0,stop/<1%,False
2025-09-11,KSTUR,5.32,5-8x,0.0,stop/<1%,True
2025-10-27,KSTUR,5.11,5-8x,2.19,+2%,False
2025-12-31,KSTUR,5.63,5-8x,0.0,stop/<1%,True
2026-01-06,KSTUR,5.09,5-8x,3.33,+3%,False
2026-01-07,KSTUR,10.54,8x+,1.41,+1%,False
2026-01-14,KSTUR,3.45,3-5x,7.83,+5%+,False
2026-04-08,KSTUR,3.04,3-5x,7.64,+5%+,False
2026-05-26,KUTPO,9.09,8x+,0.33,stop/<1%,False
2026-04-30,KUVVA,3.48,3-5x,0.0,stop/<1%,True
2026-05-04,KUVVA,9.03,8x+,0.0,stop/<1%,True
2026-05-07,KUVVA,4.06,3-5x,6.37,+5%+,False
2026-05-26,KUVVA,3.66,3-5x,2.91,+2%,True
2026-05-26,KUYAS,10.86,8x+,0.59,stop/<1%,False
2026-05-26,KZBGY,22.22,8x+,3.81,+3%,False
2026-05-26,KZGYO,10.18,8x+,0.08,stop/<1%,False
2026-05-26,LIDER,5.35,5-8x,4.36,+4%,False
2026-05-18,LILAK,3.56,3-5x,1.85,+1%,False
2026-05-26,LILAK,14.11,8x+,1.32,+1%,False
2026-05-20,LKMNH,16.96,8x+,5.2,+5%+,False
2026-05-26,LKMNH,42.5,8x+,0.23,stop/<1%,True
2026-05-26,LOGO,11.65,8x+,4.05,+4%,False
2026-05-26,LRSHO,19.16,8x+,0.28,stop/<1%,False
2026-05-18,LUKSK,5.79,5-8x,0.27,stop/<1%,True
2026-05-22,LUKSK,10.59,8x+,9.6,+5%+,False
2026-05-26,LUKSK,20.56,8x+,0.0,stop/<1%,False
2026-06-04,LUKSK,29.92,8x+,0.08,stop/<1%,True
2026-05-26,LXGYO,13.95,8x+,0.55,stop/<1%,False
2026-05-18,LYDHO,3.01,3-5x,1.42,+1%,False
2026-05-22,LYDHO,6.4,5-8x,7.15,+5%+,False
2026-05-26,LYDHO,18.99,8x+,4.6,+4%,False
2026-05-12,LYDYE,12.47,8x+,0.91,stop/<1%,False
2026-05-20,LYDYE,4.69,3-5x,0.0,stop/<1%,False
2026-05-21,LYDYE,5.1,5-8x,1.53,+1%,True
2026-05-14,MAALT,3.23,3-5x,3.71,+3%,False
2026-05-15,MAALT,18.12,8x+,1.29,+1%,True
2026-05-22,MAALT,5.41,5-8x,16.35,+5%+,False
2026-05-25,MAALT,4.23,3-5x,7.86,+5%+,False
2026-05-26,MAALT,161.44,8x+,3.96,+3%,True
2026-05-26,MACKO,18.64,8x+,0.18,stop/<1%,False
2026-05-26,MAKIM,12.84,8x+,0.65,stop/<1%,False
2026-06-04,MAKIM,20.19,8x+,0.77,stop/<1%,True
2026-05-26,MAKTK,17.62,8x+,0.07,stop/<1%,True
2026-05-26,MANAS,6.84,5-8x,0.0,stop/<1%,True
2026-05-26,MARBL,5.55,5-8x,1.54,+1%,False
2026-05-26,MARKA,32.59,8x+,3.5,+3%,False
2026-05-26,MARMR,15.23,8x+,0.38,stop/<1%,False
2026-05-26,MARTI,24.39,8x+,0.0,stop/<1%,False
2026-06-02,MARTI,3.04,3-5x,0.0,stop/<1%,True
2026-05-15,MCARD,4.19,3-5x,1.7,+1%,True
2026-05-26,MCARD,18.37,8x+,1.02,+1%,True
2026-05-11,MEDTR,9.08,8x+,0.98,stop/<1%,False
2026-05-26,MEDTR,9.78,8x+,0.0,stop/<1%,False
2024-08-27,MEGAP,36.53,8x+,11.04,+5%+,False
2024-08-28,MEGAP,4.24,3-5x,0.0,stop/<1%,False
2024-08-29,MEGAP,4.35,3-5x,0.0,stop/<1%,False
2024-09-02,MEGAP,5.39,5-8x,0.0,stop/<1%,True
2024-09-03,MEGAP,4.29,3-5x,9.59,+5%+,False
2024-11-12,MEGAP,5.54,5-8x,4.17,+4%,False
2024-11-13,MEGAP,3.15,3-5x,0.0,stop/<1%,False
2024-11-20,MEGAP,8.65,8x+,0.0,stop/<1%,False
2024-11-21,MEGAP,7.41,5-8x,1.14,+1%,False
2024-11-22,MEGAP,3.86,3-5x,1.39,+1%,False
2025-02-20,MEGAP,4.5,3-5x,15.04,+5%+,False
2025-03-03,MEGAP,4.99,3-5x,0.0,stop/<1%,False
2025-03-04,MEGAP,12.66,8x+,1.01,+1%,False
2025-03-05,MEGAP,5.67,5-8x,1.54,+1%,False
2025-03-06,MEGAP,6.17,5-8x,0.0,stop/<1%,True
2025-03-14,MEGAP,3.78,3-5x,0.0,stop/<1%,True
2025-04-22,MEGAP,3.31,3-5x,1.32,+1%,False
2025-06-16,MEGAP,9.04,8x+,22.03,+5%+,False
2025-06-17,MEGAP,3.32,3-5x,0.0,stop/<1%,False
2025-06-27,MEGAP,5.61,5-8x,0.0,stop/<1%,False
2025-07-01,MEGAP,4.11,3-5x,0.0,stop/<1%,False
2025-07-02,MEGAP,10.53,8x+,11.62,+5%+,False
2025-07-03,MEGAP,5.93,5-8x,0.67,stop/<1%,False
2025-07-04,MEGAP,3.4,3-5x,0.0,stop/<1%,True
2025-07-08,MEGAP,3.12,3-5x,0.0,stop/<1%,False
2025-07-14,MEGAP,3.1,3-5x,4.24,+4%,False
2025-08-21,MEGAP,4.96,3-5x,0.0,stop/<1%,False
2025-08-22,MEGAP,4.38,3-5x,0.0,stop/<1%,True
2025-12-19,MEGAP,5.1,5-8x,0.0,stop/<1%,False
2026-01-14,MEGAP,3.92,3-5x,0.0,stop/<1%,True
2026-02-24,MEGAP,3.14,3-5x,0.0,stop/<1%,False
2026-03-16,MEGAP,4.98,3-5x,2.33,+2%,False
2026-04-16,MEGAP,3.64,3-5x,9.25,+5%+,False
2026-04-17,MEGAP,4.18,3-5x,9.68,+5%+,False
2026-04-20,MEGAP,5.34,5-8x,4.55,+4%,False
2026-04-21,MEGAP,4.08,3-5x,0.0,stop/<1%,False
2026-04-22,MEGAP,3.74,3-5x,0.0,stop/<1%,True
2026-05-26,MEGMT,11.92,8x+,0.06,stop/<1%,True
2026-05-26,MEKAG,334.64,8x+,3.58,+3%,True
2026-05-20,MEPET,4.53,3-5x,9.77,+5%+,False
2026-05-26,MEPET,4.24,3-5x,2.87,+2%,False
2026-06-02,MEPET,7.59,5-8x,4.24,+4%,False
2026-06-03,MEPET,12.92,8x+,5.49,+5%+,False
2026-05-26,MERCN,3.29,3-5x,1.22,+1%,False
2026-05-26,MERIT,11.43,8x+,0.19,stop/<1%,False
2026-05-26,MERKO,6.45,5-8x,0.48,stop/<1%,False
2026-05-26,METRO,26.15,8x+,0.0,stop/<1%,True
2026-05-26,MEYSU,17.45,8x+,0.0,stop/<1%,True
2026-05-26,MHRGY,30.35,8x+,3.1,+3%,False
2023-03-16,MMCAS,9.7,8x+,19.62,+5%+,False
2023-03-17,MMCAS,4.95,3-5x,6.62,+5%+,False
2023-03-20,MMCAS,3.31,3-5x,0.0,stop/<1%,False
2023-05-02,MMCAS,4.11,3-5x,0.0,stop/<1%,False
2023-07-11,MMCAS,11.43,8x+,0.0,stop/<1%,False
2023-07-12,MMCAS,11.37,8x+,0.0,stop/<1%,True
2023-09-27,MMCAS,6.42,5-8x,3.64,+3%,False
2023-10-03,MMCAS,5.36,5-8x,0.83,stop/<1%,False
2023-11-15,MMCAS,7.28,5-8x,15.58,+5%+,False
2023-11-30,MMCAS,3.4,3-5x,0.2,stop/<1%,False
2023-12-19,MMCAS,3.23,3-5x,9.33,+5%+,False
2024-01-05,MMCAS,12.0,8x+,0.0,stop/<1%,True
2024-01-08,MMCAS,5.43,5-8x,5.0,+5%+,False
2024-01-25,MMCAS,3.67,3-5x,4.55,+4%,False
2024-01-29,MMCAS,3.01,3-5x,0.0,stop/<1%,False
2024-01-30,MMCAS,3.67,3-5x,7.41,+5%+,False
2024-02-12,MMCAS,3.78,3-5x,0.0,stop/<1%,True
2024-03-05,MMCAS,11.63,8x+,0.0,stop/<1%,False
2024-03-06,MMCAS,7.53,5-8x,0.0,stop/<1%,False
2024-03-07,MMCAS,3.66,3-5x,0.0,stop/<1%,False
2024-03-08,MMCAS,8.41,8x+,0.0,stop/<1%,False
2024-03-13,MMCAS,3.65,3-5x,21.59,+5%+,False
2024-04-26,MMCAS,3.5,3-5x,0.0,stop/<1%,False
2024-04-29,MMCAS,11.06,8x+,0.0,stop/<1%,False
2024-04-30,MMCAS,9.27,8x+,0.0,stop/<1%,False
2024-05-02,MMCAS,5.45,5-8x,0.0,stop/<1%,False
2024-07-03,MMCAS,3.7,3-5x,0.0,stop/<1%,False
2024-07-05,MMCAS,5.64,5-8x,6.9,+5%+,False
2024-07-08,MMCAS,5.42,5-8x,9.55,+5%+,False
2024-07-09,MMCAS,6.99,5-8x,0.0,stop/<1%,False
2024-07-10,MMCAS,3.39,3-5x,0.0,stop/<1%,True
2024-07-24,MMCAS,3.18,3-5x,1.9,+1%,False
2024-10-04,MMCAS,4.76,3-5x,0.0,stop/<1%,True
2024-10-09,MMCAS,6.93,5-8x,2.59,+2%,False
2024-11-18,MMCAS,12.67,8x+,7.86,+5%+,False
2024-11-19,MMCAS,3.83,3-5x,0.0,stop/<1%,False
2024-12-05,MMCAS,3.24,3-5x,0.0,stop/<1%,False
2024-12-24,MMCAS,15.65,8x+,1.01,+1%,False
2025-02-03,MMCAS,5.34,5-8x,0.17,stop/<1%,False
2025-03-10,MMCAS,4.89,3-5x,0.0,stop/<1%,False
2025-03-12,MMCAS,7.29,5-8x,0.0,stop/<1%,False
2025-06-16,MMCAS,3.06,3-5x,1.56,+1%,False
2025-07-07,MMCAS,6.43,5-8x,0.0,stop/<1%,False
2025-07-08,MMCAS,12.07,8x+,0.0,stop/<1%,False
2025-07-11,MMCAS,3.05,3-5x,0.0,stop/<1%,False
2025-07-18,MMCAS,3.81,3-5x,6.75,+5%+,False
2025-07-24,MMCAS,3.55,3-5x,3.47,+3%,False
2025-08-01,MMCAS,8.86,8x+,7.69,+5%+,False
2025-08-11,MMCAS,7.34,5-8x,2.35,+2%,False
2025-08-12,MMCAS,8.82,8x+,0.0,stop/<1%,False
2025-08-15,MMCAS,10.18,8x+,0.0,stop/<1%,False
2025-10-31,MMCAS,7.2,5-8x,0.0,stop/<1%,True
2025-11-14,MMCAS,35.33,8x+,14.56,+5%+,False
2025-11-19,MMCAS,10.03,8x+,5.21,+5%+,False
2026-01-30,MMCAS,4.68,3-5x,0.2,stop/<1%,False
2026-02-10,MMCAS,3.53,3-5x,0.0,stop/<1%,True
2026-04-01,MMCAS,3.82,3-5x,1.88,+1%,False
2026-04-10,MMCAS,4.52,3-5x,0.0,stop/<1%,True
2026-04-13,MMCAS,6.67,5-8x,0.0,stop/<1%,True
2026-04-14,MMCAS,3.28,3-5x,1.57,+1%,False
2026-04-29,MMCAS,3.24,3-5x,1.82,+1%,False
2026-05-26,MNDRS,18.93,8x+,0.35,stop/<1%,False
2026-05-13,MNDTR,7.06,5-8x,1.76,+1%,True
2026-05-26,MNDTR,21.05,8x+,1.04,+1%,False
2026-05-26,MOBTL,48.98,8x+,3.04,+3%,False
2026-05-26,MOGAN,50.16,8x+,0.0,stop/<1%,True
2026-05-18,MOPAS,3.01,3-5x,2.0,+2%,True
2026-05-26,MOPAS,20.05,8x+,0.3,stop/<1%,False
2026-05-22,MRGYO,4.27,3-5x,12.5,+5%+,False
2026-05-26,MRGYO,10.87,8x+,0.0,stop/<1%,False
2026-05-26,MRSHL,8.25,8x+,0.33,stop/<1%,True
2026-05-12,MSGYO,3.22,3-5x,1.09,+1%,False
2026-05-26,MSGYO,9.85,8x+,0.68,stop/<1%,False
2026-06-03,MSGYO,5.53,5-8x,0.15,stop/<1%,True
2026-05-26,MTRKS,16.71,8x+,8.04,+5%+,False
2026-04-28,MTRYO,5.36,5-8x,0.0,stop/<1%,True
2026-05-04,MTRYO,17.87,8x+,0.0,stop/<1%,True
2026-05-05,MTRYO,12.55,8x+,0.0,stop/<1%,True
2026-05-26,MTRYO,3.24,3-5x,0.4,stop/<1%,False
2026-05-26,NATEN,7.82,5-8x,6.53,+5%+,False
2026-05-26,NETAS,37.08,8x+,0.0,stop/<1%,False
2026-05-15,NETCD,3.31,3-5x,1.55,+1%,False
2026-05-26,NETCD,21.12,8x+,0.43,stop/<1%,True
2026-05-21,NIBAS,5.64,5-8x,5.92,+5%+,True
2026-05-22,NIBAS,3.45,3-5x,14.29,+5%+,True
2026-05-26,NIBAS,17.93,8x+,2.92,+2%,False
2026-05-15,NTGAZ,8.57,8x+,0.83,stop/<1%,False
2026-05-26,NTGAZ,4.8,3-5x,0.31,stop/<1%,False
2026-05-15,NTHOL,3.31,3-5x,0.0,stop/<1%,False
2026-05-22,NTHOL,5.62,5-8x,7.06,+5%+,False
2026-05-26,NTHOL,30.53,8x+,0.21,stop/<1%,False
2026-05-26,NUGYO,55.44,8x+,12.15,+5%+,False
2026-06-01,NUGYO,8.11,8x+,1.92,+1%,True
2026-06-03,NUGYO,8.72,8x+,1.24,+1%,True
2026-05-26,NUHCM,8.09,8x+,0.85,stop/<1%,False
2026-05-26,OBASE,15.27,8x+,2.37,+2%,False
2026-05-26,ODINE,42.69,8x+,5.24,+5%+,False
2026-05-26,OFSYM,9.91,8x+,0.0,stop/<1%,True
2026-05-26,ONCSM,55.01,8x+,3.45,+3%,True
2026-05-18,ONRYT,8.87,8x+,1.12,+1%,True
2026-05-26,ONRYT,60.62,8x+,2.65,+2%,True
2026-05-26,ORGE,17.39,8x+,0.29,stop/<1%,True
2023-03-03,ORMA,9.27,8x+,0.0,stop/<1%,False
2023-05-09,ORMA,4.94,3-5x,0.0,stop/<1%,True
2023-05-23,ORMA,5.18,5-8x,6.47,+5%+,False
2023-06-19,ORMA,4.03,3-5x,0.0,stop/<1%,False
2023-08-01,ORMA,8.0,8x+,5.87,+5%+,False
2023-08-15,ORMA,3.04,3-5x,2.02,+2%,False
2023-10-25,ORMA,6.03,5-8x,0.0,stop/<1%,False
2023-10-26,ORMA,14.52,8x+,4.33,+4%,False
2023-10-30,ORMA,4.47,3-5x,0.0,stop/<1%,False
2023-11-01,ORMA,3.43,3-5x,0.0,stop/<1%,True
2023-11-06,ORMA,3.48,3-5x,0.0,stop/<1%,False
2024-01-29,ORMA,4.02,3-5x,0.37,stop/<1%,False
2024-01-30,ORMA,5.08,5-8x,0.0,stop/<1%,False
2024-01-31,ORMA,6.0,5-8x,0.0,stop/<1%,True
2024-03-12,ORMA,3.46,3-5x,0.0,stop/<1%,False
2024-05-07,ORMA,3.86,3-5x,0.0,stop/<1%,False
2024-09-11,ORMA,7.33,5-8x,0.0,stop/<1%,False
2024-09-12,ORMA,15.1,8x+,10.51,+5%+,False
2024-09-13,ORMA,3.69,3-5x,0.0,stop/<1%,True
2025-01-17,ORMA,3.11,3-5x,2.08,+2%,False
2025-02-18,ORMA,3.46,3-5x,0.0,stop/<1%,False
2025-02-28,ORMA,3.44,3-5x,0.77,stop/<1%,False
2025-03-06,ORMA,5.5,5-8x,0.34,stop/<1%,False
2025-05-08,ORMA,3.43,3-5x,8.24,+5%+,False
2025-05-16,ORMA,3.24,3-5x,3.09,+3%,False
2025-06-04,ORMA,3.7,3-5x,0.0,stop/<1%,True
2025-06-19,ORMA,4.97,3-5x,8.15,+5%+,False
2025-06-25,ORMA,6.4,5-8x,0.0,stop/<1%,False
2025-07-31,ORMA,4.47,3-5x,3.22,+3%,False
2025-08-06,ORMA,3.12,3-5x,0.0,stop/<1%,False
2025-08-11,ORMA,4.67,3-5x,5.11,+5%+,False
2025-09-22,ORMA,5.42,5-8x,0.0,stop/<1%,False
2025-11-25,ORMA,3.28,3-5x,4.52,+4%,False
2026-01-23,ORMA,4.0,3-5x,0.0,stop/<1%,False
2026-03-26,ORMA,3.35,3-5x,0.0,stop/<1%,True
2026-05-14,ORMA,3.43,3-5x,7.64,+5%+,False
2026-05-15,ORMA,3.84,3-5x,0.05,stop/<1%,False
2026-05-12,OSMEN,5.3,5-8x,1.81,+1%,False
2026-05-21,OSMEN,3.34,3-5x,1.34,+1%,True
2026-05-26,OSMEN,11.59,8x+,1.2,+1%,False
2026-05-26,OSTIM,17.01,8x+,1.12,+1%,False
2026-05-22,OTTO,4.1,3-5x,11.81,+5%+,False
2026-05-26,OTTO,29.18,8x+,0.34,stop/<1%,False
2026-05-26,OYAYO,18.48,8x+,8.75,+5%+,False
2026-05-06,OYLUM,3.62,3-5x,6.32,+5%+,False
2026-05-07,OYLUM,4.17,3-5x,4.16,+4%,False
2026-05-26,OYLUM,5.53,5-8x,0.45,stop/<1%,False
2026-05-26,OYYAT,3.82,3-5x,0.0,stop/<1%,True
2026-05-21,OZGYO,7.18,5-8x,0.0,stop/<1%,True
2026-05-22,OZGYO,5.96,5-8x,3.77,+3%,False
2026-05-26,OZGYO,10.02,8x+,0.93,stop/<1%,False
2026-06-03,OZGYO,6.15,5-8x,2.29,+2%,True
2026-05-26,OZKGY,8.92,8x+,0.81,stop/<1%,False
2026-05-12,OZRDN,5.24,5-8x,4.76,+4%,False
2026-05-18,OZRDN,4.0,3-5x,15.06,+5%+,False
2026-05-26,OZRDN,21.75,8x+,6.96,+5%+,True
2026-05-26,OZSUB,4.21,3-5x,2.37,+2%,False
2026-05-26,OZYSR,13.81,8x+,0.42,stop/<1%,False
2026-05-11,PAGYO,3.62,3-5x,0.3,stop/<1%,True
2026-05-12,PAMEL,3.55,3-5x,0.0,stop/<1%,False
2026-05-26,PAMEL,4.83,3-5x,1.14,+1%,False
2026-06-02,PAMEL,11.69,8x+,0.75,stop/<1%,True
2026-05-26,PAPIL,13.99,8x+,1.11,+1%,False
2026-05-22,PARSN,3.11,3-5x,7.8,+5%+,False
2026-05-26,PARSN,8.72,8x+,1.02,+1%,False
2026-05-26,PATEK,6.38,5-8x,9.59,+5%+,False
2026-05-20,PCILT,23.46,8x+,0.0,stop/<1%,True
2026-05-26,PCILT,17.22,8x+,2.22,+2%,False
2026-05-15,PEKGY,4.61,3-5x,0.77,stop/<1%,False
2026-05-26,PEKGY,6.92,5-8x,1.44,+1%,False
2026-05-26,PENGD,6.92,5-8x,0.77,stop/<1%,False
2026-05-26,PENTA,31.13,8x+,4.86,+4%,False
2026-05-26,PETUN,13.73,8x+,0.0,stop/<1%,False
2026-06-01,PETUN,3.19,3-5x,2.79,+2%,False
2026-05-26,PINSU,16.49,8x+,0.7,stop/<1%,False
2026-05-26,PKART,8.6,8x+,0.0,stop/<1%,True
2026-05-26,PKENT,50.77,8x+,0.59,stop/<1%,False
2026-05-26,PLTUR,6.72,5-8x,4.72,+4%,False
2026-05-21,PNLSN,7.69,5-8x,0.0,stop/<1%,True
2026-05-26,PNLSN,16.73,8x+,2.45,+2%,False
2026-05-26,PNSUT,6.82,5-8x,0.71,stop/<1%,False
2026-05-26,POLHO,17.08,8x+,1.0,stop/<1%,False
2026-05-26,POLTK,30.1,8x+,0.29,stop/<1%,False
2026-05-26,PRDGS,15.82,8x+,1.79,+1%,False
2026-05-15,PRKAB,6.22,5-8x,0.96,stop/<1%,False
2026-05-26,PRKAB,18.75,8x+,0.0,stop/<1%,True
2026-05-26,PRKME,8.93,8x+,1.6,+1%,False
2026-04-17,PRZMA,3.21,3-5x,9.89,+5%+,False
2026-04-21,PRZMA,3.9,3-5x,0.0,stop/<1%,True
2026-04-22,PRZMA,6.95,5-8x,7.01,+5%+,False
2026-04-24,PRZMA,9.0,8x+,0.0,stop/<1%,True
2026-04-27,PRZMA,4.39,3-5x,11.66,+5%+,False
2026-04-28,PRZMA,3.19,3-5x,0.0,stop/<1%,True
2026-05-05,PRZMA,4.95,3-5x,0.0,stop/<1%,False
2026-05-06,PRZMA,16.09,8x+,0.0,stop/<1%,False
2026-05-07,PRZMA,15.35,8x+,0.0,stop/<1%,False
2026-05-04,PSDTC,4.68,3-5x,0.74,stop/<1%,False
2026-05-22,PSDTC,5.95,5-8x,2.2,+2%,True
2026-05-26,PSDTC,12.74,8x+,1.36,+1%,False
2026-06-01,PSDTC,3.81,3-5x,4.02,+4%,False
2023-04-18,QNBFK,13.79,8x+,0.0,stop/<1%,True
2023-04-19,QNBFK,8.07,8x+,0.0,stop/<1%,True
2023-07-10,QNBFK,16.2,8x+,10.66,+5%+,False
2023-07-31,QNBFK,10.41,8x+,0.0,stop/<1%,False
2023-08-08,QNBFK,5.56,5-8x,0.0,stop/<1%,False
2023-08-09,QNBFK,3.76,3-5x,0.0,stop/<1%,False
2023-08-21,QNBFK,4.61,3-5x,0.0,stop/<1%,False
2023-09-28,QNBFK,3.16,3-5x,0.09,stop/<1%,False
2023-10-16,QNBFK,3.01,3-5x,0.0,stop/<1%,False
2023-12-29,QNBFK,6.15,5-8x,0.0,stop/<1%,True
2024-02-07,QNBFK,3.52,3-5x,0.0,stop/<1%,False
2024-02-29,QNBFK,16.13,8x+,0.0,stop/<1%,False
2024-03-01,QNBFK,3.22,3-5x,0.0,stop/<1%,False
2024-03-04,QNBFK,4.04,3-5x,0.0,stop/<1%,False
2024-03-05,QNBFK,3.86,3-5x,0.0,stop/<1%,False
2024-03-06,QNBFK,4.04,3-5x,0.35,stop/<1%,False
2024-03-12,QNBFK,3.38,3-5x,0.0,stop/<1%,False
2024-06-14,QNBFK,3.07,3-5x,0.0,stop/<1%,True
2024-07-25,QNBFK,6.83,5-8x,9.2,+5%+,False
2024-08-23,QNBFK,3.58,3-5x,0.6,stop/<1%,False
2024-08-26,QNBFK,10.94,8x+,0.0,stop/<1%,False
2024-08-27,QNBFK,7.69,5-8x,0.0,stop/<1%,True
2024-10-08,QNBFK,3.2,3-5x,0.0,stop/<1%,True
2024-11-19,QNBFK,6.14,5-8x,3.84,+3%,False
2024-12-06,QNBFK,5.55,5-8x,0.15,stop/<1%,False
2024-12-30,QNBFK,5.19,5-8x,0.0,stop/<1%,False
2025-01-30,QNBFK,3.88,3-5x,0.0,stop/<1%,True
2025-02-12,QNBFK,4.71,3-5x,4.08,+4%,False
2025-03-19,QNBFK,3.65,3-5x,0.0,stop/<1%,True
2025-03-21,QNBFK,11.26,8x+,0.0,stop/<1%,True
2025-05-14,QNBFK,4.01,3-5x,0.0,stop/<1%,False
2025-06-17,QNBFK,4.85,3-5x,5.88,+5%+,False
2025-07-21,QNBFK,21.53,8x+,0.0,stop/<1%,False
2025-07-22,QNBFK,15.52,8x+,0.0,stop/<1%,False
2025-07-23,QNBFK,11.6,8x+,4.06,+4%,False
2025-07-31,QNBFK,3.94,3-5x,7.71,+5%+,False
2025-08-01,QNBFK,4.5,3-5x,0.0,stop/<1%,False
2025-08-04,QNBFK,3.99,3-5x,0.0,stop/<1%,False
2025-08-05,QNBFK,3.33,3-5x,0.0,stop/<1%,False
2025-08-15,QNBFK,3.93,3-5x,4.7,+4%,False
2025-09-30,QNBFK,3.93,3-5x,1.99,+1%,False
2025-10-03,QNBFK,3.32,3-5x,0.0,stop/<1%,True
2025-11-24,QNBFK,4.39,3-5x,0.0,stop/<1%,True
2026-01-12,QNBFK,10.53,8x+,0.0,stop/<1%,True
2026-02-17,QNBFK,7.1,5-8x,6.44,+5%+,False
2026-03-19,QNBFK,4.31,3-5x,0.0,stop/<1%,False
2026-04-06,QNBFK,4.03,3-5x,0.0,stop/<1%,False
2026-04-07,QNBFK,15.32,8x+,0.0,stop/<1%,True
2026-04-20,QNBFK,4.19,3-5x,3.16,+3%,False
2023-06-19,QNBTR,16.37,8x+,0.0,stop/<1%,False
2023-07-31,QNBTR,6.0,5-8x,0.0,stop/<1%,False
2023-08-04,QNBTR,3.53,3-5x,5.84,+5%+,False
2023-08-07,QNBTR,12.12,8x+,0.0,stop/<1%,False
2023-08-08,QNBTR,7.88,5-8x,0.0,stop/<1%,False
2023-08-09,QNBTR,6.49,5-8x,0.0,stop/<1%,False
2023-08-25,QNBTR,3.72,3-5x,0.32,stop/<1%,False
2023-08-28,QNBTR,3.06,3-5x,0.0,stop/<1%,True
2023-09-28,QNBTR,3.46,3-5x,0.0,stop/<1%,False
2023-12-21,QNBTR,6.14,5-8x,0.0,stop/<1%,False
2023-12-22,QNBTR,3.34,3-5x,0.0,stop/<1%,True
2024-02-13,QNBTR,3.04,3-5x,0.09,stop/<1%,False
2024-05-06,QNBTR,5.93,5-8x,0.0,stop/<1%,True
2024-08-05,QNBTR,3.45,3-5x,4.46,+4%,False
2024-08-06,QNBTR,3.07,3-5x,3.83,+3%,False
2024-08-23,QNBTR,4.16,3-5x,0.0,stop/<1%,False
2024-08-26,QNBTR,7.07,5-8x,0.0,stop/<1%,False
2024-08-27,QNBTR,14.23,8x+,0.0,stop/<1%,True
2024-10-07,QNBTR,3.88,3-5x,8.11,+5%+,False
2024-11-15,QNBTR,3.52,3-5x,0.0,stop/<1%,False
2024-11-25,QNBTR,3.24,3-5x,0.0,stop/<1%,False
2024-11-27,QNBTR,3.64,3-5x,0.0,stop/<1%,False
2025-01-03,QNBTR,5.49,5-8x,0.0,stop/<1%,True
2025-01-07,QNBTR,3.37,3-5x,0.0,stop/<1%,True
2025-03-18,QNBTR,8.68,8x+,0.0,stop/<1%,False
2025-03-19,QNBTR,5.58,5-8x,8.8,+5%+,False
2025-03-21,QNBTR,5.05,5-8x,0.0,stop/<1%,True
2025-07-01,QNBTR,4.46,3-5x,1.11,+1%,False
2025-07-21,QNBTR,12.32,8x+,0.0,stop/<1%,False
2025-07-22,QNBTR,9.52,8x+,0.0,stop/<1%,True
2025-07-30,QNBTR,3.23,3-5x,0.0,stop/<1%,False
2025-07-31,QNBTR,3.56,3-5x,0.0,stop/<1%,False
2025-08-04,QNBTR,3.46,3-5x,0.0,stop/<1%,False
2025-08-05,QNBTR,7.97,5-8x,0.0,stop/<1%,False
2025-08-11,QNBTR,3.77,3-5x,0.0,stop/<1%,False
2025-10-03,QNBTR,3.96,3-5x,1.98,+1%,False
2025-10-07,QNBTR,3.16,3-5x,0.09,stop/<1%,False
2025-10-08,QNBTR,3.97,3-5x,1.32,+1%,False
2025-10-09,QNBTR,3.17,3-5x,0.0,stop/<1%,True
