tarih,hisse,kat,kat_kova,en_yuksek_%,barem,stop
2025-10-15,BRMEN,3.1,3-5x,0.0,stop/<1%,False
2025-10-16,BRMEN,6.94,5-8x,0.0,stop/<1%,False
2025-10-17,BRMEN,11.19,8x+,0.0,stop/<1%,False
2025-12-11,BRMEN,3.59,3-5x,2.65,+2%,False
2025-12-22,BRMEN,8.19,8x+,0.0,stop/<1%,False
2025-12-30,BRMEN,3.78,3-5x,0.0,stop/<1%,True
2026-01-09,BRMEN,3.04,3-5x,0.0,stop/<1%,False
2026-01-12,BRMEN,4.65,3-5x,0.17,stop/<1%,False
2026-01-13,BRMEN,7.23,5-8x,0.0,stop/<1%,False
2026-02-18,BRMEN,3.73,3-5x,2.88,+2%,False
2026-03-12,BRMEN,3.69,3-5x,9.82,+5%+,False
2026-04-17,BRMEN,10.2,8x+,0.0,stop/<1%,False
2026-05-05,BRMEN,3.29,3-5x,4.33,+4%,False
2026-05-07,BRMEN,7.81,5-8x,2.64,+2%,False
2026-05-08,BRMEN,9.18,8x+,0.0,stop/<1%,False
2026-05-15,BUCIM,4.42,3-5x,1.13,+1%,False
2026-05-26,BUCIM,26.48,8x+,0.82,stop/<1%,False
2026-05-22,BULGS,4.06,3-5x,7.31,+5%+,False
2026-05-26,BULGS,20.17,8x+,0.59,stop/<1%,False
2026-05-26,BURCE,49.45,8x+,0.0,stop/<1%,True
2026-05-26,BURVA,11.52,8x+,8.64,+5%+,False
2026-05-26,BVSAN,8.44,8x+,0.7,stop/<1%,False
2026-06-03,BYDNR,3.78,3-5x,5.03,+5%+,False
2023-03-30,CASA,3.71,3-5x,0.81,stop/<1%,True
2023-06-08,CASA,4.68,3-5x,3.85,+3%,False
2023-07-03,CASA,4.88,3-5x,0.0,stop/<1%,False
2023-07-06,CASA,3.8,3-5x,0.0,stop/<1%,False
2023-07-10,CASA,3.26,3-5x,0.0,stop/<1%,False
2023-07-11,CASA,5.03,5-8x,0.08,stop/<1%,False
2023-08-10,CASA,4.77,3-5x,6.06,+5%+,False
2023-08-11,CASA,5.07,5-8x,9.82,+5%+,False
2023-09-26,CASA,28.04,8x+,0.0,stop/<1%,True
2023-09-27,CASA,5.91,5-8x,9.7,+5%+,False
2023-09-28,CASA,6.25,5-8x,0.0,stop/<1%,True
2023-11-20,CASA,3.35,3-5x,22.2,+5%+,False
2024-02-08,CASA,4.4,3-5x,7.48,+5%+,False
2024-03-20,CASA,8.27,8x+,0.0,stop/<1%,False
2024-06-24,CASA,5.02,5-8x,0.0,stop/<1%,False
2024-06-25,CASA,6.44,5-8x,0.0,stop/<1%,True
2024-11-25,CASA,10.98,8x+,0.0,stop/<1%,False
2024-11-26,CASA,23.11,8x+,0.0,stop/<1%,True
2025-02-03,CASA,3.68,3-5x,0.0,stop/<1%,False
2025-02-14,CASA,3.66,3-5x,3.9,+3%,False
2025-02-17,CASA,5.08,5-8x,3.96,+3%,False
2025-03-27,CASA,5.25,5-8x,0.0,stop/<1%,False
2025-03-28,CASA,7.79,5-8x,0.92,stop/<1%,False
2025-05-05,CASA,11.16,8x+,0.0,stop/<1%,False
2025-05-06,CASA,10.47,8x+,0.0,stop/<1%,False
2025-05-07,CASA,16.25,8x+,0.0,stop/<1%,False
2025-05-08,CASA,7.61,5-8x,0.0,stop/<1%,False
2025-07-22,CASA,4.39,3-5x,0.0,stop/<1%,False
2025-07-30,CASA,3.55,3-5x,0.0,stop/<1%,False
2025-08-21,CASA,3.82,3-5x,0.0,stop/<1%,False
2025-09-01,CASA,5.65,5-8x,21.47,+5%+,False
2025-11-05,CASA,3.35,3-5x,3.45,+3%,False
2025-11-10,CASA,3.07,3-5x,0.83,stop/<1%,False
2025-11-19,CASA,6.02,5-8x,0.0,stop/<1%,True
2025-11-27,CASA,3.15,3-5x,11.65,+5%+,False
2026-01-09,CASA,6.61,5-8x,2.93,+2%,False
2026-01-16,CASA,4.75,3-5x,0.0,stop/<1%,True
2026-01-19,CASA,3.12,3-5x,0.0,stop/<1%,True
2026-03-02,CASA,10.32,8x+,2.05,+2%,False
2026-03-03,CASA,5.79,5-8x,0.0,stop/<1%,False
2026-04-02,CASA,3.83,3-5x,4.49,+4%,False
2026-05-26,CATES,17.58,8x+,8.4,+5%+,False
2026-05-26,CELHA,17.92,8x+,6.6,+5%+,False
2026-05-18,CEMAS,4.61,3-5x,0.0,stop/<1%,True
2026-05-26,CEMAS,18.88,8x+,0.2,stop/<1%,False
2026-05-25,CEMTS,6.92,5-8x,3.96,+3%,False
2026-05-26,CEMTS,21.58,8x+,1.03,+1%,False
2026-05-22,CEMZY,9.73,8x+,13.33,+5%+,False
2026-05-26,CEMZY,5.61,5-8x,0.0,stop/<1%,True
2026-05-15,CEOEM,113.47,8x+,1.06,+1%,True
2026-05-26,CEOEM,18.68,8x+,3.55,+3%,False
2026-05-26,CGCAM,26.54,8x+,0.87,stop/<1%,False
2026-06-03,CGCAM,6.59,5-8x,6.16,+5%+,True
2026-06-04,CGCAM,5.9,5-8x,2.09,+2%,True
2026-05-26,CMBTN,13.0,8x+,0.68,stop/<1%,False
2026-06-05,CMBTN,19.47,8x+,2.63,+2%,False
2023-02-17,CMENT,5.12,5-8x,0.06,stop/<1%,False
2023-07-14,CMENT,4.12,3-5x,0.0,stop/<1%,False
2023-08-04,CMENT,3.63,3-5x,0.0,stop/<1%,False
2023-08-07,CMENT,6.45,5-8x,0.0,stop/<1%,False
2023-08-08,CMENT,15.48,8x+,0.56,stop/<1%,False
2023-10-25,CMENT,9.57,8x+,1.5,+1%,False
2023-10-26,CMENT,3.02,3-5x,0.0,stop/<1%,True
2023-12-29,CMENT,5.06,5-8x,0.55,stop/<1%,False
2024-01-30,CMENT,8.21,8x+,9.81,+5%+,False
2024-02-07,CMENT,3.96,3-5x,11.46,+5%+,False
2024-02-21,CMENT,6.26,5-8x,0.06,stop/<1%,False
2024-02-27,CMENT,4.99,3-5x,0.0,stop/<1%,False
2024-08-09,CMENT,8.92,8x+,1.08,+1%,False
2024-08-12,CMENT,3.5,3-5x,0.0,stop/<1%,False
2024-08-13,CMENT,6.54,5-8x,0.0,stop/<1%,True
2024-08-14,CMENT,3.24,3-5x,0.0,stop/<1%,False
2024-08-15,CMENT,3.71,3-5x,9.95,+5%+,False
2024-10-17,CMENT,3.83,3-5x,17.7,+5%+,False
2024-12-03,CMENT,4.95,3-5x,0.0,stop/<1%,False
2024-12-10,CMENT,5.95,5-8x,0.0,stop/<1%,True
2025-02-10,CMENT,3.81,3-5x,0.0,stop/<1%,True
2025-03-03,CMENT,3.7,3-5x,1.38,+1%,False
2025-03-14,CMENT,3.18,3-5x,2.18,+2%,False
2025-04-24,CMENT,3.82,3-5x,1.72,+1%,False
2025-05-30,CMENT,4.42,3-5x,0.0,stop/<1%,True
2025-06-20,CMENT,3.77,3-5x,3.68,+3%,False
2025-07-23,CMENT,3.11,3-5x,0.0,stop/<1%,True
2025-08-04,CMENT,3.93,3-5x,3.42,+3%,False
2025-08-05,CMENT,4.68,3-5x,1.53,+1%,False
2025-08-06,CMENT,3.04,3-5x,0.0,stop/<1%,False
2025-08-11,CMENT,3.73,3-5x,0.0,stop/<1%,False
2025-10-22,CMENT,3.14,3-5x,0.0,stop/<1%,False
2025-12-29,CMENT,3.6,3-5x,8.77,+5%+,False
2025-12-30,CMENT,3.31,3-5x,0.0,stop/<1%,False
2026-01-12,CMENT,3.82,3-5x,0.0,stop/<1%,False
2026-02-16,CMENT,6.42,5-8x,4.44,+4%,False
2026-03-12,CMENT,4.23,3-5x,0.0,stop/<1%,True
2026-04-15,CMENT,3.13,3-5x,3.75,+3%,False
2026-05-26,CMENT,3.21,3-5x,3.0,+3%,False
2026-05-26,CONSE,18.47,8x+,0.68,stop/<1%,False
2026-05-12,COSMO,4.47,3-5x,9.96,+5%+,False
2026-05-13,COSMO,4.52,3-5x,0.0,stop/<1%,True
2026-05-26,COSMO,16.97,8x+,1.61,+1%,True
2026-05-15,CRDFA,40.93,8x+,5.14,+5%+,False
2026-05-26,CRFSA,54.33,8x+,0.23,stop/<1%,False
2026-05-12,CUSAN,4.91,3-5x,1.98,+1%,False
2026-05-26,CUSAN,12.57,8x+,0.0,stop/<1%,False
2026-06-04,CUSAN,28.97,8x+,1.32,+1%,True
2026-05-21,DAGI,4.46,3-5x,1.42,+1%,True
2026-05-26,DAGI,9.53,8x+,0.73,stop/<1%,False
2026-05-18,DAPGM,5.62,5-8x,1.3,+1%,True
2026-05-21,DAPGM,6.23,5-8x,3.38,+3%,True
2026-05-22,DAPGM,3.06,3-5x,9.54,+5%+,False
2026-05-26,DAPGM,9.41,8x+,0.21,stop/<1%,False
2026-05-26,DARDL,13.73,8x+,0.0,stop/<1%,False
2026-05-26,DCTTR,67.06,8x+,0.0,stop/<1%,True
2026-05-26,DENGE,11.36,8x+,0.43,stop/<1%,False
2026-05-26,DERHL,13.01,8x+,1.39,+1%,False
2026-06-02,DERHL,8.09,8x+,3.76,+3%,True
2026-05-26,DERIM,18.21,8x+,1.8,+1%,False
2026-05-26,DESA,5.48,5-8x,0.57,stop/<1%,False
2026-05-26,DESPC,18.63,8x+,2.95,+2%,False
2026-05-26,DEVA,8.95,8x+,0.85,stop/<1%,False
2026-05-25,DGATE,3.13,3-5x,3.61,+3%,False
2026-05-26,DGATE,33.67,8x+,3.89,+3%,False
2026-04-27,DGGYO,3.97,3-5x,3.9,+3%,False
2026-05-26,DGGYO,11.63,8x+,0.0,stop/<1%,True
2023-04-06,DIRIT,3.46,3-5x,0.0,stop/<1%,False
2023-04-07,DIRIT,5.92,5-8x,0.0,stop/<1%,True
2023-04-12,DIRIT,3.08,3-5x,4.25,+4%,False
2023-07-11,DIRIT,3.71,3-5x,0.0,stop/<1%,False
2023-08-17,DIRIT,4.01,3-5x,0.0,stop/<1%,True
2023-08-23,DIRIT,3.41,3-5x,0.0,stop/<1%,True
2023-08-29,DIRIT,8.93,8x+,0.0,stop/<1%,False
2023-08-31,DIRIT,7.49,5-8x,0.0,stop/<1%,False
2023-09-01,DIRIT,9.2,8x+,0.0,stop/<1%,True
2023-10-27,DIRIT,3.78,3-5x,10.56,+5%+,False
2023-12-01,DIRIT,11.42,8x+,0.0,stop/<1%,False
2023-12-05,DIRIT,3.71,3-5x,1.18,+1%,True
2024-01-05,DIRIT,4.06,3-5x,0.69,stop/<1%,False
2024-01-08,DIRIT,4.74,3-5x,0.0,stop/<1%,True
2024-01-22,DIRIT,3.3,3-5x,0.0,stop/<1%,False
2024-01-23,DIRIT,5.56,5-8x,0.0,stop/<1%,False
2024-01-24,DIRIT,7.04,5-8x,0.0,stop/<1%,False
2024-01-25,DIRIT,3.55,3-5x,0.0,stop/<1%,False
2024-01-26,DIRIT,4.34,3-5x,0.0,stop/<1%,False
2024-01-30,DIRIT,3.6,3-5x,0.0,stop/<1%,True
2024-02-02,DIRIT,6.12,5-8x,17.3,+5%+,False
2024-03-01,DIRIT,3.36,3-5x,0.0,stop/<1%,True
2024-04-29,DIRIT,3.29,3-5x,9.6,+5%+,False
2024-05-03,DIRIT,3.99,3-5x,0.0,stop/<1%,True
2024-06-05,DIRIT,5.41,5-8x,0.4,stop/<1%,False
2024-06-11,DIRIT,5.35,5-8x,0.0,stop/<1%,False
2024-06-12,DIRIT,6.06,5-8x,0.0,stop/<1%,False
2024-06-13,DIRIT,6.04,5-8x,1.52,+1%,False
2024-07-16,DIRIT,3.93,3-5x,0.0,stop/<1%,False
2024-07-17,DIRIT,5.44,5-8x,0.0,stop/<1%,False
2024-07-18,DIRIT,9.61,8x+,0.0,stop/<1%,True
2024-09-18,DIRIT,3.12,3-5x,5.15,+5%+,False
2024-10-10,DIRIT,8.07,8x+,0.0,stop/<1%,True
2024-10-14,DIRIT,11.06,8x+,0.71,stop/<1%,False
2024-10-17,DIRIT,6.93,5-8x,0.0,stop/<1%,False
2024-10-18,DIRIT,6.6,5-8x,10.2,+5%+,False
2024-11-20,DIRIT,4.16,3-5x,9.86,+5%+,False
2024-11-22,DIRIT,5.34,5-8x,16.48,+5%+,False
2025-01-15,DIRIT,4.07,3-5x,4.48,+4%,False
2025-03-06,DIRIT,5.73,5-8x,0.0,stop/<1%,True
2025-03-11,DIRIT,6.51,5-8x,0.0,stop/<1%,False
2025-03-12,DIRIT,11.22,8x+,19.05,+5%+,False
2025-03-13,DIRIT,3.57,3-5x,1.0,+1%,False
2025-05-15,DIRIT,5.37,5-8x,0.0,stop/<1%,False
2025-05-22,DIRIT,6.25,5-8x,0.0,stop/<1%,False
2025-05-23,DIRIT,5.94,5-8x,0.0,stop/<1%,False
2025-05-26,DIRIT,14.82,8x+,0.0,stop/<1%,True
2025-07-03,DIRIT,3.78,3-5x,1.9,+1%,False
2025-07-30,DIRIT,5.5,5-8x,0.0,stop/<1%,True
2025-08-18,DIRIT,3.32,3-5x,0.0,stop/<1%,True
2025-08-28,DIRIT,3.93,3-5x,5.69,+5%+,False
2025-09-02,DIRIT,3.42,3-5x,16.55,+5%+,False
2025-12-05,DIRIT,4.91,3-5x,4.44,+4%,False
2025-12-08,DIRIT,4.07,3-5x,2.6,+2%,False
2025-12-11,DIRIT,3.9,3-5x,0.0,stop/<1%,True
2025-12-15,DIRIT,5.2,5-8x,0.0,stop/<1%,False
2025-12-16,DIRIT,3.81,3-5x,0.0,stop/<1%,True
2026-02-13,DIRIT,7.81,5-8x,4.11,+4%,False
2026-02-16,DIRIT,3.58,3-5x,0.0,stop/<1%,True
2026-03-27,DIRIT,3.71,3-5x,9.92,+5%+,False
2026-03-30,DIRIT,5.15,5-8x,8.26,+5%+,False
2026-03-31,DIRIT,4.24,3-5x,9.38,+5%+,False
2026-04-02,DIRIT,9.77,8x+,0.0,stop/<1%,False
2026-05-11,DIRIT,3.13,3-5x,2.9,+2%,False
2026-06-04,DIRIT,5.57,5-8x,13.55,+5%+,False
2026-05-13,DITAS,4.63,3-5x,1.43,+1%,False
2026-05-26,DITAS,63.49,8x+,1.12,+1%,True
2026-06-05,DITAS,6.04,5-8x,0.55,stop/<1%,True
2026-05-21,DMRGD,3.73,3-5x,5.59,+5%+,True
2026-05-26,DMRGD,3.59,3-5x,3.76,+3%,False
2026-05-12,DMSAS,10.68,8x+,2.64,+2%,False
2026-05-26,DMSAS,14.31,8x+,0.58,stop/<1%,False
2026-05-13,DNISI,4.0,3-5x,1.54,+1%,True
2026-05-26,DNISI,16.71,8x+,0.31,stop/<1%,False
2026-05-26,DOCO,30.89,8x+,0.0,stop/<1%,False
2026-05-22,DOFER,3.39,3-5x,3.47,+3%,False
2026-05-26,DOFER,26.06,8x+,3.93,+3%,False
2026-05-26,DOFRB,16.11,8x+,1.42,+1%,False
2026-05-26,DOKTA,22.56,8x+,1.82,+1%,False
2026-05-15,DSTKF,50.88,8x+,2.63,+2%,False
2026-05-18,DUNYH,5.72,5-8x,0.0,stop/<1%,True
2026-05-21,DUNYH,33.64,8x+,0.0,stop/<1%,True
2026-05-25,DUNYH,4.16,3-5x,2.32,+2%,True
2026-05-26,DUNYH,13.92,8x+,3.5,+3%,True
2026-05-25,DURDO,23.52,8x+,5.4,+5%+,False
2026-05-26,DURDO,45.45,8x+,4.22,+4%,False
2026-05-26,DURKN,11.91,8x+,0.37,stop/<1%,False
2026-05-26,DYOBY,9.25,8x+,0.0,stop/<1%,False
2026-05-26,DZGYO,60.32,8x+,1.93,+1%,False
2026-05-26,EBEBK,36.07,8x+,0.74,stop/<1%,False
2026-05-26,ECOGR,18.64,8x+,0.83,stop/<1%,False
2026-05-26,ECZYT,11.26,8x+,2.44,+2%,False
2026-05-26,EDATA,6.67,5-8x,0.29,stop/<1%,True
2026-05-26,EFOR,27.6,8x+,7.87,+5%+,False
2026-05-22,EGEEN,4.37,3-5x,5.29,+5%+,False
2026-05-26,EGEEN,10.7,8x+,0.39,stop/<1%,False
2026-05-26,EGEGY,6.64,5-8x,0.59,stop/<1%,False
2026-05-18,EGEPO,13.04,8x+,1.05,+1%,False
2026-05-26,EGEPO,8.11,8x+,1.76,+1%,False
2026-06-01,EGEPO,3.02,3-5x,2.46,+2%,False
2026-05-26,EGGUB,4.82,3-5x,0.48,stop/<1%,False
2026-05-26,EGPRO,21.15,8x+,1.53,+1%,False
2026-05-12,EGSER,4.61,3-5x,1.9,+1%,False
2026-05-26,EGSER,6.6,5-8x,1.37,+1%,True
2026-05-26,EKGYO,15.9,8x+,0.46,stop/<1%,False
2023-06-02,EKIZ,15.92,8x+,1.59,+1%,False
2023-06-05,EKIZ,9.55,8x+,0.0,stop/<1%,False
2023-06-06,EKIZ,23.4,8x+,0.36,stop/<1%,False
2023-06-07,EKIZ,3.43,3-5x,0.24,stop/<1%,False
2023-07-12,EKIZ,11.47,8x+,0.0,stop/<1%,False
2023-07-13,EKIZ,19.21,8x+,0.0,stop/<1%,False
2023-10-17,EKIZ,4.75,3-5x,0.0,stop/<1%,False
2023-10-24,EKIZ,4.48,3-5x,0.0,stop/<1%,False
2023-10-25,EKIZ,7.46,5-8x,0.0,stop/<1%,False
2023-10-26,EKIZ,6.79,5-8x,0.0,stop/<1%,True
2024-01-17,EKIZ,5.87,5-8x,0.0,stop/<1%,False
2024-01-24,EKIZ,4.82,3-5x,7.35,+5%+,False
2024-01-25,EKIZ,4.42,3-5x,1.08,+1%,False
2024-01-31,EKIZ,8.4,8x+,0.16,stop/<1%,False
2024-02-01,EKIZ,9.77,8x+,0.0,stop/<1%,True
2024-02-14,EKIZ,3.52,3-5x,0.0,stop/<1%,True
2024-03-04,EKIZ,3.1,3-5x,0.0,stop/<1%,False
2024-03-05,EKIZ,3.69,3-5x,0.0,stop/<1%,False
2024-03-21,EKIZ,3.41,3-5x,0.0,stop/<1%,False
2024-03-27,EKIZ,3.64,3-5x,0.0,stop/<1%,True
2024-05-07,EKIZ,4.74,3-5x,0.0,stop/<1%,False
2024-05-08,EKIZ,5.34,5-8x,10.23,+5%+,False
2024-06-13,EKIZ,4.1,3-5x,4.01,+4%,False
2024-08-05,EKIZ,4.98,3-5x,0.0,stop/<1%,True
2024-10-30,EKIZ,3.63,3-5x,3.27,+3%,False
2024-11-19,EKIZ,3.52,3-5x,2.28,+2%,False
2024-12-30,EKIZ,4.82,3-5x,0.0,stop/<1%,False
2025-01-07,EKIZ,3.44,3-5x,0.0,stop/<1%,False
2025-01-09,EKIZ,3.17,3-5x,2.17,+2%,False
2025-02-12,EKIZ,6.34,5-8x,0.0,stop/<1%,False
2025-03-04,EKIZ,6.51,5-8x,0.0,stop/<1%,True
2025-03-07,EKIZ,3.31,3-5x,0.08,stop/<1%,False
2025-05-12,EKIZ,3.13,3-5x,0.0,stop/<1%,False
2025-07-23,EKIZ,5.35,5-8x,1.86,+1%,False
2025-08-11,EKIZ,10.95,8x+,9.88,+5%+,False
2025-08-12,EKIZ,3.68,3-5x,0.0,stop/<1%,False
2025-09-09,EKIZ,3.98,3-5x,0.0,stop/<1%,False
2025-09-10,EKIZ,9.99,8x+,0.0,stop/<1%,False
2025-09-11,EKIZ,4.91,3-5x,2.42,+2%,False
2025-09-12,EKIZ,3.43,3-5x,0.0,stop/<1%,True
2025-11-05,EKIZ,3.12,3-5x,0.0,stop/<1%,True
2025-12-22,EKIZ,11.63,8x+,0.0,stop/<1%,True
2026-03-03,EKIZ,4.3,3-5x,0.0,stop/<1%,True
2026-03-04,EKIZ,11.44,8x+,6.76,+5%+,False
2026-03-05,EKIZ,4.68,3-5x,0.0,stop/<1%,False
2026-03-10,EKIZ,4.2,3-5x,0.94,stop/<1%,False
2026-04-10,EKIZ,3.49,3-5x,4.23,+4%,False
2026-04-21,EKIZ,3.08,3-5x,0.22,stop/<1%,False
2026-06-03,EKIZ,3.18,3-5x,2.99,+2%,False
2026-06-04,EKIZ,5.4,5-8x,10.23,+5%+,False
2026-05-25,EKOS,3.98,3-5x,5.9,+5%+,False
2026-05-26,EKOS,27.8,8x+,0.48,stop/<1%,True
2026-05-15,EKSUN,3.02,3-5x,2.87,+2%,True
2026-05-18,EKSUN,3.58,3-5x,0.7,stop/<1%,True
2026-05-20,EKSUN,9.8,8x+,6.76,+5%+,False
2026-05-22,EKSUN,3.49,3-5x,14.29,+5%+,False
2026-05-26,EKSUN,35.99,8x+,2.85,+2%,True
2026-05-22,ELITE,12.96,8x+,10.88,+5%+,False
2026-05-26,ELITE,13.4,8x+,0.1,stop/<1%,True
2026-05-26,EMKEL,39.86,8x+,0.0,stop/<1%,False
2026-06-05,EMKEL,9.76,8x+,0.0,stop/<1%,True
2023-03-29,EMNIS,14.46,8x+,0.23,stop/<1%,False
2023-03-30,EMNIS,9.46,8x+,4.4,+4%,False
2023-04-03,EMNIS,3.93,3-5x,0.0,stop/<1%,True
2023-06-07,EMNIS,10.18,8x+,10.0,+5%+,False
2023-06-19,EMNIS,5.43,5-8x,0.0,stop/<1%,False
2023-06-20,EMNIS,13.14,8x+,0.0,stop/<1%,False
2023-06-21,EMNIS,20.85,8x+,0.0,stop/<1%,True
2023-08-23,EMNIS,4.26,3-5x,0.0,stop/<1%,True
2023-08-28,EMNIS,18.39,8x+,0.0,stop/<1%,False
2023-08-29,EMNIS,11.29,8x+,0.0,stop/<1%,False
2023-08-31,EMNIS,7.55,5-8x,0.0,stop/<1%,True
2023-09-20,EMNIS,3.31,3-5x,0.0,stop/<1%,True
2023-10-11,EMNIS,3.18,3-5x,0.0,stop/<1%,False
2024-01-03,EMNIS,3.15,3-5x,0.0,stop/<1%,True
2024-02-05,EMNIS,3.95,3-5x,0.86,stop/<1%,False
2024-02-20,EMNIS,4.34,3-5x,21.6,+5%+,False
2024-02-22,EMNIS,3.73,3-5x,0.0,stop/<1%,False
2024-02-23,EMNIS,7.69,5-8x,0.0,stop/<1%,False
2024-02-26,EMNIS,3.8,3-5x,15.0,+5%+,False
2024-02-29,EMNIS,3.96,3-5x,21.11,+5%+,False
2024-07-02,EMNIS,4.62,3-5x,0.0,stop/<1%,False
2024-08-06,EMNIS,7.81,5-8x,18.68,+5%+,False
2024-08-07,EMNIS,13.64,8x+,6.29,+5%+,False
2024-09-16,EMNIS,5.03,5-8x,6.67,+5%+,False
2024-10-22,EMNIS,3.28,3-5x,0.98,stop/<1%,False
2024-10-31,EMNIS,3.08,3-5x,2.27,+2%,False
2024-11-20,EMNIS,5.93,5-8x,8.99,+5%+,False
2025-02-03,EMNIS,4.65,3-5x,0.0,stop/<1%,True
2025-03-10,EMNIS,4.94,3-5x,8.57,+5%+,False
2025-03-25,EMNIS,4.62,3-5x,4.03,+4%,False
2025-04-24,EMNIS,3.72,3-5x,0.62,stop/<1%,False
2025-05-05,EMNIS,8.1,8x+,0.0,stop/<1%,True
2025-05-08,EMNIS,6.23,5-8x,4.69,+4%,False
2025-05-14,EMNIS,7.75,5-8x,9.12,+5%+,False
2025-06-04,EMNIS,4.32,3-5x,0.0,stop/<1%,False
2025-06-05,EMNIS,10.25,8x+,0.0,stop/<1%,False
2025-06-10,EMNIS,13.07,8x+,14.9,+5%+,False
2025-06-12,EMNIS,8.07,8x+,5.59,+5%+,True
2025-08-08,EMNIS,3.08,3-5x,5.02,+5%+,False
2025-08-11,EMNIS,3.64,3-5x,0.0,stop/<1%,True
2025-08-12,EMNIS,6.17,5-8x,1.82,+1%,False
2025-09-26,EMNIS,6.6,5-8x,1.53,+1%,False
2025-12-25,EMNIS,6.69,5-8x,0.0,stop/<1%,True
2026-01-05,EMNIS,3.83,3-5x,2.1,+2%,False
2026-04-06,EMNIS,3.03,3-5x,1.02,+1%,False
2026-05-06,EMNIS,4.22,3-5x,4.98,+4%,False
2026-05-07,EMNIS,3.05,3-5x,9.31,+5%+,False
2026-05-08,EMNIS,10.55,8x+,2.19,+2%,False
2026-05-11,EMNIS,4.37,3-5x,0.0,stop/<1%,True
2026-05-26,EMPAE,45.67,8x+,3.33,+3%,True
2026-05-26,ENDAE,32.8,8x+,9.82,+5%+,False
2026-05-26,ENERY,9.28,8x+,0.69,stop/<1%,False
2026-05-26,ENTRA,14.99,8x+,1.06,+1%,False
2026-05-26,EPLAS,20.92,8x+,3.77,+3%,False
2026-05-07,ERBOS,12.61,8x+,0.0,stop/<1%,False
2026-05-12,ERBOS,16.96,8x+,3.72,+3%,False
2026-05-26,ERBOS,10.25,8x+,0.9,stop/<1%,False
2026-06-02,ERBOS,7.91,5-8x,0.0,stop/<1%,True
2026-05-26,ERSU,4.62,3-5x,0.78,stop/<1%,False
2026-05-15,ESCAR,4.84,3-5x,0.0,stop/<1%,True
2026-05-26,ESCAR,9.48,8x+,0.86,stop/<1%,False
2026-05-26,ESCOM,5.29,5-8x,2.53,+2%,False
2026-05-26,ESEN,5.63,5-8x,4.12,+4%,False
2026-05-26,ETILR,81.4,8x+,3.2,+3%,False
2026-05-13,ETYAT,10.08,8x+,2.5,+2%,False
2026-05-21,ETYAT,7.44,5-8x,0.0,stop/<1%,True
2026-05-25,ETYAT,4.25,3-5x,7.12,+5%+,False
2026-05-26,ETYAT,4.26,3-5x,6.27,+5%+,False
2024-10-11,EUHOL,5.58,5-8x,13.24,+5%+,False
2024-10-17,EUHOL,3.92,3-5x,14.84,+5%+,False
2024-10-18,EUHOL,3.27,3-5x,5.2,+5%+,False
2024-11-01,EUHOL,4.65,3-5x,0.0,stop/<1%,False
2024-11-06,EUHOL,3.1,3-5x,0.0,stop/<1%,True
2024-12-27,EUHOL,3.58,3-5x,0.0,stop/<1%,True
2025-01-06,EUHOL,3.68,3-5x,0.0,stop/<1%,False
2025-01-09,EUHOL,3.41,3-5x,0.0,stop/<1%,True
2025-02-24,EUHOL,5.29,5-8x,7.89,+5%+,False
2025-03-05,EUHOL,6.93,5-8x,0.0,stop/<1%,False
2025-03-12,EUHOL,3.04,3-5x,0.0,stop/<1%,False
2025-03-17,EUHOL,4.75,3-5x,8.41,+5%+,False
2025-03-18,EUHOL,5.32,5-8x,0.31,stop/<1%,False
2025-04-21,EUHOL,10.1,8x+,0.0,stop/<1%,True
2025-04-30,EUHOL,5.56,5-8x,5.87,+5%+,False
2025-08-19,EUHOL,4.62,3-5x,18.92,+5%+,False
2025-08-20,EUHOL,3.6,3-5x,0.0,stop/<1%,False
2025-09-18,EUHOL,3.38,3-5x,18.75,+5%+,False
2025-10-07,EUHOL,5.41,5-8x,12.62,+5%+,False
2025-11-03,EUHOL,5.55,5-8x,6.15,+5%+,False
2025-11-04,EUHOL,12.93,8x+,0.0,stop/<1%,False
2025-11-05,EUHOL,7.59,5-8x,0.0,stop/<1%,True
2026-01-30,EUHOL,5.85,5-8x,0.4,stop/<1%,False
2026-02-03,EUHOL,3.12,3-5x,0.0,stop/<1%,True
2026-02-25,EUHOL,4.14,3-5x,0.0,stop/<1%,False
2026-02-26,EUHOL,8.91,8x+,0.0,stop/<1%,True
2026-04-17,EUHOL,8.35,8x+,0.74,stop/<1%,False
2026-05-04,EUKYO,43.68,8x+,7.3,+5%+,False
2026-05-14,EUYO,7.26,5-8x,5.0,+5%+,True
2026-05-26,EUYO,3.05,3-5x,1.84,+1%,True
2026-05-26,EYGYO,7.59,5-8x,4.6,+4%,False
2026-05-26,FADE,28.66,8x+,3.85,+3%,False
2026-05-26,FENER,17.47,8x+,5.21,+5%+,False
2026-05-26,FLAP,21.18,8x+,8.88,+5%+,False
2026-06-01,FLAP,3.0,3-5x,0.07,stop/<1%,True
2026-05-26,FMIZP,9.55,8x+,0.17,stop/<1%,False
2026-05-26,FONET,6.12,5-8x,1.3,+1%,False
2026-05-15,FORMT,5.11,5-8x,3.54,+3%,False
2026-05-26,FORMT,16.01,8x+,2.7,+2%,False
2026-05-26,FORTE,23.79,8x+,1.47,+1%,False
2026-05-26,FRIGO,18.19,8x+,7.21,+5%+,False
2026-05-20,FRMPL,3.3,3-5x,9.22,+5%+,False
