giris_tarih,hisse,grup,kat,pos52,giris,poz_tl,cikis_tarih,cikis,sebep,getiri_%,tl_kar,max_gordugu_%,dakika
2026-05-18,ISSEN,kumulatif,5.14,,10.52,100000.0,2026-05-20,10.8356,hedef,2.97,2967.0,5.51,60
2026-06-01,ZRGYO,kumulatif,5.89,,14.89,102967.0,2026-06-01,15.3367,hedef,2.97,3055.0,3.56,60
