tarih,hisse,tf,giris_rapor,giris_sim,sebep_rapor,sebep_sim,getiri_rapor,getiri_sim,durum,hatalar,kat,getiri_%
2026-03-17,EFOR,15dk,13.92,13.92,gun_sonu,gun_sonu,-0.03,-0.03,PASS,,5.2,-0.03
2026-03-17,KLSER,15dk,25.52,25.52,gun_sonu,gun_sonu,1.38,1.38,PASS,,7.1,1.38
2026-03-18,DMRGD,15dk,4.41,4.41,hedef,hedef,2.97,2.97,PASS,,7.4,2.97
2026-03-18,LINK,15dk,6.4,6.4,hedef,hedef,2.97,2.97,PASS,,13.2,2.97
2026-03-18,MARKA,15dk,30.64,30.64,hedef,hedef,2.97,2.97,PASS,,7.7,2.97
2026-03-19,ACSEL,15dk,100.0,100.0,gun_sonu,gun_sonu,2.77,2.77,PASS,,5.8,2.77
2026-03-19,AKENR,15dk,9.67,9.67,gun_sonu,gun_sonu,0.28,0.28,PASS,,7.2,0.28
2026-03-19,AKFIS,15dk,39.3,39.3,hedef,hedef,2.97,2.97,PASS,,47.5,2.97
2026-03-19,AKYHO,15dk,2.63,2.63,hedef,hedef,2.97,2.97,PASS,,5.8,2.97
2026-03-19,ALCAR,15dk,752.5,752.5,gun_sonu,gun_sonu,0.3,0.3,PASS,,6.1,0.3
2026-03-19,ALKLC,15dk,296.0,296.0,hedef,hedef,2.97,2.97,PASS,,22.3,2.97
2026-03-19,ANELE,15dk,13.93,13.93,gun_sonu,gun_sonu,0.61,0.61,PASS,,12.7,0.61
2026-03-19,ANGEN,15dk,10.27,10.27,gun_sonu,gun_sonu,0.65,0.65,PASS,,5.7,0.65
2026-03-19,ARENA,15dk,25.06,25.06,gun_sonu,gun_sonu,-0.83,-0.83,PASS,,15.7,-0.83
2026-03-19,AZTEK,15dk,4.07,4.07,gun_sonu,gun_sonu,0.21,0.21,PASS,,13.4,0.21
2026-03-19,BAHKM,15dk,144.3,144.3,hedef,hedef,2.97,2.97,PASS,,76.4,2.97
2026-03-19,BALSU,15dk,14.18,14.18,gun_sonu,gun_sonu,-0.17,-0.17,PASS,,8.9,-0.17
2026-03-19,BANVT,15dk,155.0,155.0,gun_sonu,gun_sonu,-0.48,-0.48,PASS,,36.5,-0.48
2026-03-19,BAYRK,15dk,4.59,4.59,gun_sonu,gun_sonu,-0.9,-0.9,PASS,,25.8,-0.9
2026-03-19,BEGYO,15dk,4.24,4.24,gun_sonu,gun_sonu,-0.74,-0.74,PASS,,11.8,-0.74
2026-03-19,BFREN,15dk,141.4,141.4,gun_sonu,gun_sonu,0.25,0.25,PASS,,8.7,0.25
2026-03-19,BIENY,15dk,23.14,23.14,gun_sonu,gun_sonu,1.18,1.18,PASS,,5.5,1.18
2026-03-19,BIGEN,15dk,8.71,8.71,gun_sonu,gun_sonu,-0.26,-0.26,PASS,,10.3,-0.26
2026-03-19,BIGTK,15dk,242.4,242.4,hedef,hedef,2.97,2.97,PASS,,118.1,2.97
2026-03-19,BINBN,15dk,160.4,160.4,gun_sonu,gun_sonu,-0.34,-0.34,PASS,,16.0,-0.34
2026-03-19,BOBET,15dk,19.59,19.59,gun_sonu,gun_sonu,-2.02,-2.02,PASS,,111.7,-2.02
2026-03-19,BORLS,15dk,2.87,2.87,gun_sonu,gun_sonu,-1.43,-1.43,PASS,,9.0,-1.43
2026-03-19,BUCIM,15dk,6.11,6.11,gun_sonu,gun_sonu,0.29,0.29,PASS,,5.7,0.29
2026-03-19,CEMTS,15dk,10.38,10.38,gun_sonu,gun_sonu,0.74,0.74,PASS,,6.3,0.74
2026-03-19,CEOEM,15dk,21.52,21.52,gun_sonu,gun_sonu,0.34,0.34,PASS,,19.4,0.34
2026-03-19,CMBTN,15dk,1710.0,1710.0,gun_sonu,gun_sonu,0.61,0.61,PASS,,17.2,0.61
2026-03-19,DCTTR,15dk,8.31,8.31,hedef,hedef,2.97,2.97,PASS,,38.1,2.97
2026-03-19,DERHL,15dk,14.42,14.42,gun_sonu,gun_sonu,0.18,0.18,PASS,,7.8,0.18
2026-03-19,DESPC,15dk,37.74,37.74,hedef,hedef,2.97,2.97,PASS,,5.9,2.97
2026-03-19,DGNMO,15dk,3.88,3.88,gun_sonu,gun_sonu,1.26,1.26,PASS,,16.6,1.26
2026-03-19,DNISI,15dk,19.74,19.74,gun_sonu,gun_sonu,-0.24,-0.24,PASS,,7.7,-0.24
2026-03-19,DSTKF,15dk,1840.0,1840.0,hedef,hedef,2.97,2.97,PASS,,12.3,2.97
2026-03-19,DYOBY,15dk,13.34,13.34,gun_sonu,gun_sonu,-1.98,-1.98,PASS,,29.8,-1.98
2026-03-19,EFOR,15dk,11.28,11.28,gun_sonu,gun_sonu,-0.03,-0.03,PASS,,69.2,-0.03
2026-03-19,EGEEN,15dk,5892.5,5892.5,gun_sonu,gun_sonu,0.43,0.43,PASS,,9.8,0.43
2026-03-19,EGSER,15dk,2.88,2.88,gun_sonu,gun_sonu,1.36,1.36,PASS,,5.8,1.36
2026-03-19,ELITE,15dk,28.36,28.36,gun_sonu,gun_sonu,-0.03,-0.03,PASS,,11.8,-0.03
2026-03-19,EMKEL,15dk,20.28,20.28,hedef,hedef,2.97,2.97,PASS,,321.8,2.97
2026-03-19,ERCB,15dk,51.85,51.85,gun_sonu,gun_sonu,-2.44,-2.44,PASS,,17.2,-2.44
2026-03-19,ESCAR,15dk,30.2,30.2,gun_sonu,gun_sonu,0.23,0.23,PASS,,11.0,0.23
2026-03-19,ESEN,15dk,3.95,3.95,gun_sonu,gun_sonu,0.98,0.98,PASS,,15.2,0.98
2026-03-19,ETILR,15dk,3.87,3.87,gun_sonu,gun_sonu,-0.29,-0.29,PASS,,9.8,-0.29
2026-03-19,FENER,15dk,2.71,2.71,hedef,hedef,2.97,2.97,PASS,,9.5,2.97
2026-03-19,FORMT,15dk,2.87,2.87,hedef,hedef,2.97,2.97,PASS,,55.7,2.97
2026-03-19,FORTE,15dk,97.05,97.05,hedef,hedef,2.97,2.97,PASS,,33.5,2.97
2026-03-19,FZLGY,15dk,16.7,16.7,hedef,hedef,2.97,2.97,PASS,,235.3,2.97
2026-03-19,GIPTA,15dk,70.05,70.05,hedef,hedef,2.97,2.97,PASS,,19.4,2.97
2026-03-19,GOODY,15dk,2.50459696,2.5046,hedef,hedef,2.97,2.97,PASS,,9.4,2.97
2026-03-19,GZNMI,15dk,57.55,57.55,hedef,hedef,2.97,2.97,PASS,,12.7,2.97
2026-03-19,HATEK,15dk,15.4,15.4,gun_sonu,gun_sonu,1.79,1.79,PASS,,8.5,1.79
2026-03-19,HATSN,15dk,37.22,37.22,gun_sonu,gun_sonu,0.18,0.18,PASS,,12.5,0.18
2026-03-19,HTTBT,15dk,37.2,37.2,gun_sonu,gun_sonu,-0.25,-0.25,PASS,,17.2,-0.25
2026-03-19,HUNER,15dk,3.1,3.1,gun_sonu,gun_sonu,-0.03,-0.03,PASS,,23.9,-0.03
2026-03-19,IHLAS,15dk,1.54920839,1.5492,gun_sonu,gun_sonu,-0.03,-0.03,PASS,,7.8,-0.03
2026-03-19,IHYAY,15dk,1.76,1.76,gun_sonu,gun_sonu,-0.6,-0.6,PASS,,13.7,-0.6
2026-03-19,INGRM,15dk,382.75,382.75,gun_sonu,gun_sonu,-0.23,-0.23,PASS,,8.6,-0.23
2026-03-19,ISGSY,15dk,24.9362202,24.9362,hedef,hedef,2.97,2.97,PASS,,16.5,2.97
2026-03-19,ISSEN,15dk,7.17,7.17,gun_sonu,gun_sonu,1.78,1.78,PASS,,6.8,1.78
2026-03-19,JANTS,15dk,16.98,16.98,gun_sonu,gun_sonu,-0.5,-0.5,PASS,,23.1,-0.5
2026-03-19,KARTN,15dk,70.0,70.0,stop,stop,-3.03,-3.03,PASS,,8.2,-3.03
2026-03-19,KFEIN,15dk,8.68,8.68,gun_sonu,gun_sonu,0.08,0.08,PASS,,8.0,0.08
2026-03-19,KLRHO,15dk,118.4,118.4,hedef,hedef,2.97,2.97,PASS,,42.8,2.97
2026-03-19,KLSER,15dk,26.0,26.0,hedef,hedef,2.97,2.97,PASS,,154.7,2.97
2026-03-19,KLSYN,15dk,9.79,9.79,hedef,hedef,2.97,2.97,PASS,,29.0,2.97
2026-03-19,KLYPV,15dk,55.55,55.55,gun_sonu,gun_sonu,1.95,1.95,PASS,,7.0,1.95
2026-03-19,KNFRT,15dk,10.9,10.9,gun_sonu,gun_sonu,-1.13,-1.13,PASS,,14.0,-1.13
2026-03-19,KOTON,15dk,15.1,15.1,gun_sonu,gun_sonu,1.09,1.09,PASS,,14.0,1.09
2026-03-19,KRGYO,15dk,2.75,2.75,gun_sonu,gun_sonu,0.33,0.33,PASS,,20.9,0.33
2026-03-19,KUYAS,15dk,76.45,76.45,hedef,hedef,2.97,2.97,PASS,,11.5,2.97
2026-03-19,LIDER,15dk,96.0,96.0,hedef,hedef,2.97,2.97,PASS,,5.7,2.97
2026-03-19,LINK,15dk,6.42,6.42,stop,stop,-3.03,-3.03,PASS,,49.5,-3.03
2026-03-19,MAKIM,15dk,15.43,15.43,gun_sonu,gun_sonu,-1.52,-1.52,PASS,,13.2,-1.52
2026-03-19,MARMR,15dk,2.54,2.54,hedef,hedef,2.97,2.97,PASS,,233.3,2.97
2026-03-19,MARTI,15dk,1.46,1.46,gun_sonu,gun_sonu,-1.4,-1.4,PASS,,20.6,-1.4
2026-03-19,MEDTR,15dk,28.4,28.4,gun_sonu,gun_sonu,-0.67,-0.67,PASS,,6.8,-0.67
2026-03-19,MERCN,15dk,16.76,16.76,gun_sonu,gun_sonu,1.4,1.4,PASS,,9.0,1.4
2026-03-19,MRSHL,15dk,1397.0,1397.0,gun_sonu,gun_sonu,0.9,0.9,PASS,,14.6,0.9
2026-03-19,NATEN,15dk,7.18,7.18,gun_sonu,gun_sonu,0.11,0.11,PASS,,19.3,0.11
2026-03-19,ONRYT,15dk,58.85,58.85,gun_sonu,gun_sonu,-0.37,-0.37,PASS,,10.1,-0.37
2026-03-19,ORGE,15dk,67.4,67.4,gun_sonu,gun_sonu,0.12,0.12,PASS,,7.8,0.12
2026-03-19,OSMEN,15dk,7.44,7.44,gun_sonu,gun_sonu,0.1,0.1,PASS,,29.5,0.1
2026-03-19,OSTIM,15dk,2.0666644,2.0667,gun_sonu,gun_sonu,-0.03,-0.03,PASS,,10.3,-0.03
2026-03-19,OTTO,15dk,304.0,304.0,gun_sonu,gun_sonu,2.6,2.6,PASS,,8.3,2.6
2026-03-19,PAGYO,15dk,102.1,102.1,hedef,hedef,2.97,2.97,PASS,,10.5,2.97
2026-03-19,PAMEL,15dk,81.4,81.4,gun_sonu,gun_sonu,0.83,0.83,PASS,,15.2,0.83
2026-03-19,PAPIL,15dk,16.08,16.08,gun_sonu,gun_sonu,-2.02,-2.02,PASS,,14.6,-2.02
2026-03-19,PATEK,15dk,17.68,17.68,gun_sonu,gun_sonu,-0.77,-0.77,PASS,,12.9,-0.77
2026-03-19,PKENT,15dk,155.6,155.6,gun_sonu,gun_sonu,-0.68,-0.68,PASS,,13.6,-0.68
2026-03-19,POLTK,15dk,5050.0,5050.0,gun_sonu,gun_sonu,-1.07,-1.07,PASS,,5.7,-1.07
2026-03-19,QUAGR,15dk,3.05,3.05,gun_sonu,gun_sonu,2.26,2.26,PASS,,9.9,2.26
2026-03-19,RAYSG,15dk,199.8,199.8,gun_sonu,gun_sonu,0.57,0.57,PASS,,13.2,0.57
2026-03-19,SANFM,15dk,7.04,7.04,gun_sonu,gun_sonu,-1.03,-1.03,PASS,,12.0,-1.03
2026-03-19,SEGMN,15dk,55.4,55.4,hedef,hedef,2.97,2.97,PASS,,93.4,2.97
2026-03-19,SERNT,15dk,8.04,8.04,stop,stop,-3.03,-3.03,PASS,,22.6,-3.03
2026-03-19,SMRVA,15dk,11.868431,11.8684,gun_sonu,gun_sonu,0.3,0.3,PASS,,45.1,0.3
2026-03-19,SNICA,15dk,3.8,3.8,gun_sonu,gun_sonu,0.49,0.49,PASS,,8.3,0.49
2026-03-19,SUWEN,15dk,9.11,9.11,gun_sonu,gun_sonu,-1.24,-1.24,PASS,,10.6,-1.24
2026-03-19,TBORG,15dk,149.1,149.1,gun_sonu,gun_sonu,0.17,0.17,PASS,,5.3,0.17
2026-03-19,TEKTU,15dk,8.89,8.89,gun_sonu,gun_sonu,-0.26,-0.26,PASS,,17.5,-0.26
2026-03-19,TKNSA,15dk,22.02,22.02,gun_sonu,gun_sonu,0.6,0.6,PASS,,5.1,0.6
2026-03-19,TRILC,15dk,2.47934864,2.4793,gun_sonu,gun_sonu,-0.03,-0.03,PASS,,5.4,-0.03
2026-03-19,TTRAK,15dk,457.0,457.0,gun_sonu,gun_sonu,0.35,0.35,PASS,,15.0,0.35
2026-03-19,TUCLK,15dk,4.49,4.49,hedef,hedef,2.97,2.97,PASS,,34.5,2.97
2026-03-19,TUKAS,15dk,2.33,2.33,gun_sonu,gun_sonu,-0.03,-0.03,PASS,,8.6,-0.03
2026-03-19,TUREX,15dk,7.71,7.71,stop,stop,-3.03,-3.03,PASS,,50.9,-3.03
2026-03-19,TURGG,15dk,27.78,27.78,hedef,hedef,2.97,2.97,PASS,,14.6,2.97
2026-03-19,USAK,15dk,1.63,1.63,gun_sonu,gun_sonu,-0.03,-0.03,PASS,,16.3,-0.03
2026-03-19,VESBE,15dk,7.31,7.31,gun_sonu,gun_sonu,-2.63,-2.63,PASS,,12.1,-2.63
2026-03-19,VKING,15dk,26.36,26.36,gun_sonu,gun_sonu,-2.01,-2.01,PASS,,66.6,-2.01
2026-03-19,VSNMD,15dk,77.0,77.0,gun_sonu,gun_sonu,0.42,0.42,PASS,,10.4,0.42
2026-03-19,YAYLA,15dk,23.94,23.94,gun_sonu,gun_sonu,-1.29,-1.29,PASS,,40.7,-1.29
2026-03-19,YESIL,15dk,1.57,1.57,stop,stop,-3.03,-3.03,PASS,,94.3,-3.03
2026-03-19,YIGIT,15dk,22.5,22.5,gun_sonu,gun_sonu,-0.66,-0.66,PASS,,10.4,-0.66
2026-03-23,EFOR,15dk,10.16,10.16,gun_sonu,gun_sonu,-0.03,-0.03,PASS,,7.5,-0.03
2026-03-25,EFOR,15dk,8.4,8.4,hedef,hedef,2.97,2.97,PASS,,26.3,2.97
2026-03-25,YYAPI,1dk,1.13,1.13,hedef,hedef,2.97,2.97,PASS,,23.4,2.97
2026-03-26,GOODY,15dk,2.63426758,2.6343,hedef,hedef,2.97,2.97,PASS,,11.6,2.97
2026-03-26,RUBNS,15dk,40.46,40.46,hedef,hedef,2.97,2.97,PASS,,11.5,2.97
2026-03-27,HATSN,15dk,38.6,38.6,stop,stop,-3.03,-3.03,PASS,,7.6,-3.03
2026-03-31,AYEN,15dk,32.12,32.12,hedef,hedef,2.97,2.97,PASS,,11.7,2.97
2026-03-31,MOBTL,15dk,12.0,12.0,stop,stop,-3.03,-3.03,PASS,,7.4,-3.03
2026-04-01,ADEL,15dk,41.5,41.5,hedef,hedef,2.97,2.97,PASS,,5.7,2.97
2026-04-01,RUBNS,15dk,43.5,43.5,hedef,hedef,2.97,2.97,PASS,,10.8,2.97
2026-04-01,VKING,15dk,26.98,26.98,stop,stop,-3.03,-3.03,PASS,,5.0,-3.03
2026-04-02,BEGYO,15dk,4.62,4.62,hedef,hedef,2.97,2.97,PASS,,9.1,2.97
2026-04-02,KNFRT,15dk,10.69,10.69,gun_sonu,gun_sonu,-0.59,-0.59,PASS,,5.2,-0.59
2026-04-02,MARTI,15dk,1.54,1.54,hedef,hedef,2.97,2.97,PASS,,5.4,2.97
2026-04-02,QUAGR,15dk,3.24,3.24,hedef,hedef,2.97,2.97,PASS,,5.2,2.97
2026-04-02,SMRVA,15dk,12.38958,12.3896,hedef,hedef,2.97,2.97,PASS,,7.6,2.97
2026-04-02,TSGYO,15dk,6.33,6.33,hedef,hedef,2.97,2.97,PASS,,26.8,2.97
2026-04-03,BORLS,15dk,3.25,3.25,stop,stop,-3.03,-3.03,PASS,,9.0,-3.03
2026-04-03,ERCB,15dk,57.9,57.9,hedef,hedef,2.97,2.97,PASS,,8.2,2.97
2026-04-03,FADE,15dk,17.4,17.4,hedef,hedef,2.97,2.97,PASS,,8.1,2.97
2026-04-03,TURGG,15dk,29.08,29.08,gun_sonu,gun_sonu,0.04,0.04,PASS,,9.1,0.04
2026-04-07,CEOEM,15dk,23.08,23.08,gun_sonu,gun_sonu,0.66,0.66,PASS,,5.7,0.66
2026-04-07,POLHO,15dk,25.02,25.02,stop,stop,-3.03,-3.03,PASS,,5.8,-3.03
2026-04-08,LKMNH,15dk,15.02,15.02,gun_sonu,gun_sonu,1.83,1.83,PASS,,7.3,1.83
2026-04-08,RGYAS,15dk,175.4,175.4,stop,stop,-3.03,-3.03,PASS,,5.8,-3.03
2026-04-08,SNICA,15dk,3.93,3.93,gun_sonu,gun_sonu,-0.29,-0.29,PASS,,7.0,-0.29
2026-04-09,VRGYO,15dk,2.3,2.3,hedef,hedef,2.97,2.97,PASS,,5.7,2.97
2026-04-10,BORLS,15dk,3.93,3.93,gun_sonu,gun_sonu,1.49,1.49,PASS,,13.6,1.49
2026-04-13,ALCAR,15dk,740.0,740.0,gun_sonu,gun_sonu,0.98,0.98,PASS,,5.3,0.98
2026-04-13,OZATD,15dk,260.0,260.0,stop,stop,-3.03,-3.03,PASS,,22.5,-3.03
2026-04-13,SMRVA,15dk,15.53614,15.5361,hedef,hedef,2.97,2.97,PASS,,6.0,2.97
2026-04-13,TMPOL,15dk,600.0,600.0,hedef,hedef,2.97,2.97,PASS,,13.4,2.97
2026-04-14,GEREL,15dk,35.76,35.76,hedef,hedef,2.97,2.97,PASS,,7.4,2.97
2026-04-15,ARENA,15dk,28.64,28.64,stop,stop,-3.03,-3.03,PASS,,15.8,-3.03
2026-04-15,GENTS,15dk,6.89,6.89,hedef,hedef,2.97,2.97,PASS,,31.7,2.97
2026-04-15,OZATD,15dk,280.0,280.0,hedef,hedef,2.97,2.97,PASS,,9.4,2.97
2026-04-15,SNPAM,1dk,20.06,20.06,hedef,hedef,2.97,2.97,PASS,,6.0,2.97
2026-04-15,VSNMD,15dk,91.6,91.6,hedef,hedef,2.97,2.97,PASS,,11.4,2.97
2026-04-16,ADESE,15dk,1.13,1.13,hedef,hedef,2.97,2.97,PASS,,8.7,2.97
2026-04-16,SMRVA,15dk,20.511638,20.5116,hedef,hedef,2.97,2.97,PASS,,6.5,2.97
2026-04-16,SUWEN,15dk,9.4,9.4,hedef,hedef,2.97,2.97,PASS,,5.4,2.97
2026-04-16,VSNMD,15dk,102.1,102.1,hedef,hedef,2.97,2.97,PASS,,30.3,2.97
2026-04-17,MERCN,15dk,19.76,19.76,hedef,hedef,2.97,2.97,PASS,,16.5,2.97
2026-04-20,AKCNS,15dk,223.0,223.0,stop,stop,-3.03,-3.03,PASS,,35.5,-3.03
2026-04-20,AKYHO,15dk,2.69,2.69,hedef,hedef,2.97,2.97,PASS,,7.2,2.97
2026-04-20,ALCAR,15dk,807.5,807.5,gun_sonu,gun_sonu,0.09,0.09,PASS,,9.9,0.09
2026-04-20,BANVT,15dk,162.0,162.0,hedef,hedef,2.97,2.97,PASS,,9.9,2.97
2026-04-20,CRFSA,15dk,200.0,200.0,stop,stop,-3.03,-3.03,PASS,,10.3,-3.03
2026-04-20,DURDO,15dk,4.6,4.6,hedef,hedef,2.97,2.97,PASS,,15.4,2.97
2026-04-20,ELITE,15dk,30.46,30.46,hedef,hedef,2.97,2.97,PASS,,7.4,2.97
2026-04-20,FENER,15dk,2.9,2.9,gun_sonu,gun_sonu,-0.38,-0.38,PASS,,18.9,-0.38
2026-04-20,HATEK,15dk,16.55,16.55,stop,stop,-3.03,-3.03,PASS,,10.4,-3.03
2026-04-20,IZFAS,15dk,70.55,70.55,stop,stop,-3.03,-3.03,PASS,,7.7,-3.03
2026-04-20,KLRHO,15dk,121.8,121.8,hedef,hedef,2.97,2.97,PASS,,5.0,2.97
2026-04-20,KRGYO,15dk,2.91,2.91,gun_sonu,gun_sonu,-1.41,-1.41,PASS,,11.0,-1.41
2026-04-20,MEGAP,1dk,2.86,2.86,hedef,hedef,2.97,2.97,PASS,,5.3,2.97
2026-04-20,PAPIL,15dk,18.5,18.5,stop,stop,-3.03,-3.03,PASS,,11.4,-3.03
2026-04-20,PRDGS,15dk,8.18,8.18,gun_sonu,gun_sonu,1.68,1.68,PASS,,20.1,1.68
2026-04-20,SKYLP,15dk,328.25,328.25,hedef,hedef,2.97,2.97,PASS,,5.4,2.97
2026-04-21,KARTN,15dk,101.0,101.0,stop,stop,-3.03,-3.03,PASS,,7.5,-3.03
2026-04-21,TCKRC,15dk,104.5,104.5,hedef,hedef,2.97,2.97,PASS,,7.4,2.97
2026-04-21,ULUSE,15dk,247.6,247.6,hedef,hedef,2.97,2.97,PASS,,6.8,2.97
2026-04-22,ESEN,15dk,4.9,4.9,hedef,hedef,2.97,2.97,PASS,,29.5,2.97
2026-04-22,PKART,15dk,100.0,100.0,hedef,hedef,2.97,2.97,PASS,,14.2,2.97
2026-04-22,SAMAT,15dk,5.74,5.74,stop,stop,-3.03,-3.03,PASS,,8.7,-3.03
2026-04-24,HOROZ,15dk,73.0,73.0,hedef,hedef,2.97,2.97,PASS,,50.3,2.97
2026-04-24,SEKUR,15dk,8.34,8.34,hedef,hedef,2.97,2.97,PASS,,6.0,2.97
2026-04-27,MEGMT,15dk,81.5,81.5,hedef,hedef,2.97,2.97,PASS,,5.6,2.97
2026-04-27,YESIL,15dk,1.71,1.71,hedef,hedef,2.97,2.97,PASS,,11.0,2.97
2026-04-28,KRDMB,15dk,78.0,78.0,hedef,hedef,2.97,2.97,PASS,,9.0,2.97
2026-04-29,ARASE,15dk,111.1,111.1,stop,stop,-3.03,-3.03,PASS,,9.6,-3.03
2026-04-29,BIENY,15dk,22.3,22.3,hedef,hedef,2.97,2.97,PASS,,10.7,2.97
2026-04-29,GWIND,15dk,29.98,29.98,hedef,hedef,2.97,2.97,PASS,,9.2,2.97
2026-04-29,GZNMI,15dk,64.6,64.6,hedef,hedef,2.97,2.97,PASS,,6.6,2.97
2026-04-29,ISDMR,15dk,45.0,45.0,hedef,hedef,2.97,2.97,PASS,,7.2,2.97
2026-04-30,A1YEN,15dk,3.43934584,3.4393,gun_sonu,gun_sonu,1.14,1.14,PASS,,11.5,1.14
2026-04-30,MANAS,15dk,29.6,29.6,stop,stop,-3.03,-3.03,PASS,,13.3,-3.03
2026-05-04,ALGYO,15dk,6.55,6.55,hedef,hedef,2.97,2.97,PASS,,11.2,2.97
2026-05-04,DESPC,15dk,40.52,40.52,hedef,hedef,2.97,2.97,PASS,,12.2,2.97
2026-05-04,VESBE,15dk,7.15,7.15,stop,stop,-3.03,-3.03,PASS,,6.1,-3.03
2026-05-05,ACSEL,15dk,133.0,133.0,hedef,hedef,2.97,2.97,PASS,,23.0,2.97
2026-05-05,CELHA,15dk,14.7,14.7,hedef,hedef,2.97,2.97,PASS,,5.3,2.97
2026-05-05,HURGZ,15dk,8.99,8.99,hedef,hedef,2.97,2.97,PASS,,5.5,2.97
2026-05-05,KGYO,15dk,11.9,11.9,hedef,hedef,2.97,2.97,PASS,,16.1,2.97
2026-05-05,LINK,15dk,6.27,6.27,hedef,hedef,2.97,2.97,PASS,,18.4,2.97
2026-05-05,NTGAZ,15dk,13.39,13.39,hedef,hedef,2.97,2.97,PASS,,34.3,2.97
2026-05-06,IHYAY,15dk,1.83,1.83,gun_sonu,gun_sonu,1.61,1.61,PASS,,9.0,1.61
2026-05-06,MEGMT,15dk,85.8,85.8,gun_sonu,gun_sonu,-0.73,-0.73,PASS,,5.0,-0.73
2026-05-06,TATGD,15dk,19.24,19.24,gun_sonu,gun_sonu,2.93,2.93,PASS,,20.9,2.93
2026-05-07,GEDZA,15dk,34.48,34.48,stop,stop,-3.03,-3.03,PASS,,14.6,-3.03
2026-05-07,MERKO,15dk,2.45,2.45,hedef,hedef,2.97,2.97,PASS,,18.5,2.97
2026-05-07,PAGYO,15dk,141.2,141.2,hedef,hedef,2.97,2.97,PASS,,9.0,2.97
2026-05-07,RGYAS,15dk,195.0,195.0,stop,stop,-3.03,-3.03,PASS,,7.3,-3.03
2026-05-07,SURGY,15dk,75.2,75.2,hedef,hedef,2.97,2.97,PASS,,15.2,2.97
2026-05-08,PAGYO,15dk,142.7,142.7,hedef,hedef,2.97,2.97,PASS,,6.8,2.97
2026-05-11,ANGEN,15dk,14.13,14.13,hedef,hedef,2.97,2.97,PASS,,32.4,2.97
2026-05-11,BIGTK,15dk,215.0,215.0,stop,stop,-3.03,-3.03,PASS,,6.0,-3.03
2026-05-11,BIZIM,15dk,35.0,35.0,hedef,hedef,2.97,2.97,PASS,,31.9,2.97
2026-05-11,BVSAN,15dk,157.9,157.9,stop,stop,-3.03,-3.03,PASS,,14.2,-3.03
2026-05-11,FONET,15dk,6.0,6.0,hedef,hedef,2.97,2.97,PASS,,10.7,2.97
2026-05-11,KRDMB,15dk,92.5,92.5,hedef,hedef,2.97,2.97,PASS,,15.0,2.97
2026-05-11,OZSUB,15dk,30.2,30.2,gun_sonu,gun_sonu,-0.7,-0.7,PASS,,7.9,-0.7
2026-05-11,TBORG,15dk,151.2,151.2,gun_sonu,gun_sonu,-1.88,-1.88,PASS,,7.6,-1.88
2026-05-11,ZEDUR,15dk,11.3,11.3,hedef,hedef,2.97,2.97,PASS,,21.2,2.97
2026-05-12,A1YEN,15dk,3.99,3.99,hedef,hedef,2.97,2.97,PASS,,5.8,2.97
2026-05-12,ARASE,15dk,114.8,114.8,hedef,hedef,2.97,2.97,PASS,,19.4,2.97
2026-05-12,BALSU,15dk,15.2,15.2,gun_sonu,gun_sonu,-1.88,-1.88,PASS,,5.5,-1.88
2026-05-12,BIGTK,15dk,228.0,228.0,gun_sonu,gun_sonu,2.07,2.07,PASS,,17.3,2.07
2026-05-12,ERBOS,15dk,217.9,217.9,hedef,hedef,2.97,2.97,PASS,,17.0,2.97
2026-05-12,ESEN,15dk,4.17,4.17,hedef,hedef,2.97,2.97,PASS,,8.0,2.97
2026-05-12,KORDS,15dk,73.0,73.0,hedef,hedef,2.97,2.97,PASS,,7.3,2.97
2026-05-12,KRVGD,15dk,3.35,3.35,stop,stop,-3.03,-3.03,PASS,,15.9,-3.03
2026-05-12,RTALB,15dk,4.78,4.78,stop,stop,-3.03,-3.03,PASS,,9.0,-3.03
2026-05-12,TBORG,15dk,141.4,141.4,gun_sonu,gun_sonu,0.18,0.18,PASS,,16.2,0.18
2026-05-12,TCKRC,15dk,118.0,118.0,hedef,hedef,2.97,2.97,PASS,,5.2,2.97
2026-05-13,AKENR,15dk,13.85,13.85,hedef,hedef,2.97,2.97,PASS,,7.0,2.97
2026-05-13,ATATP,15dk,193.7,193.7,hedef,hedef,2.97,2.97,PASS,,8.6,2.97
2026-05-13,BAKAB,15dk,50.5,50.5,stop,stop,-3.03,-3.03,PASS,,13.2,-3.03
2026-05-13,BIGTK,15dk,238.6,238.6,stop,stop,-3.03,-3.03,PASS,,10.7,-3.03
2026-05-13,RGYAS,15dk,173.0,173.0,hedef,hedef,2.97,2.97,PASS,,13.3,2.97
2026-05-13,ULUSE,15dk,266.25,266.25,hedef,hedef,2.97,2.97,PASS,,8.7,2.97
2026-05-14,ALCAR,15dk,771.5,771.5,gun_sonu,gun_sonu,0.68,0.68,PASS,,32.9,0.68
2026-05-14,BRLSM,15dk,18.1,18.1,hedef,hedef,2.97,2.97,PASS,,50.5,2.97
2026-05-14,KRDMB,15dk,94.5,94.5,hedef,hedef,2.97,2.97,PASS,,11.9,2.97
2026-05-15,FORMT,15dk,2.6,2.6,gun_sonu,gun_sonu,-1.57,-1.57,PASS,,5.1,-1.57
2026-05-15,GARFA,1dk,33.5,33.5,hedef,hedef,2.97,2.97,PASS,,5.3,2.97
