tarih,hisse,tf,giris_rapor,giris_sim,sebep_rapor,sebep_sim,getiri_rapor,getiri_sim,durum,hatalar,kat,getiri_%
2026-05-18,DUNYH,15dk,144.2,144.2,hedef,hedef,2.97,2.97,PASS,,5.7,2.97
2026-05-18,GARFA,1dk,35.66,35.66,stop,stop,-3.03,-3.03,PASS,,6.8,-3.03
2026-05-18,GSDHO,15dk,6.0,6.0,hedef,hedef,2.97,2.97,PASS,,8.1,2.97
2026-05-18,ISSEN,1dk,10.04,10.04,hedef,hedef,2.97,2.97,PASS,,119.0,2.97
2026-05-18,JANTS,15dk,18.98,18.98,stop,stop,-3.03,-3.03,PASS,,6.5,-3.03
2026-05-20,EKSUN,1dk,7.4,7.4,hedef,hedef,2.97,2.97,PASS,,9.8,2.97
2026-05-20,LKMNH,1dk,15.2,15.2,hedef,hedef,2.97,2.97,PASS,,17.0,2.97
2026-05-21,BAKAB,15dk,52.2,52.2,stop,stop,-3.03,-3.03,PASS,,9.4,-3.03
2026-05-21,BIGTK,15dk,211.5,211.5,hedef,hedef,2.97,2.97,PASS,,56.0,2.97
2026-05-21,DAPGM,1dk,9.77,9.77,hedef,hedef,2.97,2.97,PASS,,6.2,2.97
2026-05-21,VERUS,15dk,571.5,571.5,gun_sonu,gun_sonu,0.23,0.23,PASS,,5.7,0.23
2026-05-21,VRGYO,1dk,2.21,2.21,stop,stop,-3.03,-3.03,PASS,,5.4,-3.03
2026-05-22,ALVES,1dk,2.6,2.6,hedef,hedef,2.97,2.97,PASS,,8.0,2.97
2026-05-22,GUNDG,1dk,1100.0,1100.0,hedef,hedef,2.97,2.97,PASS,,9.2,2.97
2026-05-22,ICBCT,15dk,22.5,22.5,hedef,hedef,2.97,2.97,PASS,,14.2,2.97
2026-05-22,KOPOL,1dk,5.03,5.03,hedef,hedef,2.97,2.97,PASS,,44.1,2.97
2026-05-22,NTHOL,1dk,35.12,35.12,hedef,hedef,2.97,2.97,PASS,,5.6,2.97
2026-05-22,VERTU,15dk,35.02,35.02,hedef,hedef,2.97,2.97,PASS,,6.6,2.97
2026-05-22,VERUS,15dk,573.0,573.0,hedef,hedef,2.97,2.97,PASS,,10.4,2.97
2026-05-22,ZRGYO,15dk,16.78,16.78,hedef,hedef,2.97,2.97,PASS,,6.9,2.97
2026-05-25,CEMTS,1dk,10.35,10.35,hedef,hedef,2.97,2.97,PASS,,6.9,2.97
2026-05-25,DURDO,1dk,5.0,5.0,hedef,hedef,2.97,2.97,PASS,,23.5,2.97
2026-05-26,ADESE,1dk,1.01,1.01,gun_sonu,gun_sonu,2.94,2.94,PASS,,5.2,2.94
2026-05-26,AFYON,1dk,12.69,12.69,gun_sonu,gun_sonu,0.05,0.05,PASS,,13.6,0.05
2026-05-26,AKCNS,15dk,216.8,216.8,hedef,hedef,2.97,2.97,PASS,,40.0,2.97
2026-05-26,ALCAR,15dk,745.0,745.0,gun_sonu,gun_sonu,-2.11,-2.11,PASS,,28.0,-2.11
2026-05-26,ALVES,1dk,2.67,2.67,gun_sonu,gun_sonu,-1.53,-1.53,PASS,,12.6,-1.53
2026-05-26,AYCES,1dk,523.0,523.0,gun_sonu,gun_sonu,-1.28,-1.28,PASS,,15.2,-1.28
2026-05-26,BALSU,15dk,13.41,13.41,gun_sonu,gun_sonu,-0.48,-0.48,PASS,,35.4,-0.48
2026-05-26,BANVT,15dk,150.0,150.0,gun_sonu,gun_sonu,-0.03,-0.03,PASS,,14.8,-0.03
2026-05-26,BARMA,15dk,60.35,60.35,hedef,hedef,2.97,2.97,PASS,,19.0,2.97
2026-05-26,BEGYO,1dk,4.24,4.24,gun_sonu,gun_sonu,0.2,0.2,PASS,,9.2,0.2
2026-05-26,BFREN,1dk,138.9,138.9,gun_sonu,gun_sonu,0.47,0.47,PASS,,22.2,0.47
2026-05-26,BIENY,1dk,24.26,24.26,gun_sonu,gun_sonu,0.79,0.79,PASS,,30.3,0.79
2026-05-26,BIGCH,15dk,6.36,6.36,gun_sonu,gun_sonu,-0.19,-0.19,PASS,,11.6,-0.19
2026-05-26,BIGTK,15dk,222.9,222.9,stop,stop,-3.03,-3.03,PASS,,6.4,-3.03
2026-05-26,BOBET,15dk,18.73,18.73,gun_sonu,gun_sonu,-0.14,-0.14,PASS,,19.2,-0.14
2026-05-26,BUCIM,1dk,6.1,6.1,gun_sonu,gun_sonu,-1.51,-1.51,PASS,,26.5,-1.51
2026-05-26,CELHA,1dk,15.9,15.9,hedef,hedef,2.97,2.97,PASS,,17.9,2.97
2026-05-26,CEMAS,1dk,4.88,4.88,gun_sonu,gun_sonu,-1.47,-1.47,PASS,,18.9,-1.47
2026-05-26,CMBTN,15dk,1608.0,1608.0,gun_sonu,gun_sonu,-0.41,-0.41,PASS,,13.0,-0.41
2026-05-26,CONSE,1dk,2.94,2.94,gun_sonu,gun_sonu,-1.39,-1.39,PASS,,18.5,-1.39
2026-05-26,DAPGM,1dk,9.74,9.74,gun_sonu,gun_sonu,-2.5,-2.5,PASS,,9.4,-2.5
2026-05-26,DENGE,15dk,2.32,2.32,gun_sonu,gun_sonu,-0.46,-0.46,PASS,,11.4,-0.46
2026-05-26,DERHL,15dk,14.41,14.41,gun_sonu,gun_sonu,0.73,0.73,PASS,,13.0,0.73
2026-05-26,DNISI,15dk,19.36,19.36,gun_sonu,gun_sonu,-0.19,-0.19,PASS,,16.7,-0.19
2026-05-26,DOFER,1dk,34.64,34.64,hedef,hedef,2.97,2.97,PASS,,26.1,2.97
2026-05-26,DURDO,1dk,5.21,5.21,hedef,hedef,2.97,2.97,PASS,,45.4,2.97
2026-05-26,EGEEN,1dk,5702.5,5702.5,gun_sonu,gun_sonu,-1.22,-1.22,PASS,,10.7,-1.22
2026-05-26,EKSUN,1dk,8.06,8.06,stop,stop,-3.03,-3.03,PASS,,36.0,-3.03
2026-05-26,EMKEL,15dk,22.26,22.26,gun_sonu,gun_sonu,-1.83,-1.83,PASS,,39.9,-1.83
2026-05-26,ESEN,1dk,3.88,3.88,hedef,hedef,2.97,2.97,PASS,,5.6,2.97
2026-05-26,EYGYO,15dk,2.61,2.61,hedef,hedef,2.97,2.97,PASS,,7.6,2.97
2026-05-26,FORMT,15dk,2.22,2.22,gun_sonu,gun_sonu,1.32,1.32,PASS,,16.0,1.32
2026-05-26,GENTS,1dk,7.33,7.33,gun_sonu,gun_sonu,-0.72,-0.72,PASS,,9.9,-0.72
2026-05-26,GLCVY,1dk,59.3,59.3,gun_sonu,gun_sonu,-1.3,-1.3,PASS,,8.3,-1.3
2026-05-26,GZNMI,1dk,68.2,68.2,stop,stop,-3.03,-3.03,PASS,,53.0,-3.03
2026-05-26,HATEK,15dk,16.33,16.33,gun_sonu,gun_sonu,-0.46,-0.46,PASS,,12.2,-0.46
2026-05-26,HATSN,1dk,53.8,53.8,hedef,hedef,2.97,2.97,PASS,,69.3,2.97
2026-05-26,IHLAS,15dk,1.54920839,1.5492,gun_sonu,gun_sonu,-0.03,-0.03,PASS,,6.0,-0.03
2026-05-26,IHLGM,15dk,2.03,2.03,gun_sonu,gun_sonu,-1.02,-1.02,PASS,,7.9,-1.02
2026-05-26,IHYAY,15dk,1.72,1.72,gun_sonu,gun_sonu,-0.61,-0.61,PASS,,16.7,-0.61
2026-05-26,IMASM,1dk,3.34,3.34,gun_sonu,gun_sonu,-0.63,-0.63,PASS,,13.0,-0.63
2026-05-26,JANTS,15dk,17.53,17.53,gun_sonu,gun_sonu,-1.06,-1.06,PASS,,8.0,-1.06
2026-05-26,KLGYO,1dk,4.85,4.85,gun_sonu,gun_sonu,-0.45,-0.45,PASS,,20.3,-0.45
2026-05-26,KLRHO,1dk,98.0,98.0,stop,stop,-3.03,-3.03,PASS,,24.5,-3.03
2026-05-26,KOTON,15dk,14.83,14.83,gun_sonu,gun_sonu,0.37,0.37,PASS,,7.4,0.37
2026-05-26,KRDMB,1dk,100.0,100.0,hedef,hedef,2.97,2.97,PASS,,13.5,2.97
2026-05-26,KRGYO,15dk,2.72,2.72,gun_sonu,gun_sonu,-0.03,-0.03,PASS,,24.1,-0.03
2026-05-26,KZBGY,15dk,3.15,3.15,hedef,hedef,2.97,2.97,PASS,,22.2,2.97
2026-05-26,LINK,1dk,7.17,7.17,hedef,hedef,2.97,2.97,PASS,,74.0,2.97
2026-05-26,LRSHO,1dk,3.53,3.53,gun_sonu,gun_sonu,0.25,0.25,PASS,,19.2,0.25
2026-05-26,MARMR,15dk,2.65,2.65,gun_sonu,gun_sonu,-1.92,-1.92,PASS,,15.2,-1.92
2026-05-26,MNDRS,1dk,11.5,11.5,gun_sonu,gun_sonu,-0.38,-0.38,PASS,,18.9,-0.38
2026-05-26,MNDTR,1dk,5.78,5.78,gun_sonu,gun_sonu,-0.21,-0.21,PASS,,21.0,-0.21
2026-05-26,MOBTL,1dk,15.12,15.12,hedef,hedef,2.97,2.97,PASS,,49.0,2.97
2026-05-26,NATEN,1dk,6.89,6.89,hedef,hedef,2.97,2.97,PASS,,7.8,2.97
2026-05-26,NTHOL,1dk,37.6,37.6,gun_sonu,gun_sonu,-0.14,-0.14,PASS,,30.5,-0.14
2026-05-26,NUHCM,1dk,223.1,223.1,gun_sonu,gun_sonu,0.82,0.82,PASS,,8.1,0.82
2026-05-26,OSMEN,15dk,7.48,7.48,gun_sonu,gun_sonu,0.5,0.5,PASS,,11.6,0.5
2026-05-26,OSTIM,15dk,1.97777561,1.9778,gun_sonu,gun_sonu,1.09,1.09,PASS,,17.0,1.09
2026-05-26,OTTO,1dk,233.5,233.5,gun_sonu,gun_sonu,-1.53,-1.53,PASS,,29.2,-1.53
2026-05-26,PAPIL,1dk,15.3,15.3,gun_sonu,gun_sonu,-0.1,-0.1,PASS,,14.0,-0.1
2026-05-26,PKENT,15dk,152.1,152.1,gun_sonu,gun_sonu,-0.82,-0.82,PASS,,50.8,-0.82
2026-05-26,POLTK,15dk,5107.5,5107.5,gun_sonu,gun_sonu,-0.87,-0.87,PASS,,30.1,-0.87
2026-05-26,PRKME,15dk,17.51,17.51,gun_sonu,gun_sonu,-0.6,-0.6,PASS,,8.9,-0.6
2026-05-26,QUAGR,1dk,3.92,3.92,stop,stop,-3.03,-3.03,PASS,,47.9,-3.03
2026-05-26,RAYSG,15dk,185.3,185.3,gun_sonu,gun_sonu,1.05,1.05,PASS,,9.9,1.05
2026-05-26,SMRVA,1dk,16.44,16.44,gun_sonu,gun_sonu,-0.88,-0.88,PASS,,19.0,-0.88
2026-05-26,SNGYO,1dk,3.59,3.59,gun_sonu,gun_sonu,-0.03,-0.03,PASS,,9.4,-0.03
2026-05-26,SUNTK,15dk,32.28,32.28,hedef,hedef,2.97,2.97,PASS,,28.3,2.97
2026-05-26,SUWEN,1dk,7.58,7.58,gun_sonu,gun_sonu,0.76,0.76,PASS,,26.3,0.76
2026-05-26,TARKM,1dk,545.0,545.0,hedef,hedef,2.97,2.97,PASS,,37.2,2.97
2026-05-26,TBORG,1dk,138.1,138.1,gun_sonu,gun_sonu,-1.26,-1.26,PASS,,8.6,-1.26
2026-05-26,TDGYO,1dk,14.28,14.28,hedef,hedef,2.97,2.97,PASS,,9.4,2.97
2026-05-26,TKNSA,15dk,20.66,20.66,gun_sonu,gun_sonu,-0.13,-0.13,PASS,,8.8,-0.13
2026-05-26,TMSN,1dk,98.8,98.8,gun_sonu,gun_sonu,-0.08,-0.08,PASS,,16.1,-0.08
2026-05-26,TSGYO,1dk,6.44,6.44,gun_sonu,gun_sonu,-0.5,-0.5,PASS,,8.1,-0.5
2026-05-26,TTRAK,1dk,451.5,451.5,gun_sonu,gun_sonu,-0.53,-0.53,PASS,,11.1,-0.53
2026-05-26,TUCLK,1dk,4.48,4.48,gun_sonu,gun_sonu,-1.15,-1.15,PASS,,71.2,-1.15
2026-05-26,TUKAS,1dk,2.44,2.44,gun_sonu,gun_sonu,-1.26,-1.26,PASS,,10.9,-1.26
2026-05-26,TUREX,15dk,8.31,8.31,gun_sonu,gun_sonu,-0.39,-0.39,PASS,,11.4,-0.39
2026-05-26,UNLU,15dk,13.15,13.15,gun_sonu,gun_sonu,0.12,0.12,PASS,,10.0,0.12
2026-05-26,USAK,1dk,1.59,1.59,gun_sonu,gun_sonu,-0.03,-0.03,PASS,,6.2,-0.03
2026-05-26,VESBE,15dk,6.76,6.76,gun_sonu,gun_sonu,0.11,0.11,PASS,,8.0,0.11
2026-05-26,VKING,1dk,25.86,25.86,gun_sonu,gun_sonu,-0.65,-0.65,PASS,,15.4,-0.65
2026-05-26,VRGYO,1dk,2.18,2.18,gun_sonu,gun_sonu,0.88,0.88,PASS,,8.0,0.88
2026-05-26,VSNMD,15dk,83.0,83.0,stop,stop,-3.03,-3.03,PASS,,94.6,-3.03
2026-05-26,YESIL,1dk,1.51,1.51,hedef,hedef,2.97,2.97,PASS,,38.1,2.97
2026-05-26,ZRGYO,15dk,17.47,17.47,stop,stop,-3.03,-3.03,PASS,,59.0,-3.03
2026-06-02,DERHL,15dk,15.42,15.42,hedef,hedef,2.97,2.97,PASS,,8.1,2.97
2026-06-02,KRVGD,15dk,3.4,3.4,hedef,hedef,2.97,2.97,PASS,,5.4,2.97
2026-06-03,CGCAM,15dk,46.42,46.42,hedef,hedef,2.97,2.97,PASS,,6.6,2.97
2026-06-03,KARTN,15dk,130.3,130.3,hedef,hedef,2.97,2.97,PASS,,7.7,2.97
2026-06-04,TUREX,15dk,9.2,9.2,hedef,hedef,2.97,2.97,PASS,,5.1,2.97
2026-06-05,CMBTN,15dk,1595.0,1595.0,gun_sonu,gun_sonu,0.03,0.03,PASS,,19.5,0.03
2026-06-05,EMKEL,15dk,25.96,25.96,stop,stop,-3.03,-3.03,PASS,,9.8,-3.03
2026-06-05,KRTEK,1dk,24.82,24.82,gun_sonu,gun_sonu,-0.6,-0.6,PASS,,6.5,-0.6
2026-06-08,AKFYE,15dk,26.0,26.0,hedef,hedef,2.97,2.97,PASS,,20.5,2.97
2026-06-08,DERHL,15dk,14.2,14.2,stop,stop,-3.03,-3.03,PASS,,7.5,-3.03
2026-06-08,POLTK,15dk,5270.0,5270.0,stop,stop,-3.03,-3.03,PASS,,9.1,-3.03
2026-06-08,SEKUR,15dk,8.06,8.06,hedef,hedef,2.97,2.97,PASS,,14.9,2.97
2026-06-09,DIRIT,1dk,22.92,22.92,hedef,hedef,2.97,2.97,PASS,,9.2,2.97
2026-06-09,IHLAS,15dk,1.46,1.46,stop,stop,-3.03,-3.03,PASS,,9.1,-3.03
2026-06-09,SEKUR,15dk,8.96,8.96,hedef,hedef,2.97,2.97,PASS,,8.8,2.97
2026-06-10,AYEN,15dk,38.92,38.92,hedef,hedef,2.97,2.97,PASS,,17.7,2.97
2026-06-10,DIRIT,1dk,22.34,22.34,stop,stop,-3.03,-3.03,PASS,,6.5,-3.03
2026-06-11,BARMA,15dk,67.15,67.15,gun_sonu,gun_sonu,1.53,1.53,PASS,,8.9,1.53
2026-06-11,KZBGY,15dk,3.22,3.22,stop,stop,-3.03,-3.03,PASS,,7.3,-3.03
2026-06-11,TRILC,1dk,1.35,1.35,gun_sonu,gun_sonu,-0.03,-0.03,PASS,,18.2,-0.03
2026-06-15,MTRKS,1dk,30.74,30.74,stop,stop,-3.03,-3.03,PASS,,6.0,-3.03
2026-06-15,VBTYZ,1dk,34.94,34.94,stop,stop,-3.03,-3.03,PASS,,9.4,-3.03
2026-06-15,VERUS,15dk,622.0,622.0,hedef,hedef,2.97,2.97,PASS,,7.3,2.97
2026-06-16,DGGYO,1dk,34.54,34.54,hedef,hedef,2.97,2.97,PASS,,7.3,2.97
2026-06-16,EUKYO,1dk,9.8,9.8,hedef,hedef,2.97,2.97,PASS,,8.4,2.97
2026-06-18,BANVT,1dk,162.8,162.8,stop,stop,-3.03,-3.03,PASS,,11.1,-3.03
2026-06-18,IHLAS,1dk,1.22,1.22,hedef,hedef,2.97,2.97,PASS,,6.4,2.97
2026-06-18,YAYLA,15dk,25.64,25.64,hedef,hedef,2.97,2.97,PASS,,11.9,2.97
2026-06-19,BIGCH,1dk,6.79,6.79,hedef,hedef,2.97,2.97,PASS,,1576.1,2.97
2026-06-22,BORLS,1dk,6.65,6.65,hedef,hedef,2.97,2.97,PASS,,9.8,2.97
2026-06-22,ENSRI,1dk,6.8,6.8,hedef,hedef,2.97,2.97,PASS,,17.7,2.97
2026-06-22,IHLAS,1dk,1.23,1.23,hedef,hedef,2.97,2.97,PASS,,6.0,2.97
2026-06-23,IHLAS,1dk,1.37,1.37,hedef,hedef,2.97,2.97,PASS,,9.2,2.97
2026-06-23,IHLGM,1dk,2.07,2.07,hedef,hedef,2.97,2.97,PASS,,12.1,2.97
2026-06-23,IHYAY,1dk,1.86,1.86,hedef,hedef,2.97,2.97,PASS,,6.8,2.97
2026-06-24,BORLS,1dk,7.8,7.8,hedef,hedef,2.97,2.97,PASS,,5.9,2.97
2026-06-24,POLTK,1dk,5097.5,5097.5,gun_sonu,gun_sonu,-1.85,-1.85,PASS,,15.7,-1.85
2026-06-26,ATSYH,1dk,108.0,108.0,hedef,hedef,2.97,2.97,PASS,,5.4,2.97
2026-06-29,BMSCH,1dk,14.98,14.98,gun_sonu,gun_sonu,-1.9,-1.9,PASS,,86.2,-1.9
2026-06-29,FORMT,1dk,2.24,2.24,gun_sonu,gun_sonu,-0.93,-0.93,PASS,,5.3,-0.93
2026-06-29,ISGYO,1dk,27.4,27.4,stop,stop,-3.03,-3.03,PASS,,8.1,-3.03
2026-06-29,KOCMT,1dk,3.32,3.32,gun_sonu,gun_sonu,0.87,0.87,PASS,,6.8,0.87
2026-06-29,KUTPO,1dk,87.5,87.5,gun_sonu,gun_sonu,-0.38,-0.38,PASS,,5.5,-0.38
2026-06-29,VESBE,1dk,6.99,6.99,hedef,hedef,2.97,2.97,PASS,,48.8,2.97
2026-06-29,VSNMD,1dk,101.8,101.8,hedef,hedef,2.97,2.97,PASS,,5.5,2.97
2026-06-30,FORMT,1dk,2.19,2.19,gun_sonu,gun_sonu,-0.03,-0.03,PASS,,12.1,-0.03
2026-06-30,KOCMT,1dk,3.44,3.44,hedef,hedef,2.97,2.97,PASS,,7.5,2.97
2026-06-30,KRONT,1dk,24.0,24.0,hedef,hedef,2.97,2.97,PASS,,18.9,2.97
2026-06-30,PKENT,1dk,146.3,146.3,gun_sonu,gun_sonu,-0.24,-0.24,PASS,,5.6,-0.24
2026-06-30,VESBE,1dk,7.69,7.69,stop,stop,-3.03,-3.03,PASS,,15.4,-3.03
2026-07-01,AKCNS,1dk,231.0,231.0,stop,stop,-3.03,-3.03,PASS,,12.1,-3.03
2026-07-01,AKSUE,1dk,39.1,39.1,hedef,hedef,2.97,2.97,PASS,,8.3,2.97
2026-07-01,AKYHO,1dk,2.46,2.46,gun_sonu,gun_sonu,0.37,0.37,PASS,,5.9,0.37
2026-07-01,ALCAR,1dk,774.0,774.0,hedef,hedef,2.97,2.97,PASS,,6.6,2.97
2026-07-01,BIGTK,1dk,274.5,274.5,hedef,hedef,2.97,2.97,PASS,,8.8,2.97
2026-07-02,KRTEK,1dk,23.44,23.44,gun_sonu,gun_sonu,-2.08,-2.08,PASS,,13.1,-2.08
2026-07-03,AKYHO,1dk,2.63,2.63,stop,stop,-3.03,-3.03,PASS,,9.4,-3.03
2026-07-03,ERCB,1dk,51.95,51.95,stop,stop,-3.03,-3.03,PASS,,17.4,-3.03
2026-07-06,BLUME,1dk,38.2,38.2,hedef,hedef,2.97,2.97,PASS,,5.4,2.97
2026-07-06,EMKEL,1dk,19.86,19.86,hedef,hedef,2.97,2.97,PASS,,6.6,2.97
2026-07-06,JANTS,1dk,17.78,17.78,stop,stop,-3.03,-3.03,PASS,,79.5,-3.03
2026-07-06,MERKO,1dk,1.73,1.73,hedef,hedef,2.97,2.97,PASS,,5.6,2.97
2026-07-06,OZYSR,1dk,13.2,13.2,hedef,hedef,2.97,2.97,PASS,,5.0,2.97
2026-07-06,SUNTK,1dk,29.7,29.7,stop,stop,-3.03,-3.03,PASS,,10.9,-3.03
2026-07-06,TKNSA,1dk,19.46,19.46,gun_sonu,gun_sonu,-0.29,-0.29,PASS,,15.0,-0.29
2026-07-07,DSTKF,1dk,3577.5,3577.5,hedef,hedef,2.97,2.97,PASS,,9.8,2.97
2026-07-08,TERA,1dk,138.0,138.0,hedef,hedef,2.97,2.97,PASS,,44.0,2.97
2026-07-09,ASUZU,1dk,53.9,53.9,gun_sonu,gun_sonu,-1.05,-1.05,PASS,,9.2,-1.05
2026-07-09,EYGYO,1dk,2.38,2.38,gun_sonu,gun_sonu,-0.45,-0.45,PASS,,5.3,-0.45
2026-07-09,JANTS,1dk,18.0,18.0,hedef,hedef,2.97,2.97,PASS,,18.8,2.97
