tarih,giris,cikis,sonuc,getiri_brut,getiri_net,kat,acilis_ciro,hisse,hedef
2026-05-14,32.04,31.399199999999997,stop,-0.020000000000000018,-0.027000000000000017,13.051554202057497,27947086.720000003,SARKY,0.03
2026-05-15,34.2,33.516000000000005,stop,-0.019999999999999907,-0.026999999999999906,7.4170970716252125,38620931.54,SARKY,0.03
2026-05-26,28.86,28.72,kapanis,-0.00485100485100487,-0.011851004851004869,11.775545644569727,100281708.72,SARKY,0.03
2024-07-12,49.84,48.8432,stop,-0.020000000000000018,-0.027000000000000017,3.6388274918429637,3447569.7,GESAN,0.03
2024-08-05,46.2,47.586000000000006,hedef,0.030000000000000027,0.023000000000000027,4.77303297949923,6803412.0,GESAN,0.03
2024-09-16,41.82,43.074600000000004,hedef,0.030000000000000027,0.023000000000000027,3.572796273934794,1732309.86,GESAN,0.03
2024-09-18,44.68,43.98,kapanis,-0.015666965085049278,-0.022666965085049277,4.891905578061701,3368189.7,GESAN,0.03
2024-10-23,42.58,41.7284,stop,-0.019999999999999907,-0.026999999999999906,6.957899682276778,3720555.2399999998,GESAN,0.03
2024-10-30,44.02,43.3,kapanis,-0.016356201726488107,-0.023356201726488106,4.276666837540719,4037880.0,GESAN,0.03
2024-12-16,50.9,51.35,kapanis,0.008840864440078589,0.0018408644400785884,4.102094240837697,4785618.0,GESAN,0.03
2025-01-27,48.36,49.8108,hedef,0.030000000000000027,0.023000000000000027,3.7880635613214775,2986852.48,GESAN,0.03
2025-01-28,52.1,53.663000000000004,hedef,0.030000000000000027,0.023000000000000027,12.737992262830277,12505875.6,GESAN,0.03
2025-01-30,55.85,54.733,stop,-0.02000000000000013,-0.027000000000000128,3.773941562443515,9687246.4,GESAN,0.03
2025-03-10,53.9,54.0,kapanis,0.0018552875695732052,-0.005144712430426795,3.3310487809057103,3143609.6999999997,GESAN,0.03
2025-03-11,48.6,50.058,hedef,0.030000000000000027,0.023000000000000027,4.554622151391553,4916862.0,GESAN,0.03
2025-03-24,43.0,44.29,hedef,0.030000000000000027,0.023000000000000027,17.92243314578774,40947310.96,GESAN,0.03
2025-05-12,41.96,41.1208,stop,-0.019999999999999907,-0.026999999999999906,3.434820619350492,1796937.0,GESAN,0.03
2025-05-13,45.6,45.38,kapanis,-0.004824561403508731,-0.01182456140350873,14.364874165287105,10564653.6,GESAN,0.03
2025-06-05,42.74,42.56,kapanis,-0.004211511464670137,-0.011211511464670136,12.950162878646047,7397945.4,GESAN,0.03
2025-06-24,39.52,40.0,kapanis,0.012145748987854255,0.0051457489878542545,5.515806114103742,4768637.5,GESAN,0.03
2025-07-04,46.0,45.08,stop,-0.020000000000000018,-0.027000000000000017,12.086184247640693,13797148.0,GESAN,0.03
2025-07-10,46.62,48.0186,hedef,0.030000000000000027,0.023000000000000027,8.65545373790266,17254255.8,GESAN,0.03
2025-08-19,49.5,48.92,kapanis,-0.011717171717171682,-0.01871717171717168,7.378141807313513,9934551.0,GESAN,0.03
2025-09-08,43.7,42.826,stop,-0.020000000000000018,-0.027000000000000017,6.617014164542681,2731479.52,GESAN,0.03
2025-09-23,48.08,47.96,kapanis,-0.0024958402662229595,-0.009495840266222959,3.023163197210083,1348176.0,GESAN,0.03
2025-10-24,43.86,45.1758,hedef,0.030000000000000027,0.023000000000000027,4.4994317105512405,1250711.6400000001,GESAN,0.03
2025-10-28,46.4,47.792,hedef,0.030000000000000027,0.023000000000000027,317.56200303490135,118030175.03999999,GESAN,0.03
2025-11-25,43.64,43.94,kapanis,0.006874427131072336,-0.0001255728689276642,6.068192950697476,6214366.92,GESAN,0.03
2025-12-29,47.4,46.452,stop,-0.020000000000000018,-0.027000000000000017,3.7797590637469214,2815275.6,GESAN,0.03
2026-01-13,49.88,51.376400000000004,hedef,0.030000000000000027,0.023000000000000027,3.2993412971818032,2880669.7600000002,GESAN,0.03
2026-01-15,50.85,52.3755,hedef,0.030000000000000027,0.023000000000000027,3.2927557997493433,3163163.5999999996,GESAN,0.03
2026-02-04,60.7,59.486000000000004,stop,-0.020000000000000018,-0.027000000000000017,11.35066617841751,14687892.0,GESAN,0.03
