tarih,kat,grup,pos52,acilis,acilis_ciro_TL,secili,hisse
2026-06-15,8.6,orta,0.67,9.88,23548209,False,ENERY
2026-06-15,7.9,orta,0.78,127.0,13048996,False,KARTN
2026-06-15,6.3,KIRILIM,1.09,34.94,42073455,False,VBTYZ
2026-06-15,6.0,KIRILIM,1.0,30.74,1758205,False,MTRKS
2026-06-15,5.6,DIP,0.1,249.7,1537902,False,INTEK
2026-06-15,5.6,orta,0.24,89.95,1268295,False,PAMEL
2026-06-15,5.5,orta,0.66,2.76,5866068,False,VKGYO
2026-06-15,5.2,orta,0.33,27.16,579458,False,BIZIM
