ilk_bar_tepe,ilk_bar_dip,ilk_bar_kapanis,ilk_saat_hareket,gun_sonu,sinyal,hisse
0.0,0.0,0.0,0.0,0.02089783429870229,False,ISKPL
0.0,0.0,0.0,0.0,-0.014404853160928877,False,ISKPL
0.0,0.0,0.0,0.0,-0.04580745120363561,False,ISKPL
0.0,0.0,0.0,0.0,-0.006509357648738612,False,ISKPL
0.0,0.0,0.0,0.0,0.03276002925843047,False,ISKPL
0.0,0.0,0.0,-0.0039840640357605706,0.03426295070754137,False,ISKPL
0.0,0.0,0.0,-0.0023148149783964733,-0.03317901469034901,False,ISKPL
0.0,0.0,0.0,0.0039904232765060055,0.0407023174203609,False,ISKPL
0.0,0.0,0.0,-0.0023023792869246718,-0.0023023792869246718,False,ISKPL
0.0,0.0,0.0,0.0,-0.0061538465873834935,False,ISKPL
0.0,0.0,0.0,-0.002316602480436636,0.0810810813751428,False,ISKPL
0.0,0.0,0.0,0.0,-0.00071428576460697,False,ISKPL
0.0,0.0,0.0,0.0,0.033380679152944515,False,ISKPL
0.0,0.0,0.0,-0.000691562979397542,-0.026970956196499918,False,ISKPL
0.0,0.0,0.0,-0.0028429284153498324,-0.0014214642076749717,False,ISKPL
0.0,0.0,0.0,0.0,0.05338078165121063,False,ISKPL
0.0,0.0,0.0,0.0027008779779975622,0.008777853428492577,True,ISKPL
0.0,0.0,0.0,0.0,-0.01271753771346884,False,ISKPL
0.0,0.0,0.0,0.0,0.010238908588391826,False,ISKPL
0.0,0.0,0.0,0.002024291642318987,0.002024291642318987,False,ISKPL
0.0,0.0,0.0,0.0013468014426416541,0.008754209377170863,False,ISKPL
0.0,0.0,0.0,0.0,0.015957447929720203,False,ISKPL
0.0,0.0,0.0,0.0,-0.016361257676028695,False,ISKPL
0.0,0.0,0.0,0.0,-0.013245034039513381,False,ISKPL
0.0,0.0,0.0,0.0006680027191656723,0.012024048944982102,False,ISKPL
0.0,0.0,0.0,0.0013175231483721905,0.03293807406833982,False,ISKPL
0.0,0.0,0.0,-0.00255754494135918,-0.01726342384970969,True,ISKPL
0.0,0.0,0.0,0.002602472527661437,0.026024720693021086,False,ISKPL
0.0,0.0,0.0,0.0025300444561580093,-0.04490828464077601,False,ISKPL
0.0,0.0,0.0,0.0013245034039512937,0.05231787979052682,True,ISKPL
0.0,0.0,0.0,-0.003785489228201433,0.007570978456403088,False,ISKPL
0.0,0.0,0.0,0.0,0.0006261741205899618,False,ISKPL
0.0,0.0,0.0,0.0,-0.01314142771044935,False,ISKPL
0.0,0.0,0.0,0.0,0.02272727434457833,False,ISKPL
0.0,0.0,0.0,0.0,-0.004892966698185952,False,ISKPL
0.0,0.0,0.0,0.0,0.012907192043574156,False,ISKPL
0.0,0.0,0.0,-0.0024479805850279313,0.015911869491186836,False,ISKPL
0.0,0.0,0.0,0.0030302989676316283,-0.030303032373181438,False,ISKPL
0.0,0.0,0.0,0.0,-0.03935040436638615,False,ISKPL
0.0,0.0,0.0,-0.006410252357422763,0.01602564218359337,False,ISKPL
0.0,0.0,0.0,-0.0025332490725440415,-0.005066498145088083,False,ISKPL
0.0,0.0,0.0,0.0,0.012094208378902405,False,ISKPL
0.0,0.0,0.0,0.0006289308621969525,0.01823899500370718,False,ISKPL
0.0,0.0,0.0,-0.0036923079484282306,-0.00923076987107041,False,ISKPL
0.0,0.0,0.0,0.0,-0.020433437958669476,False,ISKPL
0.0,0.0,0.0,-0.0018987343126739553,0.023417723189644857,False,ISKPL
0.0,0.0,0.0,-0.0006176652684514172,-0.004941322147612337,False,ISKPL
