giris_tarih,hisse,grup,kat,pos52,giris,poz_tl,cikis_tarih,cikis,sebep,getiri_%,tl_kar,max_gordugu_%
2026-04-24,PRZMA,tepe,9.0,1.175,25.84,100000.0,2026-04-24,25.0648,stop,-3.63,-3633.0,0.0
2026-05-04,EUKYO,orta,43.7,0.751,6.99,48184.0,2026-05-04,7.3395,hedef,4.37,2104.0,5.72
2026-05-04,KUVVA,orta,9.0,0.54,125.0,48184.0,2026-05-04,121.25,stop,-3.63,-1751.0,0.0
2026-05-05,MTRYO,orta,12.5,0.583,10.74,96721.0,2026-05-05,10.4178,stop,-3.63,-3514.0,0.0
2026-05-06,IHYAY,dip,9.0,0.106,1.83,93207.0,2026-05-18,1.7751,stop,-3.63,-3386.0,4.37
2026-05-20,EKSUN,kirilim,9.8,0.903,7.4,8166.0,2026-05-20,7.77,hedef,4.37,357.0,5.81
2026-05-20,GUNDG,tepe,11.2,0.998,998.0,8166.0,2026-05-21,1047.9,hedef,4.37,357.0,9.92
2026-05-20,ICBCT,tepe,24.6,1.093,21.0,8166.0,2026-05-20,20.37,stop,-3.63,-297.0,0.67
2026-05-20,ISSEN,tepe,34.3,1.152,11.1,8166.0,2026-05-20,10.767,stop,-3.63,-297.0,3.06
2026-05-20,KFEIN,orta,86.6,0.596,10.6,8166.0,2026-05-20,11.13,hedef,4.37,357.0,5.19
2026-05-20,LKMNH,dip,17.0,0.169,15.2,8166.0,2026-05-20,15.96,hedef,4.37,357.0,5.0
2026-05-20,PCILT,tepe,23.5,0.937,35.42,8166.0,2026-05-20,34.3574,stop,-3.63,-297.0,0.0
2026-05-20,SANFM,orta,17.3,0.574,8.35,8166.0,2026-05-20,8.0995,stop,-3.63,-297.0,2.87
2026-05-20,SMART,orta,8.8,0.726,36.76,8166.0,2026-05-20,35.6572,stop,-3.63,-297.0,2.18
2026-05-20,UFUK,orta,11.3,0.449,1446.0,8166.0,2026-05-20,1402.62,stop,-3.63,-297.0,0.0
2026-05-20,VBTYZ,tepe,9.6,1.072,27.78,8166.0,2026-05-20,26.9466,stop,-3.63,-297.0,1.3
2026-05-21,BAKAB,kirilim,9.4,1.008,52.2,20162.0,2026-05-21,50.634,stop,-3.63,-732.0,0.0
2026-05-21,BIGTK,dip,56.0,0.018,211.5,20162.0,2026-05-21,222.075,hedef,4.37,880.0,5.96
2026-05-21,GMTAS,tepe,18.4,0.863,48.42,20162.0,2026-05-21,46.9674,stop,-3.63,-732.0,0.0
2026-05-21,VERTU,orta,63.7,0.396,42.64,20162.0,2026-05-21,41.3608,stop,-3.63,-732.0,0.09
2026-05-22,ADGYO,orta,9.4,0.509,50.0,10982.0,2026-05-22,52.5,hedef,4.37,480.0,6.7
2026-05-22,AGYO,orta,9.1,0.507,8.08,10982.0,2026-05-22,8.484,hedef,4.37,480.0,6.44
2026-05-22,CEMZY,orta,9.7,0.77,12.0,10982.0,2026-05-22,12.6,hedef,4.37,480.0,7.67
2026-05-22,INVES,orta,13.1,0.63,590.0,10982.0,2026-05-25,619.5,hedef,4.37,480.0,5.93
2026-05-22,KOPOL,dip,44.1,0.131,5.03,10982.0,2026-05-22,5.2815,hedef,4.37,480.0,9.54
2026-05-22,LUKSK,orta,10.6,0.233,90.1,10982.0,2026-05-22,94.605,hedef,4.37,480.0,8.6
2026-05-22,RYSAS,orta,10.2,0.577,19.06,10982.0,2026-05-22,20.013,hedef,4.37,480.0,5.14
2026-05-22,VERUS,kirilim,10.4,0.967,573.0,10982.0,2026-06-02,601.65,hedef,4.37,480.0,6.63
2026-05-25,GUNDG,tepe,19.7,1.104,1303.0,68767.0,2026-05-25,1263.91,stop,-3.63,-2498.0,0.0
2026-06-01,IDGYO,orta,8.5,0.718,4.23,38865.0,2026-06-01,4.4415,hedef,4.37,1697.0,5.2
2026-06-01,NUGYO,orta,8.1,0.509,10.41,38865.0,2026-06-01,10.0977,stop,-3.63,-1412.0,1.92
2026-06-02,DERHL,dip,8.1,0.047,15.42,39008.0,2026-06-02,14.9574,stop,-3.63,-1417.0,3.76
2026-06-02,PAMEL,orta,11.7,0.296,93.75,39008.0,2026-06-02,90.9375,stop,-3.63,-1417.0,0.75
2026-06-03,AKMGY,orta,12.4,0.693,294.5,14440.0,2026-06-03,285.665,stop,-3.63,-525.0,0.17
2026-06-03,BARMA,tepe,9.4,0.95,60.2,14440.0,2026-06-08,61.65,acik_kaldi,1.78,256.0,2.74
2026-06-03,BLCYT,orta,58.4,0.622,44.16,14440.0,2026-06-03,42.8352,stop,-3.63,-525.0,0.0
2026-06-03,KNFRT,orta,8.1,0.374,15.04,14440.0,2026-06-03,15.792,hedef,4.37,631.0,6.52
2026-06-03,MEPET,orta,12.9,0.7,25.88,14440.0,2026-06-03,27.174,hedef,4.37,631.0,5.49
2026-06-03,NUGYO,orta,8.7,0.634,11.29,14440.0,2026-06-03,10.9513,stop,-3.63,-525.0,1.24
2026-06-04,CUSAN,orta,29.0,0.468,28.78,14378.0,2026-06-04,27.9166,stop,-3.63,-522.0,1.32
2026-06-04,KNFRT,orta,9.4,0.486,16.69,14378.0,2026-06-04,16.1893,stop,-3.63,-522.0,4.25
2026-06-04,LUKSK,orta,29.9,0.623,118.7,14378.0,2026-06-04,115.139,stop,-3.63,-522.0,0.08
2026-06-04,MAKIM,orta,20.2,0.566,19.59,14378.0,2026-06-04,19.0023,stop,-3.63,-522.0,0.77
2026-06-04,UFUK,orta,27.9,0.387,1387.0,14378.0,2026-06-04,1345.39,stop,-3.63,-522.0,0.0
2026-06-05,AVGYO,orta,83.5,0.49,14.0,17319.0,2026-06-05,13.58,stop,-3.63,-629.0,1.57
2026-06-05,BARMA,tepe,34.9,0.926,59.1,17319.0,2026-06-08,61.65,acik_kaldi,3.68,638.0,4.65
2026-06-05,CMBTN,dip,19.5,0.095,1595.0,17319.0,2026-06-08,1588.0,acik_kaldi,-1.07,-186.0,2.63
2026-06-05,ULUFA,orta,8.6,0.381,4.0,17319.0,2026-06-08,3.88,stop,-3.63,-629.0,5.0
2026-06-08,POLTK,dip,9.1,0.067,5270.0,8345.0,2026-06-08,5111.9,stop,-3.63,-303.0,0.05
2026-06-08,SEKUR,kirilim,14.9,0.863,8.06,8345.0,2026-06-08,7.8182,stop,-3.63,-303.0,0.5
