tarih,kat,grup,pos52,acilis,acilis_ciro_TL,secili,hisse
2026-06-24,15.7,DIP,0.05,5097.5,5382960,True,POLTK
2026-06-24,6.3,orta,0.52,2.79,670113,False,SILVR
2026-06-24,5.9,DIP,0.17,7.8,13470389,False,BORLS
2026-06-24,5.8,tepe(eski),1.11,21.72,15337425,False,BRMEN
2026-06-24,5.4,orta,0.46,105.0,2990190,False,PAMEL
2026-06-24,5.2,tepe(eski),1.18,6.69,16635099,False,INFO
