giris_tarih,hisse,grup,kat,pos52,giris,poz_tl,cikis_tarih,cikis,sebep,getiri_%,tl_kar,max_gordugu_%,dakika
2026-01-02,ARENA,dip,7.0,0.096,28.8,14286.0,2026-01-05,27.936,stop,-3.03,-433.0,2.36,
2026-01-02,BIENY,dip,4.1,0.07,26.36,14286.0,2026-01-05,25.5692,stop,-3.03,-433.0,2.2,
2026-01-02,BMSCH,kirilim,6.5,0.96,30.4,14286.0,2026-01-02,31.312,hedef,2.97,424.0,8.55,
2026-01-02,MARKA,dip,4.6,0.137,38.92,14286.0,2026-01-02,37.7524,stop,-3.03,-433.0,0.77,
2026-01-02,PKENT,dip,7.1,0.031,183.0,14286.0,2026-01-02,188.49,hedef,2.97,424.0,5.41,
2026-01-02,SMRVA,dip,4.1,0.163,20.7673,14286.0,2026-01-02,21.3903,hedef,2.97,424.0,3.79,
2026-01-02,TTRAK,dip,4.0,0.022,518.0,14286.0,2026-01-06,533.54,hedef,2.97,424.0,3.09,
2026-01-05,ALCAR,dip,7.4,0.102,869.5,2899.0,2026-01-08,843.415,stop,-3.03,-88.0,1.38,
2026-01-05,BESLR,dip,4.9,0.097,12.61,2899.0,2026-01-15,12.9883,hedef,2.97,86.0,3.49,
2026-01-05,BIENY,dip,11.6,0.03,25.26,2899.0,2026-01-07,24.5022,stop,-3.03,-88.0,1.35,
2026-01-05,EDATA,kirilim,5.1,0.909,6.81,2899.0,2026-01-05,6.6057,stop,-3.03,-88.0,0.0,
2026-01-05,ESCAR,dip,9.5,0.118,25.54,2899.0,2026-01-05,24.7738,stop,-3.03,-88.0,0.39,
2026-01-05,ESEN,dip,4.1,0.098,4.9,2899.0,2026-01-05,5.047,hedef,2.97,86.0,3.27,
2026-01-05,FENER,dip,4.0,0.182,3.7,2899.0,2026-01-05,3.589,stop,-3.03,-88.0,0.0,
2026-01-05,GOKNR,dip,5.0,0.09,20.0,2899.0,2026-01-09,20.6,hedef,2.97,86.0,4.1,
2026-01-05,GZNMI,dip,6.0,0.035,58.0,2899.0,2026-01-05,59.74,hedef,2.97,86.0,3.62,
2026-01-05,HKTM,dip,4.5,0.176,11.49,2899.0,2026-01-23,11.8347,hedef,2.97,86.0,3.22,
2026-01-05,IHLAS,dip,4.2,0.138,2.34,2899.0,2026-01-07,2.2698,stop,-3.03,-88.0,0.43,
2026-01-05,ISSEN,dip,7.8,0.195,7.35,2899.0,2026-01-26,7.5705,hedef,2.97,86.0,4.22,
2026-01-05,JANTS,dip,22.6,0.169,20.58,2899.0,2026-01-05,21.1974,hedef,2.97,86.0,3.89,
2026-01-05,KARSN,dip,4.1,0.173,9.43,2899.0,2026-01-08,9.1471,stop,-3.03,-88.0,1.38,
2026-01-05,MARKA,dip,6.1,0.19,41.0,2899.0,2026-01-05,39.77,stop,-3.03,-88.0,0.0,
2026-01-05,PKENT,dip,4.8,-0.02,168.5,2899.0,2026-01-05,163.445,stop,-3.03,-88.0,0.0,
2026-01-05,QUAGR,dip,20.5,0.039,2.92,2899.0,2026-01-05,2.8324,stop,-3.03,-88.0,0.0,
2026-01-05,RAYSG,dip,4.3,0.022,220.8,2899.0,2026-01-07,227.424,hedef,2.97,86.0,6.66,
2026-01-05,SARKY,kirilim,4.0,1.098,19.43,2899.0,2026-01-06,20.0129,hedef,2.97,86.0,3.86,
2026-01-05,SONME,kirilim,10.0,0.992,185.0,2899.0,2026-01-05,179.45,stop,-3.03,-88.0,2.11,
2026-01-06,ALGYO,kirilim,4.6,1.1,5.0971,8048.0,2026-01-07,4.9442,stop,-3.03,-244.0,1.23,
2026-01-06,ESCAR,dip,5.5,0.103,24.64,8048.0,2026-01-06,25.3792,hedef,2.97,239.0,3.17,
2026-01-06,FENER,dip,4.1,-0.04,3.19,8048.0,2026-01-07,3.0943,stop,-3.03,-244.0,0.0,
2026-01-06,HALKB,kirilim,4.1,1.047,43.08,8048.0,2026-01-07,44.3724,hedef,2.97,239.0,3.76,
2026-01-06,ODINE,kirilim,20.0,0.996,323.0,8048.0,2026-01-08,313.31,stop,-3.03,-244.0,0.7,
2026-01-06,SARKY,kirilim,7.0,1.139,21.34,8048.0,2026-01-07,21.9802,hedef,2.97,239.0,3.66,
2026-01-06,TKFEN,dip,4.6,0.139,73.45,8048.0,2026-01-08,71.2465,stop,-3.03,-244.0,1.7,
2026-01-07,AHSGY,kirilim,4.0,1.102,19.0,2598.0,2026-01-08,19.57,hedef,2.97,77.0,4.53,
2026-01-07,CMBTN,dip,6.2,0.194,2014.0,2598.0,2026-01-08,1953.58,stop,-3.03,-79.0,1.94,
2026-01-07,COSMO,kirilim,7.6,1.014,300.0,2598.0,2026-01-08,291.0,stop,-3.03,-79.0,3.08,
2026-01-07,DGNMO,dip,4.9,0.04,4.94,2598.0,2026-01-08,4.7918,stop,-3.03,-79.0,0.2,
2026-01-07,FENER,dip,4.2,0.004,3.12,2598.0,2026-01-07,3.2136,hedef,2.97,77.0,3.53,
2026-01-07,FORTE,kirilim,16.6,0.999,90.1,2598.0,2026-01-07,92.803,hedef,2.97,77.0,3.22,
2026-01-07,KCAER,dip,8.8,0.117,10.7,2598.0,2026-01-07,10.379,stop,-3.03,-79.0,1.21,
2026-01-07,KRGYO,dip,15.0,0.133,3.09,2598.0,2026-01-07,2.9973,stop,-3.03,-79.0,0.0,
2026-01-07,RAYSG,dip,4.1,0.032,227.0,2598.0,2026-01-08,220.19,stop,-3.03,-79.0,1.45,
2026-01-07,TRILC,dip,8.5,0.11,2.6853,2598.0,2026-01-07,2.6048,stop,-3.03,-79.0,0.0,
2026-01-08,ANGEN,dip,5.0,0.169,10.76,4131.0,2026-01-13,11.0828,hedef,2.97,123.0,3.07,
2026-01-08,ARENA,dip,4.7,0.103,28.98,4131.0,2026-01-08,28.1106,stop,-3.03,-125.0,0.0,
2026-01-08,GMTAS,kirilim,4.6,1.018,24.991,4131.0,2026-01-09,25.7407,hedef,2.97,123.0,8.36,
2026-01-08,GOODY,dip,4.3,0.163,14.77,4131.0,2026-01-15,15.2131,hedef,2.97,123.0,3.05,
2026-01-08,HEKTS,dip,4.8,0.061,2.98,4131.0,2026-01-14,2.8906,stop,-3.03,-125.0,2.01,
2026-01-08,KLSYN,kirilim,19.5,1.076,8.24,4131.0,2026-01-08,7.9928,stop,-3.03,-125.0,0.0,
2026-01-08,KRDMA,dip,6.6,0.052,25.26,4131.0,2026-01-13,26.0178,hedef,2.97,123.0,3.72,
2026-01-08,LINK,dip,4.2,0.031,5.3999,4131.0,2026-01-08,5.5619,hedef,2.97,123.0,4.38,
2026-01-08,NATEN,dip,4.1,0.183,9.63,4131.0,2026-01-12,9.3411,stop,-3.03,-125.0,2.18,
2026-01-08,REEDR,dip,4.1,0.043,6.88,4131.0,2026-01-08,7.0864,hedef,2.97,123.0,3.2,
2026-01-08,SARKY,kirilim,4.5,0.872,22.1,4131.0,2026-01-08,22.763,hedef,2.97,123.0,3.17,
2026-01-08,SASA,dip,5.6,0.0,2.66,4131.0,2026-01-08,2.5802,stop,-3.03,-125.0,0.0,
2026-01-08,TKNSA,dip,5.1,0.156,22.26,4131.0,2026-01-09,22.9278,hedef,2.97,123.0,3.14,
2026-01-09,IHYAY,dip,4.4,0.021,1.93,14690.0,2026-01-12,1.9879,hedef,2.97,436.0,3.11,
2026-01-09,PGSUS,dip,4.7,0.19,209.8,14690.0,2026-01-09,203.506,stop,-3.03,-446.0,0.05,
2026-01-09,SASA,dip,8.5,-0.051,2.37,14690.0,2026-01-09,2.2989,stop,-3.03,-446.0,1.27,
2026-01-09,TUCLK,dip,4.3,0.162,4.5,14690.0,2026-01-12,4.365,stop,-3.03,-446.0,1.33,
2026-01-12,AKSGY,kirilim,5.0,1.031,8.31,3075.0,2026-01-19,8.5593,hedef,2.97,91.0,3.25,
2026-01-12,ARENA,dip,5.5,0.123,29.56,3075.0,2026-01-12,30.4468,hedef,2.97,91.0,3.59,
2026-01-12,BORLS,dip,9.0,-0.004,3.46,3075.0,2026-01-12,3.3562,stop,-3.03,-93.0,0.0,
2026-01-12,BRLSM,dip,5.1,0.191,13.66,3075.0,2026-01-14,14.0698,hedef,2.97,91.0,7.61,
2026-01-12,FENER,dip,5.1,0.053,3.18,3075.0,2026-01-12,3.0846,stop,-3.03,-93.0,0.0,
2026-01-12,IHLAS,dip,5.3,0.192,2.48,3075.0,2026-01-12,2.4056,stop,-3.03,-93.0,0.0,
2026-01-12,IHYAY,dip,4.4,0.0,1.89,3075.0,2026-01-12,1.9467,hedef,2.97,91.0,4.23,
2026-01-12,KLGYO,kirilim,17.4,0.992,7.69,3075.0,2026-01-12,7.9207,hedef,2.97,91.0,6.89,
2026-01-12,MAGEN,kirilim,8.2,0.996,41.5,3075.0,2026-01-13,42.745,hedef,2.97,91.0,3.37,
2026-01-12,MEDTR,dip,4.4,0.119,29.04,3075.0,2026-01-13,29.9112,hedef,2.97,91.0,5.79,
2026-01-12,ORGE,dip,10.2,0.051,67.15,3075.0,2026-01-13,69.1645,hedef,2.97,91.0,4.32,
2026-01-12,SARKY,kirilim,5.1,1.007,25.42,3075.0,2026-01-12,26.1826,hedef,2.97,91.0,5.66,
2026-01-12,TRILC,dip,4.1,0.101,2.6666,3075.0,2026-01-16,2.7466,hedef,2.97,91.0,3.1,
2026-01-13,ARENA,dip,9.9,0.152,30.4,6110.0,2026-01-13,31.312,hedef,2.97,181.0,5.39,
2026-01-13,BORLS,dip,8.0,-0.007,3.03,6110.0,2026-01-13,3.1209,hedef,2.97,181.0,3.63,
2026-01-13,BRMEN,kirilim,7.2,1.062,12.79,6110.0,2026-01-14,12.4063,stop,-3.03,-185.0,0.0,
2026-01-13,BRSAN,kirilim,4.5,1.147,629.0,6110.0,2026-01-14,647.87,hedef,2.97,181.0,4.61,
2026-01-13,EBEBK,kirilim,5.1,0.946,60.15,6110.0,2026-01-16,61.9545,hedef,2.97,181.0,3.24,
2026-01-13,FENER,dip,4.5,0.045,3.16,6110.0,2026-01-13,3.2548,hedef,2.97,181.0,3.8,
2026-01-13,KORDS,dip,4.9,0.135,51.25,6110.0,2026-01-23,52.7875,hedef,2.97,181.0,3.8,
2026-01-13,ORGE,dip,10.5,0.081,68.5,6110.0,2026-01-16,70.555,hedef,2.97,181.0,3.36,
2026-01-13,PLTUR,dip,4.0,0.087,21.14,6110.0,2026-01-20,21.7742,hedef,2.97,181.0,3.03,
2026-01-14,ATAKP,kirilim,4.5,0.938,55.65,2837.0,2026-01-14,57.3195,hedef,2.97,84.0,4.22,
2026-01-14,BORLS,dip,8.6,-0.001,2.97,2837.0,2026-01-14,2.8809,stop,-3.03,-86.0,0.0,
2026-01-14,BSOKE,kirilim,12.9,0.912,22.0,2837.0,2026-01-14,22.66,hedef,2.97,84.0,6.73,
2026-01-14,CLEBI,dip,15.9,0.174,1753.0,2837.0,2026-01-15,1805.59,hedef,2.97,84.0,3.37,
2026-01-14,DCTTR,dip,9.2,0.155,9.21,2837.0,2026-01-14,9.4863,hedef,2.97,84.0,3.47,
2026-01-14,DNISI,dip,6.5,0.138,20.0,2837.0,2026-01-23,20.6,hedef,2.97,84.0,3.0,
