giris_tarih,hisse,grup,kat,pos52,giris,poz_tl,cikis_tarih,cikis,sebep,getiri_%,tl_kar,max_gordugu_%,gun_sayisi
2026-05-12,A1YEN,kirilim,5.8,0.956,3.99,14266.0,2026-05-12,3.8703,stop,-3.03,-433.0,3.76,0
2026-05-12,ARASE,kirilim,19.4,1.036,114.8,14266.0,2026-05-12,118.244,hedef,2.97,423.0,3.92,0
2026-05-12,BALSU,dip,5.5,0.114,15.2,14266.0,2026-05-13,14.744,stop,-3.03,-433.0,0.79,1
2026-05-12,BIGTK,dip,17.3,0.06,228.0,14266.0,2026-05-13,234.84,hedef,2.97,423.0,4.65,1
2026-05-12,ERBOS,kirilim,17.0,0.911,217.9,14266.0,2026-05-12,224.437,hedef,2.97,423.0,3.72,0
2026-05-12,ESEN,dip,8.0,0.042,4.17,14266.0,2026-05-12,4.2951,hedef,2.97,423.0,3.12,0
2026-05-12,KORDS,kirilim,7.3,1.041,73.0,14266.0,2026-05-12,75.19,hedef,2.97,423.0,7.6,0
2026-05-12,KRVGD,kirilim,15.9,1.0,3.35,14266.0,2026-05-12,3.2495,stop,-3.03,-433.0,0.9,0
2026-05-12,RTALB,kirilim,9.0,0.991,4.78,14266.0,2026-05-12,4.6366,stop,-3.03,-433.0,1.26,0
2026-05-12,TBORG,dip,16.2,0.052,141.4,14266.0,2026-05-21,137.158,stop,-3.03,-433.0,1.63,9
2026-05-12,TCKRC,kirilim,5.2,0.988,118.0,14266.0,2026-05-12,121.54,hedef,2.97,423.0,3.56,0
2026-05-13,AKENR,kirilim,7.0,0.922,13.85,21054.0,2026-05-13,14.2655,hedef,2.97,625.0,6.43,0
2026-05-13,ATATP,kirilim,8.6,1.024,193.7,21054.0,2026-05-13,199.511,hedef,2.97,625.0,4.28,0
2026-05-13,BAKAB,kirilim,13.2,0.962,50.5,21054.0,2026-05-13,48.985,stop,-3.03,-639.0,2.97,0
2026-05-13,BIGTK,dip,10.7,0.087,238.6,21054.0,2026-05-13,231.442,stop,-3.03,-639.0,1.97,0
2026-05-13,RGYAS,kirilim,13.3,0.702,173.0,21054.0,2026-05-13,178.19,hedef,2.97,625.0,9.77,0
2026-05-13,ULUSE,kirilim,8.7,0.931,266.25,21054.0,2026-05-13,274.2375,hedef,2.97,625.0,6.2,0
2026-05-14,ALCAR,dip,32.9,0.183,771.5,52023.0,2026-05-18,748.355,stop,-3.03,-1578.0,1.88,4
2026-05-14,BRLSM,kirilim,50.5,0.824,18.1,52023.0,2026-05-14,18.643,hedef,2.97,1544.0,6.96,0
2026-05-14,KRDMB,kirilim,11.9,0.955,94.5,52023.0,2026-05-14,97.335,hedef,2.97,1544.0,3.7,0
2026-05-15,FORMT,dip,5.1,-0.005,2.6,53567.0,2026-05-18,2.522,stop,-3.03,-1625.0,1.15,3
2026-05-15,GARFA,kirilim,5.3,0.892,33.5,53567.0,2026-05-15,32.495,stop,-3.03,-1625.0,0.0,0
2026-05-18,DUNYH,kirilim,5.7,0.99,144.2,10388.0,2026-05-18,139.874,stop,-3.03,-315.0,0.0,0
2026-05-18,GARFA,kirilim,6.8,0.983,35.66,10388.0,2026-05-18,34.5902,stop,-3.03,-315.0,0.95,0
2026-05-18,GSDHO,kirilim,8.1,0.996,6.0,10388.0,2026-05-18,6.18,hedef,2.97,308.0,5.17,0
2026-05-18,ISSEN,kirilim,119.0,1.071,10.04,10388.0,2026-05-18,10.3412,hedef,2.97,308.0,4.78,0
2026-05-18,JANTS,dip,6.5,0.191,18.98,10388.0,2026-05-18,18.4106,stop,-3.03,-315.0,2.27,0
2026-05-20,EKSUN,kirilim,9.8,0.903,7.4,77001.0,2026-05-20,7.622,hedef,2.97,2285.0,3.92,0
2026-05-20,LKMNH,dip,17.0,0.169,15.2,77001.0,2026-05-20,15.656,hedef,2.97,2285.0,5.2,0
2026-05-21,BAKAB,kirilim,9.4,1.008,52.2,26428.0,2026-05-21,50.634,stop,-3.03,-802.0,0.0,0
2026-05-21,BIGTK,dip,56.0,0.018,211.5,26428.0,2026-05-21,217.845,hedef,2.97,784.0,6.34,0
2026-05-21,DAPGM,dip,6.2,0.124,9.77,26428.0,2026-05-21,10.0631,hedef,2.97,784.0,3.38,0
2026-05-21,GUNDG,kirilim,5.1,1.103,1097.0,26428.0,2026-05-21,1064.09,stop,-3.03,-802.0,0.0,0
2026-05-21,VERUS,kirilim,5.7,0.979,571.5,26428.0,2026-05-22,588.645,hedef,2.97,784.0,4.99,1
2026-05-21,VRGYO,dip,5.4,0.056,2.21,26428.0,2026-05-21,2.1437,stop,-3.03,-802.0,0.45,0
2026-05-22,ALVES,dip,8.0,0.106,2.6,20734.0,2026-05-22,2.678,hedef,2.97,615.0,4.62,0
2026-05-22,GUNDG,kirilim,9.2,1.003,1100.0,20734.0,2026-05-22,1133.0,hedef,2.97,615.0,7.73,0
2026-05-22,ICBCT,kirilim,14.2,1.154,22.5,20734.0,2026-05-22,23.175,hedef,2.97,615.0,3.2,0
2026-05-22,KOPOL,dip,44.1,0.131,5.03,20734.0,2026-05-22,5.1809,hedef,2.97,615.0,9.94,0
2026-05-22,NTHOL,dip,5.6,-0.047,35.12,20734.0,2026-05-22,36.1736,hedef,2.97,615.0,3.25,0
2026-05-22,VERTU,dip,6.6,0.181,35.02,20734.0,2026-05-22,36.0706,hedef,2.97,615.0,8.51,0
2026-05-22,VERUS,kirilim,10.4,0.967,573.0,20734.0,2026-05-22,590.19,hedef,2.97,615.0,4.71,0
2026-05-25,CEMTS,dip,6.9,0.18,10.35,88329.0,2026-05-25,10.6605,hedef,2.97,2621.0,3.96,0
2026-05-25,DURDO,kirilim,23.5,0.907,5.0,88329.0,2026-05-25,5.15,hedef,2.97,2621.0,4.8,0
2026-05-26,ADESE,dip,5.2,0.105,1.01,2140.0,2026-06-01,1.0403,hedef,2.97,63.0,3.96,6
2026-05-26,AFYON,dip,13.6,0.151,12.69,2140.0,2026-06-01,13.0707,hedef,2.97,63.0,3.55,6
2026-05-26,AKCNS,kirilim,40.0,0.925,216.8,2140.0,2026-05-26,223.304,hedef,2.97,63.0,3.27,0
2026-05-26,ALCAR,dip,28.0,0.117,745.0,2140.0,2026-06-02,767.35,hedef,2.97,63.0,3.22,7
2026-05-26,ALVES,dip,12.6,0.136,2.67,2140.0,2026-06-01,2.7501,hedef,2.97,63.0,3.75,6
2026-05-26,AYCES,dip,15.2,0.16,523.0,2140.0,2026-06-03,538.69,hedef,2.97,63.0,8.03,8
2026-05-26,BALSU,dip,35.4,0.032,13.41,2140.0,2026-06-01,13.8123,hedef,2.97,63.0,3.5,6
2026-05-26,BANVT,dip,14.8,0.039,150.0,2140.0,2026-06-01,154.5,hedef,2.97,63.0,3.07,6
2026-05-26,BARMA,kirilim,19.0,0.97,60.35,2140.0,2026-05-26,62.1605,hedef,2.97,63.0,3.56,0
2026-05-26,BEGYO,dip,9.2,0.028,4.24,2140.0,2026-06-03,4.3672,hedef,2.97,63.0,3.07,8
2026-05-26,BFREN,dip,22.2,0.096,138.9,2140.0,2026-06-01,143.067,hedef,2.97,63.0,3.74,6
2026-05-26,BIENY,dip,30.3,0.111,24.26,2140.0,2026-06-01,24.9878,hedef,2.97,63.0,4.29,6
2026-05-26,BIGCH,dip,11.6,0.111,6.36,2140.0,2026-06-01,6.5508,hedef,2.97,63.0,3.62,6
2026-05-26,BIGTK,dip,6.4,0.047,222.9,2140.0,2026-05-26,216.213,stop,-3.03,-65.0,0.0,0
2026-05-26,BOBET,dip,19.2,0.099,18.73,2140.0,2026-06-08,18.98,acik_kaldi,1.3,28.0,2.08,13
2026-05-26,BUCIM,dip,26.5,0.167,6.1,2140.0,2026-06-03,6.283,hedef,2.97,63.0,3.28,8
2026-05-26,CELHA,kirilim,17.9,0.95,15.9,2140.0,2026-05-26,16.377,hedef,2.97,63.0,3.46,0
2026-05-26,CEMAS,dip,18.9,0.112,4.88,2140.0,2026-06-01,5.0264,hedef,2.97,63.0,3.28,6
2026-05-26,CMBTN,dip,13.0,0.106,1608.0,2140.0,2026-06-01,1656.24,hedef,2.97,63.0,4.23,6
2026-05-26,CONSE,dip,18.5,0.187,2.94,2140.0,2026-06-02,3.0282,hedef,2.97,63.0,5.1,7
2026-05-26,DAPGM,dip,9.4,0.121,9.74,2140.0,2026-06-01,10.0322,hedef,2.97,63.0,5.65,6
2026-05-26,DENGE,dip,11.4,0.192,2.32,2140.0,2026-06-01,2.3896,hedef,2.97,63.0,3.02,6
2026-05-26,DERHL,dip,13.0,0.021,14.41,2140.0,2026-06-01,14.8423,hedef,2.97,63.0,3.33,6
2026-05-26,DNISI,dip,16.7,0.139,19.36,2140.0,2026-06-01,19.9408,hedef,2.97,63.0,3.25,6
2026-05-26,DOFER,dip,26.1,0.192,34.64,2140.0,2026-05-26,35.6792,hedef,2.97,63.0,3.93,0
2026-05-26,DURDO,kirilim,45.4,0.975,5.21,2140.0,2026-05-26,5.3663,hedef,2.97,63.0,4.22,0
2026-05-26,EGEEN,dip,10.7,0.1,5702.5,2140.0,2026-06-01,5873.575,hedef,2.97,63.0,3.99,6
2026-05-26,EKSUN,kirilim,36.0,0.964,8.06,2140.0,2026-05-26,7.8182,stop,-3.03,-65.0,2.85,0
2026-05-26,EMKEL,dip,39.9,0.039,22.26,2140.0,2026-06-01,22.9278,hedef,2.97,63.0,3.23,6
2026-05-26,ESEN,dip,5.6,0.024,3.88,2140.0,2026-05-26,3.9964,hedef,2.97,63.0,3.09,0
2026-05-26,EYGYO,dip,7.6,0.151,2.61,2140.0,2026-05-26,2.6883,hedef,2.97,63.0,4.6,0
2026-05-26,FORMT,dip,16.0,0.077,2.22,2140.0,2026-06-01,2.2866,hedef,2.97,63.0,4.95,6
2026-05-26,GENTS,dip,9.9,0.084,7.33,2140.0,2026-06-01,7.5499,hedef,2.97,63.0,3.0,6
2026-05-26,GLCVY,dip,8.3,0.197,59.3,2140.0,2026-06-08,58.9,acik_kaldi,-0.71,-15.0,2.28,13
2026-05-26,GZNMI,dip,53.0,0.092,68.2,2140.0,2026-05-26,66.154,stop,-3.03,-65.0,2.79,0
2026-05-26,HATEK,dip,12.2,0.172,16.33,2140.0,2026-06-01,16.8199,hedef,2.97,63.0,3.06,6
2026-05-26,HATSN,kirilim,69.3,0.857,53.8,2140.0,2026-05-26,55.414,hedef,2.97,63.0,7.9,0
2026-05-26,IHLAS,dip,6.0,0.059,2.03,2140.0,2026-06-02,2.0909,hedef,2.97,63.0,3.45,7
2026-05-26,IHLGM,dip,7.9,0.162,2.03,2140.0,2026-06-02,2.0909,hedef,2.97,63.0,3.45,7
2026-05-26,IHYAY,dip,16.7,0.048,1.72,2140.0,2026-06-01,1.7716,hedef,2.97,63.0,3.49,6
2026-05-26,IMASM,dip,13.0,0.182,3.34,2140.0,2026-06-08,3.2398,stop,-3.03,-65.0,2.99,13
2026-05-26,JANTS,dip,8.0,0.093,17.53,2140.0,2026-06-04,17.0041,stop,-3.03,-65.0,2.22,9
2026-05-26,KLGYO,dip,20.3,0.111,4.85,2140.0,2026-06-04,4.9955,hedef,2.97,63.0,3.92,9
2026-05-26,KLRHO,dip,24.5,0.092,98.0,2140.0,2026-05-26,95.06,stop,-3.03,-65.0,0.41,0
2026-05-26,KOTON,dip,7.4,0.156,14.83,2140.0,2026-06-01,15.2749,hedef,2.97,63.0,3.1,6
2026-05-26,KRDMB,kirilim,13.5,0.936,100.0,2140.0,2026-05-26,103.0,hedef,2.97,63.0,5.8,0
2026-05-26,KRGYO,dip,24.1,0.04,2.72,2140.0,2026-06-02,2.8016,hedef,2.97,63.0,3.31,7
2026-05-26,KZBGY,dip,22.2,0.167,3.15,2140.0,2026-05-26,3.2445,hedef,2.97,63.0,3.81,0
2026-05-26,LINK,dip,74.0,0.163,7.17,2140.0,2026-05-26,6.9549,stop,-3.03,-65.0,1.53,0
2026-05-26,LRSHO,dip,19.2,0.064,3.53,2140.0,2026-06-01,3.6359,hedef,2.97,63.0,3.12,6
2026-05-26,MNDRS,dip,18.9,0.169,11.5,2140.0,2026-06-02,11.845,hedef,2.97,63.0,4.0,7
2026-05-26,MNDTR,dip,21.0,0.182,5.78,2140.0,2026-06-01,5.9534,hedef,2.97,63.0,3.11,6
2026-05-26,MOBTL,kirilim,49.0,0.986,15.12,2140.0,2026-05-26,15.5736,hedef,2.97,63.0,3.04,0
2026-05-26,NATEN,dip,7.8,0.096,6.89,2140.0,2026-05-26,7.0967,hedef,2.97,63.0,6.53,0
2026-05-26,NTHOL,dip,30.5,0.13,37.6,2140.0,2026-06-01,38.728,hedef,2.97,63.0,3.67,6
2026-05-26,NUHCM,dip,8.1,0.162,223.1,2140.0,2026-06-01,216.407,stop,-3.03,-65.0,1.12,6
2026-05-26,OSMEN,dip,11.6,0.138,7.48,2140.0,2026-06-01,7.7044,hedef,2.97,63.0,3.74,6
2026-05-26,OSTIM,dip,17.0,0.078,2.67,2140.0,2026-06-01,2.7501,hedef,2.97,63.0,4.12,6
2026-05-26,OTTO,dip,29.2,0.027,233.5,2140.0,2026-06-01,240.505,hedef,2.97,63.0,3.6,6
2026-05-26,PAPIL,dip,14.0,0.037,15.3,2140.0,2026-06-01,15.759,hedef,2.97,63.0,3.33,6
2026-05-26,PKENT,dip,50.8,0.065,152.1,2140.0,2026-06-01,156.663,hedef,2.97,63.0,3.22,6
2026-05-26,POLTK,dip,30.1,0.048,5107.5,2140.0,2026-06-01,5260.725,hedef,2.97,63.0,3.77,6
2026-05-26,PRKME,dip,8.9,0.152,17.51,2140.0,2026-06-01,18.0353,hedef,2.97,63.0,3.83,6
2026-05-26,QUAGR,dip,47.9,0.158,3.92,2140.0,2026-05-26,3.8024,stop,-3.03,-65.0,0.0,0
2026-05-26,RAYSG,dip,9.9,0.089,185.3,2140.0,2026-06-01,190.859,hedef,2.97,63.0,10.63,6
2026-05-26,SMRVA,dip,19.0,0.068,16.44,2140.0,2026-06-02,16.9332,hedef,2.97,63.0,3.04,7
2026-05-26,SUNTK,dip,28.3,0.094,32.28,2140.0,2026-05-26,33.2484,hedef,2.97,63.0,3.28,0
2026-05-26,SUWEN,dip,26.3,0.064,7.58,2140.0,2026-06-01,7.8074,hedef,2.97,63.0,4.88,6
2026-05-26,TARKM,kirilim,37.2,0.972,545.0,2140.0,2026-05-26,561.35,hedef,2.97,63.0,6.42,0
2026-05-26,TBORG,dip,8.6,0.113,138.1,2140.0,2026-05-26,133.957,stop,-3.03,-65.0,0.0,0
2026-05-26,TDGYO,dip,9.4,0.068,14.28,2140.0,2026-05-26,13.8516,stop,-3.03,-65.0,0.0,0
2026-05-26,TKNSA,dip,8.8,0.173,20.66,2140.0,2026-06-03,21.2798,hedef,2.97,63.0,4.84,8
2026-05-26,TMSN,dip,16.1,0.143,98.8,2140.0,2026-06-01,101.764,hedef,2.97,63.0,5.16,6
2026-05-26,TSGYO,dip,8.1,0.157,6.44,2140.0,2026-06-02,6.6332,hedef,2.97,63.0,3.73,7
2026-05-26,TTRAK,dip,11.1,0.117,451.5,2140.0,2026-06-05,437.955,stop,-3.03,-65.0,1.27,10
2026-05-26,TUCLK,dip,71.2,0.163,4.48,2140.0,2026-06-01,4.6144,hedef,2.97,63.0,3.57,6
2026-05-26,TUKAS,dip,10.9,0.11,2.44,2140.0,2026-06-05,2.3668,stop,-3.03,-65.0,2.05,10
2026-05-26,TUREX,dip,11.4,0.104,8.31,2140.0,2026-06-03,8.5593,hedef,2.97,63.0,4.93,8
2026-05-26,UNLU,dip,10.0,0.135,13.15,2140.0,2026-06-02,13.5445,hedef,2.97,63.0,4.87,7
2026-05-26,USAK,dip,6.2,0.047,1.59,2140.0,2026-06-05,1.5423,stop,-3.03,-65.0,2.52,10
2026-05-26,VESBE,dip,8.0,0.031,6.76,2140.0,2026-06-02,6.9628,hedef,2.97,63.0,3.11,7
2026-05-26,VKING,dip,15.4,0.118,25.86,2140.0,2026-06-02,26.6358,hedef,2.97,63.0,3.17,7
2026-05-26,VRGYO,dip,8.0,0.047,2.18,2140.0,2026-06-01,2.2454,hedef,2.97,63.0,3.21,6
2026-05-26,VSNMD,dip,94.6,0.014,83.0,2140.0,2026-05-26,80.51,stop,-3.03,-65.0,0.72,0
2026-05-26,YESIL,dip,38.1,0.111,1.51,2140.0,2026-05-26,1.5553,hedef,2.97,63.0,9.27,0
2026-06-01,HRKET,kirilim,6.3,1.1,96.5,51728.0,2026-06-02,99.395,hedef,2.97,1535.0,3.63,1
2026-06-02,DERHL,dip,8.1,0.047,15.42,40700.0,2026-06-02,15.8826,hedef,2.97,1208.0,3.76,0
2026-06-02,KRVGD,kirilim,5.4,0.964,3.4,40700.0,2026-06-02,3.298,stop,-3.03,-1234.0,0.29,0
2026-06-03,CGCAM,kirilim,6.6,0.899,46.42,79437.0,2026-06-03,47.8126,hedef,2.97,2357.0,6.16,0
2026-06-03,KARTN,kirilim,7.7,0.981,130.3,79437.0,2026-06-03,134.209,hedef,2.97,2357.0,4.91,0
2026-06-04,TUREX,dip,5.1,0.155,9.2,174606.0,2026-06-04,9.476,hedef,2.97,5181.0,4.46,0
2026-06-05,CMBTN,dip,19.5,0.095,1595.0,61355.0,2026-06-08,1577.0,acik_kaldi,-1.16,-713.0,2.63,3
2026-06-05,EMKEL,dip,9.8,0.071,25.96,61355.0,2026-06-05,25.1812,stop,-3.03,-1861.0,0.23,0
2026-06-05,KRTEK,dip,6.5,0.116,24.82,61355.0,2026-06-08,24.48,acik_kaldi,-1.4,-861.0,0.64,3
2026-06-08,AKFYE,kirilim,20.5,1.057,26.0,16430.0,2026-06-08,26.78,hedef,2.97,487.0,6.46,0
2026-06-08,DERHL,dip,7.5,0.033,14.2,16430.0,2026-06-08,13.774,stop,-3.03,-498.0,0.28,0
2026-06-08,POLTK,dip,9.1,0.067,5270.0,16430.0,2026-06-08,5111.9,stop,-3.03,-498.0,0.05,0
2026-06-08,SEKUR,kirilim,14.9,0.863,8.06,16430.0,2026-06-08,7.8182,stop,-3.03,-498.0,0.5,0
