giris_tarih,hisse,grup,kat,pos52,giris,poz_tl,cikis_tarih,cikis,sebep,getiri_%,tl_kar,max_gordugu_%,gun_sayisi
2026-03-19,AKFIS,kirilim,47.5,0.97,39.3,985.0,2026-03-19,40.479,hedef,2.97,29.0,3.36,0
2026-03-19,AKYHO,dip,5.8,0.11,2.63,985.0,2026-03-19,2.7089,hedef,2.97,29.0,4.56,0
2026-03-19,ALCAR,dip,6.1,0.031,752.5,985.0,2026-03-27,729.925,stop,-3.03,-30.0,1.66,8
2026-03-19,ALKLC,kirilim,22.3,0.991,296.0,985.0,2026-03-19,304.88,hedef,2.97,29.0,4.65,0
2026-03-19,ANELE,dip,12.7,0.046,13.93,985.0,2026-03-23,13.5121,stop,-3.03,-30.0,1.15,4
2026-03-19,ANGEN,dip,5.7,0.142,10.27,985.0,2026-03-23,10.5781,hedef,2.97,29.0,4.97,4
2026-03-19,ARENA,dip,15.7,0.053,25.06,985.0,2026-03-23,24.3082,stop,-3.03,-30.0,0.0,4
2026-03-19,AZTEK,dip,13.4,0.185,4.07,985.0,2026-03-23,3.9479,stop,-3.03,-30.0,0.49,4
2026-03-19,BAHKM,kirilim,76.4,1.008,144.3,985.0,2026-03-19,148.629,hedef,2.97,29.0,5.27,0
2026-03-19,BALSU,dip,8.9,0.044,14.18,985.0,2026-03-23,13.7546,stop,-3.03,-30.0,0.71,4
2026-03-19,BANVT,dip,36.5,0.042,155.0,985.0,2026-03-23,150.35,stop,-3.03,-30.0,0.0,4
2026-03-19,BAYRK,dip,25.8,0.154,4.59,985.0,2026-03-23,4.4523,stop,-3.03,-30.0,0.22,4
2026-03-19,BEGYO,dip,11.8,0.017,4.24,985.0,2026-03-23,4.1128,stop,-3.03,-30.0,0.0,4
2026-03-19,BFREN,dip,8.7,0.037,141.4,985.0,2026-03-27,137.158,stop,-3.03,-30.0,0.5,8
2026-03-19,BIENY,dip,5.5,0.075,23.14,985.0,2026-03-23,22.4458,stop,-3.03,-30.0,1.38,4
2026-03-19,BIGEN,dip,10.3,0.038,8.71,985.0,2026-03-23,8.4487,stop,-3.03,-30.0,0.11,4
2026-03-19,BIGTK,dip,118.1,0.147,242.4,985.0,2026-03-19,249.672,hedef,2.97,29.0,7.16,0
2026-03-19,BINBN,dip,16.0,0.152,160.4,985.0,2026-03-24,165.212,hedef,2.97,29.0,3.55,5
2026-03-19,BOBET,dip,111.7,0.177,19.59,985.0,2026-03-23,19.0023,stop,-3.03,-30.0,0.0,4
2026-03-19,BORLS,dip,9.0,0.009,2.87,985.0,2026-03-23,2.7839,stop,-3.03,-30.0,0.0,4
2026-03-19,BUCIM,dip,5.7,0.078,6.11,985.0,2026-04-07,5.9267,stop,-3.03,-30.0,0.98,19
2026-03-19,CEMTS,dip,6.3,0.175,10.38,985.0,2026-03-23,10.0686,stop,-3.03,-30.0,0.77,4
2026-03-19,CEOEM,dip,19.4,0.11,21.52,985.0,2026-03-24,22.1656,hedef,2.97,29.0,3.25,5
2026-03-19,CMBTN,dip,17.2,0.037,1710.0,985.0,2026-03-23,1658.7,stop,-3.03,-30.0,1.46,4
2026-03-19,CRDFA,kirilim,22.9,0.993,26.6666,985.0,2026-03-19,27.4666,hedef,2.97,29.0,3.75,0
2026-03-19,DCTTR,dip,38.1,0.125,8.31,985.0,2026-03-19,8.5593,hedef,2.97,29.0,3.61,0
2026-03-19,DERHL,dip,7.8,0.01,14.42,985.0,2026-03-19,13.9874,stop,-3.03,-30.0,0.14,0
2026-03-19,DESPC,dip,5.9,0.015,37.74,985.0,2026-03-19,38.8722,hedef,2.97,29.0,3.29,0
2026-03-19,DGNMO,dip,16.6,0.019,3.88,985.0,2026-03-25,3.7636,stop,-3.03,-30.0,2.06,6
2026-03-19,DNISI,dip,7.7,0.121,19.74,985.0,2026-03-23,19.1478,stop,-3.03,-30.0,0.3,4
2026-03-19,DSTKF,kirilim,12.3,0.982,1840.0,985.0,2026-03-19,1895.2,hedef,2.97,29.0,3.97,0
2026-03-19,DYOBY,dip,29.8,0.075,13.34,985.0,2026-03-23,12.9398,stop,-3.03,-30.0,0.15,4
2026-03-19,EFOR,dip,69.2,-0.031,11.28,985.0,2026-03-23,10.9416,stop,-3.03,-30.0,0.0,4
2026-03-19,EGEEN,dip,9.8,0.046,5892.5,985.0,2026-03-23,5715.725,stop,-3.03,-30.0,0.93,4
2026-03-19,EGSER,dip,5.8,0.091,2.88,985.0,2026-03-27,2.7936,stop,-3.03,-30.0,2.43,8
2026-03-19,ELITE,dip,11.8,0.06,28.36,985.0,2026-03-23,27.5092,stop,-3.03,-30.0,0.78,4
2026-03-19,EMKEL,dip,321.8,0.025,20.28,985.0,2026-03-19,20.8884,hedef,2.97,29.0,5.03,0
2026-03-19,ERCB,dip,17.2,0.014,51.85,985.0,2026-03-23,50.2945,stop,-3.03,-30.0,0.1,4
2026-03-19,ESCAR,dip,11.0,0.196,30.2,985.0,2026-03-23,29.294,stop,-3.03,-30.0,2.65,4
2026-03-19,ESEN,dip,15.2,0.029,3.95,985.0,2026-03-23,4.0685,hedef,2.97,29.0,3.29,4
2026-03-19,ETILR,dip,9.8,0.113,3.87,985.0,2026-03-23,3.7539,stop,-3.03,-30.0,0.0,4
2026-03-19,FENER,dip,9.5,0.007,2.71,985.0,2026-03-19,2.7913,hedef,2.97,29.0,4.43,0
2026-03-19,FORMT,dip,55.7,0.089,2.87,985.0,2026-03-19,2.9561,hedef,2.97,29.0,3.48,0
2026-03-19,FORTE,kirilim,33.5,0.845,97.05,985.0,2026-03-19,99.9615,hedef,2.97,29.0,3.45,0
2026-03-19,FZLGY,kirilim,235.3,0.927,16.7,985.0,2026-03-19,17.201,hedef,2.97,29.0,6.59,0
2026-03-19,GIPTA,dip,19.4,0.196,70.05,985.0,2026-03-19,72.1515,hedef,2.97,29.0,5.28,0
2026-03-19,GOODY,dip,9.4,0.088,14.1,985.0,2026-03-23,13.677,stop,-3.03,-30.0,0.21,4
2026-03-19,GZNMI,dip,12.7,0.055,57.55,985.0,2026-03-19,59.2765,hedef,2.97,29.0,4.0,0
2026-03-19,HATEK,dip,8.5,0.097,15.4,985.0,2026-03-23,14.938,stop,-3.03,-30.0,2.53,4
2026-03-19,HATSN,dip,12.5,0.125,37.22,985.0,2026-03-27,38.3366,hedef,2.97,29.0,3.71,8
2026-03-19,HTTBT,dip,17.2,0.087,37.2,985.0,2026-04-08,38.316,hedef,2.97,29.0,3.49,20
2026-03-19,HUNER,dip,23.9,0.078,3.1,985.0,2026-03-23,3.007,stop,-3.03,-30.0,0.65,4
2026-03-19,IHLAS,dip,7.8,0.041,2.03,985.0,2026-03-23,1.9691,stop,-3.03,-30.0,0.49,4
2026-03-19,IHYAY,dip,13.7,0.069,1.76,985.0,2026-03-23,1.7072,stop,-3.03,-30.0,0.57,4
2026-03-19,INGRM,dip,8.6,0.175,382.75,985.0,2026-03-27,371.2675,stop,-3.03,-30.0,2.16,8
2026-03-19,ISGSY,kirilim,16.5,0.98,146.6,985.0,2026-03-19,150.998,hedef,2.97,29.0,3.34,0
2026-03-19,ISSEN,dip,6.8,0.151,7.17,985.0,2026-03-24,7.3851,hedef,2.97,29.0,3.91,5
2026-03-19,JANTS,dip,23.1,0.056,16.98,985.0,2026-03-27,17.4894,hedef,2.97,29.0,4.95,8
2026-03-19,KARTN,dip,8.2,0.058,70.0,985.0,2026-03-19,67.9,stop,-3.03,-30.0,0.57,0
2026-03-19,KFEIN,dip,8.0,0.1,8.68,985.0,2026-03-23,8.4196,stop,-3.03,-30.0,0.35,4
2026-03-19,KLRHO,dip,42.8,0.144,118.4,985.0,2026-03-19,121.952,hedef,2.97,29.0,8.11,0
2026-03-19,KLSER,dip,154.7,0.12,26.0,985.0,2026-03-19,26.78,hedef,2.97,29.0,4.54,0
2026-03-19,KLSYN,kirilim,29.0,0.936,9.79,985.0,2026-03-19,10.0837,hedef,2.97,29.0,4.19,0
2026-03-19,KLYPV,dip,7.0,0.132,55.55,985.0,2026-03-23,57.2165,hedef,2.97,29.0,3.24,4
2026-03-19,KNFRT,dip,14.0,0.094,10.9,985.0,2026-03-23,10.573,stop,-3.03,-30.0,0.0,4
2026-03-19,KOTON,dip,14.0,0.193,15.1,985.0,2026-03-23,14.647,stop,-3.03,-30.0,1.32,4
2026-03-19,KRGYO,dip,20.9,0.046,2.75,985.0,2026-03-23,2.6675,stop,-3.03,-30.0,1.09,4
2026-03-19,KUYAS,kirilim,11.5,0.954,76.45,985.0,2026-03-19,78.7435,hedef,2.97,29.0,3.07,0
2026-03-19,LIDER,kirilim,5.7,0.998,96.0,985.0,2026-03-19,98.88,hedef,2.97,29.0,3.54,0
2026-03-19,LINK,dip,49.5,0.109,6.42,985.0,2026-03-19,6.2274,stop,-3.03,-30.0,0.16,0
2026-03-19,MAKIM,dip,13.2,0.128,15.43,985.0,2026-03-23,14.9671,stop,-3.03,-30.0,0.19,4
2026-03-19,MARTI,dip,20.6,0.096,1.46,985.0,2026-03-23,1.4162,stop,-3.03,-30.0,0.0,4
2026-03-19,MEDTR,dip,6.8,0.165,28.4,985.0,2026-03-23,27.548,stop,-3.03,-30.0,0.0,4
2026-03-19,MERCN,dip,9.0,0.063,16.76,985.0,2026-03-26,16.2572,stop,-3.03,-30.0,1.55,7
2026-03-19,MRSHL,dip,14.6,0.177,1397.0,985.0,2026-03-30,1355.09,stop,-3.03,-30.0,0.93,11
2026-03-19,NATEN,dip,19.3,0.038,7.18,985.0,2026-03-27,6.9646,stop,-3.03,-30.0,2.09,8
2026-03-19,ONRYT,dip,10.1,0.072,58.85,985.0,2026-03-26,57.0845,stop,-3.03,-30.0,2.21,7
2026-03-19,ORGE,dip,7.8,0.056,67.4,985.0,2026-03-24,65.378,stop,-3.03,-30.0,0.45,5
2026-03-19,OSMEN,dip,29.5,0.096,7.44,985.0,2026-03-23,7.2168,stop,-3.03,-30.0,0.27,4
2026-03-19,OSTIM,dip,10.3,0.129,2.79,985.0,2026-03-26,2.7063,stop,-3.03,-30.0,0.72,7
2026-03-19,OTTO,dip,8.3,0.085,304.0,985.0,2026-03-23,313.12,hedef,2.97,29.0,3.54,4
2026-03-19,PAGYO,kirilim,10.5,0.909,102.1,985.0,2026-03-19,105.163,hedef,2.97,29.0,3.72,0
2026-03-19,PAMEL,dip,15.2,0.121,81.4,985.0,2026-03-26,78.958,stop,-3.03,-30.0,2.46,7
2026-03-19,PAPIL,dip,14.6,0.036,16.08,985.0,2026-03-23,15.5976,stop,-3.03,-30.0,1.12,4
2026-03-19,PATEK,dip,12.9,0.135,17.68,985.0,2026-03-24,18.2104,hedef,2.97,29.0,3.05,5
2026-03-19,PKENT,dip,13.6,0.084,155.6,985.0,2026-03-23,150.932,stop,-3.03,-30.0,0.0,4
2026-03-19,POLTK,dip,5.7,0.009,5050.0,985.0,2026-03-23,4898.5,stop,-3.03,-30.0,0.0,4
2026-03-19,QUAGR,dip,9.9,0.067,3.05,985.0,2026-03-23,2.9585,stop,-3.03,-30.0,2.62,4
2026-03-19,RAYSG,dip,13.2,0.076,199.8,985.0,2026-03-26,193.806,stop,-3.03,-30.0,1.1,7
2026-03-19,SANFM,dip,12.0,0.148,7.04,985.0,2026-03-23,6.8288,stop,-3.03,-30.0,0.71,4
2026-03-19,SEGMN,kirilim,93.4,0.916,55.4,985.0,2026-03-19,57.062,hedef,2.97,29.0,7.49,0
2026-03-19,SERNT,dip,22.6,0.19,8.04,985.0,2026-03-19,7.7988,stop,-3.03,-30.0,0.0,0
2026-03-19,SMRVA,dip,45.1,0.07,11.8684,985.0,2026-03-23,11.5124,stop,-3.03,-30.0,0.41,4
2026-03-19,SNICA,dip,8.3,0.106,3.8,985.0,2026-03-23,3.686,stop,-3.03,-30.0,1.05,4
2026-03-19,SUWEN,dip,10.6,0.155,9.11,985.0,2026-03-23,8.8367,stop,-3.03,-30.0,0.44,4
2026-03-19,TBORG,dip,5.3,0.015,149.1,985.0,2026-03-23,144.627,stop,-3.03,-30.0,0.87,4
2026-03-19,TEKTU,dip,17.5,0.18,8.89,985.0,2026-03-23,8.6233,stop,-3.03,-30.0,0.67,4
2026-03-19,TKNSA,dip,5.1,0.145,22.02,985.0,2026-03-23,21.3594,stop,-3.03,-30.0,1.73,4
2026-03-19,TRILC,dip,5.4,0.1,2.4793,985.0,2026-03-23,2.5537,hedef,2.97,29.0,3.02,4
2026-03-19,TTRAK,dip,15.0,0.04,457.0,985.0,2026-03-23,443.29,stop,-3.03,-30.0,0.38,4
2026-03-19,TUCLK,dip,34.5,0.159,4.49,985.0,2026-03-19,4.6247,hedef,2.97,29.0,3.12,0
2026-03-19,TUKAS,dip,8.6,0.189,2.33,985.0,2026-03-23,2.2601,stop,-3.03,-30.0,0.43,4
2026-03-19,TUREX,dip,50.9,0.027,7.71,985.0,2026-03-19,7.4787,stop,-3.03,-30.0,0.26,0
2026-03-19,TURGG,dip,14.6,0.17,27.78,985.0,2026-03-19,28.6134,hedef,2.97,29.0,3.46,0
2026-03-19,USAK,dip,16.3,0.039,1.63,985.0,2026-03-23,1.5811,stop,-3.03,-30.0,1.23,4
2026-03-19,VESBE,dip,12.1,0.036,7.31,985.0,2026-03-23,7.0907,stop,-3.03,-30.0,0.41,4
2026-03-19,VKING,dip,66.6,0.108,26.36,985.0,2026-03-23,25.5692,stop,-3.03,-30.0,2.2,4
2026-03-19,VSNMD,dip,10.4,0.007,77.0,985.0,2026-03-23,74.69,stop,-3.03,-30.0,0.45,4
2026-03-19,YAYLA,dip,40.7,0.183,23.94,985.0,2026-03-23,23.2218,stop,-3.03,-30.0,1.59,4
2026-03-19,YESIL,dip,94.3,0.118,1.57,985.0,2026-03-19,1.5229,stop,-3.03,-30.0,0.64,0
2026-03-19,YIGIT,dip,10.4,0.116,22.5,985.0,2026-03-23,21.825,stop,-3.03,-30.0,0.0,4
2026-03-23,EFOR,dip,7.5,-0.05,10.16,55289.0,2026-03-24,9.8552,stop,-3.03,-1677.0,0.0,1
2026-03-25,EFOR,dip,26.3,-0.031,8.4,115307.0,2026-03-25,8.652,hedef,2.97,3421.0,13.21,0
2026-03-26,GOODY,dip,11.6,0.197,14.83,59841.0,2026-03-27,15.2749,hedef,2.97,1775.0,5.53,1
2026-03-26,RUBNS,kirilim,11.5,0.955,40.46,59841.0,2026-03-26,41.6738,hedef,2.97,1775.0,3.16,0
2026-03-27,HATSN,dip,7.6,0.185,38.6,66391.0,2026-03-27,37.442,stop,-3.03,-2014.0,1.81,0
2026-03-31,AYEN,kirilim,11.7,0.908,32.12,67352.0,2026-03-31,33.0836,hedef,2.97,1998.0,4.55,0
2026-03-31,MOBTL,kirilim,7.4,1.012,12.0,67352.0,2026-03-31,11.64,stop,-3.03,-2043.0,0.83,0
2026-04-01,ADEL,kirilim,5.7,0.967,41.5,44887.0,2026-04-01,42.745,hedef,2.97,1332.0,4.96,0
2026-04-01,RUBNS,kirilim,10.8,0.983,43.5,44887.0,2026-04-01,44.805,hedef,2.97,1332.0,3.22,0
2026-04-01,VKING,dip,5.0,0.161,26.98,44887.0,2026-04-01,26.1706,stop,-3.03,-1361.0,0.82,0
2026-04-02,BEGYO,dip,9.1,0.041,4.62,19423.0,2026-04-02,4.7586,hedef,2.97,576.0,3.68,0
2026-04-02,KNFRT,dip,5.2,0.08,10.69,19423.0,2026-04-07,11.0107,hedef,2.97,576.0,3.37,5
2026-04-02,MARTI,dip,5.4,0.142,1.54,19423.0,2026-04-02,1.5862,hedef,2.97,576.0,5.19,0
2026-04-02,NIBAS,kirilim,39.2,1.075,11.25,19423.0,2026-04-03,10.9125,stop,-3.03,-589.0,2.67,1
2026-04-02,QUAGR,dip,5.2,0.087,3.24,19423.0,2026-04-02,3.3372,hedef,2.97,576.0,4.32,0
2026-04-02,SMRVA,dip,7.6,0.043,12.3896,19423.0,2026-04-02,12.7613,hedef,2.97,576.0,5.79,0
2026-04-02,TSGYO,dip,26.8,0.133,6.33,19423.0,2026-04-02,6.5199,hedef,2.97,576.0,3.0,0
2026-04-03,BORLS,dip,9.0,0.022,3.25,24999.0,2026-04-03,3.1525,stop,-3.03,-758.0,2.46,0
2026-04-03,ERCB,dip,8.2,0.187,57.9,24999.0,2026-04-03,59.637,hedef,2.97,742.0,3.97,0
2026-04-03,FADE,kirilim,8.1,0.904,17.4,24999.0,2026-04-03,17.922,hedef,2.97,742.0,6.9,0
2026-04-03,TURGG,dip,9.1,0.189,29.08,24999.0,2026-04-06,29.9524,hedef,2.97,742.0,10.04,3
2026-04-07,CEOEM,dip,5.7,0.171,23.08,24060.0,2026-04-08,23.7724,hedef,2.97,714.0,7.02,1
2026-04-07,CRFSA,kirilim,41.4,1.007,146.0,24060.0,2026-04-07,141.62,stop,-3.03,-730.0,0.27,0
2026-04-07,DGNMO,dip,16.9,0.187,4.31,24060.0,2026-04-07,4.1807,stop,-3.03,-730.0,0.0,0
2026-04-07,POLHO,kirilim,5.8,1.035,25.02,24060.0,2026-04-07,24.2694,stop,-3.03,-730.0,1.12,0
2026-04-07,SEGMN,kirilim,9.5,1.002,63.35,24060.0,2026-04-07,61.4495,stop,-3.03,-730.0,0.39,0
2026-04-08,LKMNH,dip,7.3,0.146,15.02,38091.0,2026-04-13,15.4706,hedef,2.97,1130.0,3.73,5
2026-04-08,RGYAS,kirilim,5.8,1.007,175.4,38091.0,2026-04-08,170.138,stop,-3.03,-1155.0,0.0,0
2026-04-08,SNICA,dip,7.0,0.14,3.93,38091.0,2026-04-15,4.0479,hedef,2.97,1130.0,3.05,7
2026-04-09,VRGYO,dip,5.7,0.094,2.3,62724.0,2026-04-09,2.369,hedef,2.97,1861.0,7.39,0
2026-04-10,BORLS,dip,13.6,0.044,3.93,64585.0,2026-04-13,4.0479,hedef,2.97,1916.0,11.45,3
2026-04-14,BORLS,dip,8.8,0.073,4.81,52861.0,2026-04-14,4.6657,stop,-3.03,-1603.0,0.0,0
2026-04-14,GEREL,kirilim,7.4,0.904,35.76,52861.0,2026-04-14,36.8328,hedef,2.97,1568.0,5.48,0
2026-04-15,ANELE,kirilim,8.5,1.178,28.78,21138.0,2026-04-16,29.6434,hedef,2.97,627.0,9.94,1
2026-04-15,ARENA,dip,15.8,0.189,28.64,21138.0,2026-04-15,27.7808,stop,-3.03,-641.0,1.82,0
2026-04-15,GENTS,dip,31.7,-0.058,6.89,21138.0,2026-04-15,7.0967,hedef,2.97,627.0,5.37,0
2026-04-15,OZATD,kirilim,9.4,0.997,280.0,21138.0,2026-04-15,288.4,hedef,2.97,627.0,3.21,0
2026-04-15,VSNMD,dip,11.4,0.025,91.6,21138.0,2026-04-15,94.348,hedef,2.97,627.0,6.33,0
2026-04-16,ADESE,dip,8.7,0.18,1.13,25002.0,2026-04-16,1.1639,hedef,2.97,742.0,5.31,0
2026-04-16,DGNMO,kirilim,13.5,1.002,8.07,25002.0,2026-04-16,7.8279,stop,-3.03,-758.0,0.0,0
2026-04-16,SMRVA,dip,6.5,0.112,20.5116,25002.0,2026-04-16,19.8963,stop,-3.03,-758.0,3.93,0
2026-04-16,SUWEN,dip,5.4,0.18,9.4,25002.0,2026-04-16,9.682,hedef,2.97,742.0,3.3,0
2026-04-16,VSNMD,dip,30.3,0.039,102.1,25002.0,2026-04-16,99.037,stop,-3.03,-758.0,3.23,0
2026-04-17,MERCN,dip,16.5,0.141,19.76,145985.0,2026-04-17,20.3528,hedef,2.97,4331.0,5.67,0
2026-04-20,AKCNS,kirilim,35.5,1.02,223.0,10021.0,2026-04-20,216.31,stop,-3.03,-304.0,0.67,0
2026-04-20,AKYHO,dip,7.2,0.148,2.69,10021.0,2026-04-20,2.7707,hedef,2.97,297.0,5.95,0
2026-04-20,ALCAR,dip,9.9,0.186,807.5,10021.0,2026-04-28,783.275,stop,-3.03,-304.0,2.23,8
2026-04-20,BANVT,dip,9.9,0.12,162.0,10021.0,2026-04-20,166.86,hedef,2.97,297.0,3.7,0
2026-04-20,CRFSA,kirilim,10.3,1.029,200.0,10021.0,2026-04-20,194.0,stop,-3.03,-304.0,0.4,0
2026-04-20,DURDO,kirilim,15.4,0.817,4.6,10021.0,2026-04-20,4.738,hedef,2.97,297.0,3.26,0
2026-04-20,ELITE,dip,7.4,0.184,30.46,10021.0,2026-04-20,31.3738,hedef,2.97,297.0,3.68,0
2026-04-20,FENER,dip,18.9,0.121,2.9,10021.0,2026-04-22,2.813,stop,-3.03,-304.0,1.72,2
2026-04-20,HATEK,dip,10.4,0.167,16.55,10021.0,2026-04-20,16.0535,stop,-3.03,-304.0,1.09,0
2026-04-20,IZFAS,kirilim,7.7,0.938,70.55,10021.0,2026-04-20,68.4335,stop,-3.03,-304.0,2.06,0
2026-04-20,KLRHO,dip,5.0,0.145,121.8,10021.0,2026-04-20,118.146,stop,-3.03,-304.0,3.37,0
2026-04-20,KRGYO,dip,11.0,0.087,2.91,10021.0,2026-04-30,2.8227,stop,-3.03,-304.0,2.75,10
2026-04-20,PAPIL,dip,11.4,0.137,18.5,10021.0,2026-04-20,17.945,stop,-3.03,-304.0,0.49,0
2026-04-20,PRDGS,kirilim,20.1,0.976,8.18,10021.0,2026-04-21,8.4254,hedef,2.97,297.0,4.77,1
2026-04-20,SKYLP,kirilim,5.4,0.887,328.25,10021.0,2026-04-20,318.4025,stop,-3.03,-304.0,10.13,0
2026-04-21,KARTN,kirilim,7.5,0.963,101.0,36431.0,2026-04-21,97.97,stop,-3.03,-1105.0,2.87,0
2026-04-21,TCKRC,kirilim,7.4,0.955,104.5,36431.0,2026-04-21,107.635,hedef,2.97,1081.0,5.07,0
2026-04-21,ULUSE,kirilim,6.8,0.981,247.6,36431.0,2026-04-21,255.028,hedef,2.97,1081.0,5.41,0
2026-04-22,ESEN,dip,29.5,0.085,4.9,40223.0,2026-04-22,4.753,stop,-3.03,-1220.0,4.08,0
2026-04-22,PKART,kirilim,14.2,1.083,100.0,40223.0,2026-04-22,103.0,hedef,2.97,1193.0,5.4,0
2026-04-22,SAMAT,dip,8.7,0.16,5.74,40223.0,2026-04-22,5.5678,stop,-3.03,-1220.0,0.0,0
2026-04-24,HOROZ,kirilim,50.3,0.955,73.0,64570.0,2026-04-24,75.19,hedef,2.97,1916.0,3.01,0
2026-04-24,SEKUR,kirilim,6.0,0.988,8.34,64570.0,2026-04-24,8.0898,stop,-3.03,-1958.0,0.0,0
2026-04-27,MEGMT,kirilim,5.6,0.972,81.5,64549.0,2026-04-27,83.945,hedef,2.97,1915.0,5.52,0
2026-04-27,YESIL,dip,11.0,0.199,1.71,64549.0,2026-04-27,1.7613,hedef,2.97,1915.0,4.09,0
2026-04-28,KRDMB,kirilim,9.0,0.993,78.0,132928.0,2026-04-28,80.34,hedef,2.97,3944.0,3.85,0
2026-04-29,ARASE,kirilim,9.6,1.006,111.1,29318.0,2026-04-29,107.767,stop,-3.03,-889.0,0.72,0
2026-04-29,BIENY,dip,10.7,0.048,22.3,29318.0,2026-04-29,22.969,hedef,2.97,870.0,4.57,0
2026-04-29,GWIND,kirilim,9.2,0.846,29.98,29318.0,2026-04-29,30.8794,hedef,2.97,870.0,3.34,0
2026-04-29,GZNMI,dip,6.6,0.08,64.6,29318.0,2026-04-29,66.538,hedef,2.97,870.0,3.48,0
2026-04-29,ISDMR,kirilim,7.2,0.785,45.0,29318.0,2026-04-29,46.35,hedef,2.97,870.0,3.73,0
2026-04-30,A1YEN,kirilim,11.5,0.967,3.4393,49726.0,2026-05-04,3.5425,hedef,2.97,1475.0,4.96,4
2026-04-30,GSDDE,kirilim,11.7,1.161,13.09,49726.0,2026-05-04,13.4827,hedef,2.97,1475.0,9.93,4
2026-04-30,MANAS,kirilim,13.3,1.042,29.6,49726.0,2026-04-30,28.712,stop,-3.03,-1508.0,1.35,0
2026-05-04,ALGYO,kirilim,11.2,1.043,6.55,14484.0,2026-05-04,6.7465,hedef,2.97,430.0,6.11,0
2026-05-04,DESPC,dip,12.2,0.111,40.52,14484.0,2026-05-04,41.7356,hedef,2.97,430.0,5.73,0
2026-05-04,LINK,dip,27.1,0.072,5.91,14484.0,2026-05-05,6.0873,hedef,2.97,430.0,6.09,1
2026-05-04,VESBE,dip,6.1,0.037,7.15,14484.0,2026-05-04,6.9355,stop,-3.03,-439.0,1.12,0
2026-05-05,ACSEL,kirilim,23.0,0.87,133.0,24379.0,2026-05-05,136.99,hedef,2.97,723.0,8.42,0
2026-05-05,CELHA,kirilim,5.3,1.025,14.7,24379.0,2026-05-05,15.141,hedef,2.97,723.0,5.24,0
2026-05-05,HURGZ,kirilim,5.5,1.031,8.99,24379.0,2026-05-05,9.2597,hedef,2.97,723.0,5.01,0
2026-05-05,KGYO,kirilim,16.1,0.983,11.9,24379.0,2026-05-05,12.257,hedef,2.97,723.0,4.12,0
2026-05-05,LINK,dip,18.4,0.098,6.27,24379.0,2026-05-05,6.4581,hedef,2.97,723.0,3.67,0
2026-05-05,NTGAZ,kirilim,34.3,0.927,13.39,24379.0,2026-05-05,13.7917,hedef,2.97,723.0,3.73,0
2026-05-06,DMRGD,kirilim,10.5,1.14,6.85,41382.0,2026-05-07,7.0555,hedef,2.97,1228.0,5.69,1
2026-05-06,IHYAY,dip,9.0,0.106,1.83,41382.0,2026-05-08,1.8849,hedef,2.97,1228.0,3.28,2
2026-05-06,MEGMT,kirilim,5.0,0.985,85.8,41382.0,2026-05-07,83.226,stop,-3.03,-1255.0,2.91,1
2026-05-06,TATGD,kirilim,20.9,0.963,19.24,41382.0,2026-05-06,18.6628,stop,-3.03,-1255.0,1.09,0
2026-05-07,GEDZA,kirilim,14.6,1.003,34.48,6688.0,2026-05-07,33.4456,stop,-3.03,-203.0,0.75,0
2026-05-07,ICUGS,kirilim,8.4,1.071,6.93,6688.0,2026-05-07,6.7221,stop,-3.03,-203.0,0.0,0
2026-05-07,MERKO,kirilim,18.5,0.93,2.45,6688.0,2026-05-07,2.3765,stop,-3.03,-203.0,4.9,0
2026-05-07,PAGYO,kirilim,9.0,0.99,141.2,6688.0,2026-05-07,145.436,hedef,2.97,198.0,3.4,0
2026-05-07,RGYAS,kirilim,7.3,1.028,195.0,6688.0,2026-05-07,189.15,stop,-3.03,-203.0,0.36,0
2026-05-07,SURGY,kirilim,15.2,0.928,75.2,6688.0,2026-05-07,77.456,hedef,2.97,198.0,3.72,0
2026-05-08,BIGEN,kirilim,11.8,1.142,24.54,61225.0,2026-05-11,25.2762,hedef,2.97,1817.0,9.94,3
2026-05-08,PAGYO,kirilim,6.8,0.961,142.7,61225.0,2026-05-08,146.981,hedef,2.97,1817.0,3.29,0
2026-05-11,ANGEN,kirilim,32.4,0.96,14.13,11739.0,2026-05-11,13.7061,stop,-3.03,-356.0,2.48,0
2026-05-11,BIGTK,dip,6.0,0.027,215.0,11739.0,2026-05-11,208.55,stop,-3.03,-356.0,0.47,0
2026-05-11,BIZIM,kirilim,31.9,1.086,35.0,11739.0,2026-05-11,36.05,hedef,2.97,348.0,4.86,0
2026-05-11,BVSAN,kirilim,14.2,1.031,157.9,11739.0,2026-05-11,153.163,stop,-3.03,-356.0,2.09,0
2026-05-11,FONET,kirilim,10.7,0.953,6.0,11739.0,2026-05-11,6.18,hedef,2.97,348.0,5.67,0
2026-05-11,KRDMB,kirilim,15.0,0.932,92.5,11739.0,2026-05-11,95.275,hedef,2.97,348.0,3.14,0
2026-05-11,OZSUB,kirilim,7.9,0.962,30.2,11739.0,2026-05-11,29.294,stop,-3.03,-356.0,0.0,0
2026-05-11,TBORG,dip,7.6,0.188,151.2,11739.0,2026-05-12,146.664,stop,-3.03,-356.0,0.0,1
2026-05-11,ZEDUR,kirilim,21.2,1.092,11.3,11739.0,2026-05-11,11.639,hedef,2.97,348.0,5.75,0
