giris_tarih,hisse,grup,kat,pos52,giris,poz_tl,cikis_tarih,cikis,sebep,getiri_%,tl_kar,max_gordugu_%
2026-04-17,PRZMA,kirilim,3.2,0.894,16.68,100000.0,2026-04-17,17.1804,hedef,2.97,2967.0,3.12
2026-04-21,PRZMA,kirilim,3.9,0.997,19.44,102967.0,2026-04-21,18.8568,stop,-3.03,-3123.0,0.05
2026-05-06,IHYAY,dip,9.0,0.106,1.83,99844.0,2026-05-08,1.8849,hedef,2.97,2962.0,3.28
2026-05-12,ERBOS,kirilim,17.0,0.911,217.9,102806.0,2026-05-12,224.437,hedef,2.97,3050.0,3.72
2026-05-14,ALCAR,dip,32.9,0.183,771.5,52928.0,2026-05-18,748.355,stop,-3.03,-1605.0,1.88
2026-05-14,UNLU,dip,4.0,0.186,13.77,52928.0,2026-05-20,13.3569,stop,-3.03,-1605.0,2.69
2026-05-20,BIGCH,dip,4.2,0.137,6.61,17108.0,2026-05-21,6.4117,stop,-3.03,-519.0,1.82
2026-05-20,EKSUN,kirilim,9.8,0.903,7.4,17108.0,2026-05-20,7.622,hedef,2.97,508.0,3.92
2026-05-20,LKMNH,dip,17.0,0.169,15.2,17108.0,2026-05-20,15.656,hedef,2.97,508.0,3.09
2026-05-21,BAKAB,kirilim,9.4,1.008,52.2,10819.0,2026-05-21,50.634,stop,-3.03,-328.0,0.0
2026-05-21,BIGTK,dip,56.0,0.018,211.5,10819.0,2026-05-21,217.845,hedef,2.97,321.0,3.03
2026-05-21,DAPGM,dip,6.2,0.124,9.77,10819.0,2026-05-21,10.0631,hedef,2.97,321.0,3.38
2026-05-21,DMRGD,kirilim,3.7,0.986,9.3,10819.0,2026-05-21,9.579,hedef,2.97,321.0,3.98
2026-05-21,GUNDG,kirilim,5.1,1.103,1097.0,10819.0,2026-05-21,1064.09,stop,-3.03,-328.0,0.0
2026-05-21,OSMEN,dip,3.3,0.133,7.46,10819.0,2026-05-21,7.2362,stop,-3.03,-328.0,1.34
2026-05-21,VERUS,kirilim,5.7,0.979,571.5,10819.0,2026-05-22,588.645,hedef,2.97,321.0,4.99
2026-05-21,VRGYO,dip,5.4,0.056,2.21,10819.0,2026-05-21,2.1437,stop,-3.03,-328.0,0.45
