giris_tarih,hisse,grup,kat,pos52,giris,poz_tl,cikis_tarih,cikis,sebep,getiri_%,tl_kar,max_gordugu_%
2026-05-06,IHYAY,dip,9.0,0.106,1.83,100000.0,2026-05-08,1.8849,hedef,2.97,2967.0,3.28
2026-05-12,ERBOS,kirilim,17.0,0.911,217.9,102967.0,2026-05-12,224.437,hedef,2.97,3055.0,3.72
2026-05-14,ALCAR,dip,32.9,0.183,771.5,106022.0,2026-05-18,748.355,stop,-3.03,-3216.0,1.88
2026-05-20,EKSUN,kirilim,9.8,0.903,7.4,51403.0,2026-05-20,7.622,hedef,2.97,1525.0,3.92
2026-05-20,LKMNH,dip,17.0,0.169,15.2,51403.0,2026-05-20,15.656,hedef,2.97,1525.0,3.09
2026-05-21,BAKAB,kirilim,9.4,1.008,52.2,17643.0,2026-05-21,50.634,stop,-3.03,-535.0,0.0
2026-05-21,BIGTK,dip,56.0,0.018,211.5,17643.0,2026-05-21,217.845,hedef,2.97,523.0,3.03
2026-05-21,DAPGM,dip,6.2,0.124,9.77,17643.0,2026-05-21,10.0631,hedef,2.97,523.0,3.38
2026-05-21,GUNDG,kirilim,5.1,1.103,1097.0,17643.0,2026-05-21,1064.09,stop,-3.03,-535.0,0.0
2026-05-21,VERUS,kirilim,5.7,0.979,571.5,17643.0,2026-05-22,588.645,hedef,2.97,523.0,4.99
2026-05-21,VRGYO,dip,5.4,0.056,2.21,17643.0,2026-05-21,2.1437,stop,-3.03,-535.0,0.45
2026-05-22,ALVES,dip,8.0,0.106,2.6,14609.0,2026-05-22,2.678,hedef,2.97,433.0,4.62
2026-05-22,KOPOL,dip,44.1,0.131,5.03,14609.0,2026-05-22,5.1809,hedef,2.97,433.0,9.54
2026-05-22,NTHOL,dip,5.6,-0.047,35.12,14609.0,2026-05-22,36.1736,hedef,2.97,433.0,3.13
2026-05-22,VERTU,dip,6.6,0.181,35.02,14609.0,2026-05-22,36.0706,hedef,2.97,433.0,5.6
2026-05-22,VERUS,kirilim,10.4,0.967,573.0,14609.0,2026-05-22,590.19,hedef,2.97,433.0,4.71
2026-05-22,ZRGYO,dip,6.9,-0.064,16.78,14609.0,2026-05-22,17.2834,hedef,2.97,433.0,3.75
2026-05-25,CEMTS,dip,6.9,0.18,10.35,54211.0,2026-05-25,10.6605,hedef,2.97,1608.0,3.38
2026-05-25,DURDO,kirilim,23.5,0.907,5.0,54211.0,2026-05-25,5.15,hedef,2.97,1608.0,3.6
2026-06-01,HRKET,kirilim,6.3,1.1,96.5,111639.0,2026-06-02,99.395,hedef,2.97,3312.0,3.63
2026-06-03,CGCAM,kirilim,6.6,0.899,46.42,57476.0,2026-06-03,47.8126,hedef,2.97,1705.0,6.07
2026-06-03,KARTN,kirilim,7.7,0.981,130.3,57476.0,2026-06-03,134.209,hedef,2.97,1705.0,3.07
2026-06-04,TUREX,dip,5.1,0.155,9.2,118362.0,2026-06-04,9.476,hedef,2.97,3512.0,3.04
2026-06-05,CMBTN,dip,19.5,0.095,1595.0,60937.0,2026-06-08,1588.0,acik_kaldi,-0.47,-288.0,2.63
2026-06-05,EMKEL,dip,9.8,0.071,25.96,60937.0,2026-06-05,25.1812,stop,-3.03,-1848.0,0.15
2026-06-08,AKFYE,kirilim,20.5,1.057,26.0,14772.0,2026-06-08,26.78,hedef,2.97,438.0,6.46
2026-06-08,DERHL,dip,7.5,0.033,14.2,14772.0,2026-06-08,13.774,stop,-3.03,-448.0,0.28
2026-06-08,POLTK,dip,9.1,0.067,5270.0,14772.0,2026-06-08,5111.9,stop,-3.03,-448.0,0.05
2026-06-08,SEKUR,kirilim,14.9,0.863,8.06,14772.0,2026-06-08,7.8182,stop,-3.03,-448.0,0.5
